Subawardee UEI,Subawardee NAICS-6 (Primary),Subawardee NAICS-6 Description,Parent UEI,Parent Vendor Name,Subawardee Vendor Name,Predominant Place of Performance (by records),Subaward $M,Published Subaward Records,First Subaward,Last Subaward,Capability Domain Archetype (D),Capability Domain Archetype Basis,Primary Output Archetype (P),Primary Output Archetype Basis,Role / Description,Source URLs
ZWNLUCV7JET5,423510,Metal Service Centers and Other Metal Merchant Wholesalers,,,TACOMA STEEL SUPPLY INCORPORATED,Domestic,0.174983,3,2016-05-23,2016-11-07,,,,,,
K8W2J2DS9FN1,513210,Software Publishers,,"SYNOPSYS, INC.","SYNOPSYS, INC.",Domestic,0.1735,4,2020-01-14,2023-12-07,,,,,,
FA62JCF2JGN7,541330,Engineering Services,,ENSAFE INC.,ENSAFE INC.,Domestic,0.173066,3,2018-05-21,2018-05-21,,,,,,
HKB9G8NZ5P66,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,"TEAM INDUSTRIES, INC.","TEAM INDUSTRIES, INC.",Domestic,0.172436,2,2020-10-23,2024-06-25,,,,,,
NXGLEN3CK1N6,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,"DATACON, INC.","DATACON, INC.",Domestic,0.171701,8,2017-05-10,2022-11-01,,,,,,
P2L5J5XEYCN3,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,"Insight Enterprises, Inc.","INSIGHT DIRECT USA, INC.",Domestic,0.17101,2,2021-07-29,2021-10-13,,,,,,
DWMEGPGHBGY5,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,,GENERAL DIGITAL CORPORATION,Domestic,0.17046,1,2020-10-28,2020-10-28,,,,,,
M6CTHGC91RG4,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,"MARTINEZ AND TUREK, INC.",Domestic,0.17002,3,2018-05-09,2022-10-21,,,,,,
GMVJD1H9JQX8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"MICROFLEX, INC.","MICROFLEX, INC.",Domestic,0.16982,1,2023-04-24,2023-04-24,,,,,,
FDMCABKJFNE8,339113,Surgical Appliance and Supplies Manufacturing,,MSA Safety Incorporated,"MINE SAFETY APPLIANCES COMPANY, LLC",Domestic,0.168623,2,2017-04-07,2017-07-21,,,,,,
YK46GJRH4W87,334111,Electronic Computer Manufacturing,,"CONCURRENT REAL-TIME, INC.","CONCURRENT REAL-TIME, INC.",Domestic,0.166119,3,2021-12-09,2024-10-11,,,,,,
C3B4GMUXK277,,"n/a (long-tail, not researched)",,,BOWMAR LLC,Domestic,0.166,1,2022-06-10,2022-06-10,,,,,,
Q4T8FLKDSNQ3,,n/a (no SAM record),,,TREK CONNECT INC.,Domestic,0.164221,4,2017-04-27,2017-05-25,,,,,,
HW3GLNH2M767,561621,Security Systems Services (except Locksmiths),,,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,Domestic,0.164,1,2024-04-18,2024-04-18,,,,,,
WF99GAJKQAL5,541380,Testing Laboratories and Services,,,NTS LABS LLC,Domestic,0.160276,12,2021-01-27,2024-10-28,,,,,,
UR64LG5YKUE8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,LYNN LADDER AND SCAFFOLDING CO INC,LYNN LADDER AND SCAFFOLDING CO INC,Domestic,0.159458,3,2019-07-16,2023-05-15,,,,,,
QEP4TKLKQDV3,334419,Other Electronic Component Manufacturing,,"U.S. PIONEER, L.L.C.","U.S. PIONEER, L.L.C.",Domestic,0.152652,4,2022-04-19,2023-01-18,,,,,,
KAFVDV3C5BN1,541511,Custom Computer Programming Services,,,"321GANG, LLC",Domestic,0.152069,4,2019-12-18,2022-11-09,,,,,,
EZGFXRCDNAZ1,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,,GENERAL STANDARDS CORP,Domestic,0.1519,1,2024-09-04,2024-09-04,,,,,,
MYKLJHTX3MM7,541512,Computer Systems Design Services,,"LEIDOS HOLDINGS, INC.","LEIDOS, INC.",Domestic,0.15,1,2019-07-11,2019-07-11,,,,,,
V212U2BEGU37,541519,Other Computer Related Services,,"SAFARI MICRO, INC.","SAFARI MICRO, INC.",Domestic,0.14933,3,2022-06-28,2024-04-15,,,,,,
F7J2BU8VKSL8,,"n/a (long-tail, not researched)",,,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",Domestic,0.146391,1,2021-06-25,2021-06-25,,,,,,
QGB4RDYJNJT9,332111,Iron and Steel Forging,,"ELLWOOD GROUP, INC.",ELLWOOD NATIONAL FORGE COMPANY,Domestic,0.144535,1,2018-05-25,2018-05-25,,,,,,
CFLHPEP9NMU4,,n/a (no SAM record),,,HUBBS MACHINE & MANUFACTURING,Domestic,0.14307,3,2016-03-29,2018-09-12,,,,,,
Q9M8VNB2F4F2,,"n/a (long-tail, not researched)",,Kongsberg Gruppen ASA,"KONGSBERG UNDERWATER TECHNOLOGY, INC.",Domestic,0.142702,2,2016-02-09,2016-02-09,,,,,,
RKDNDETJMQZ2,,"n/a (long-tail, not researched)",,RAYTHEON COMPANY,Raytheon Bbn Technologies Corp.,Domestic,0.142403,2,2016-05-16,2016-05-16,,,,,,
QC8RNVNLMA97,,"n/a (long-tail, not researched)",,,BRUEL & KJAER NORTH AMERICA INC.,Domestic,0.1395,1,2019-12-09,2019-12-09,,,,,,
D3TAPP57SEB4,,"n/a (long-tail, not researched)",,KEEN COMPRESSED GAS CO.,KEEN COMPRESSED GAS CO.,Domestic,0.138724,2,2024-11-13,2024-11-13,,,,,,
KTK2F491J6A8,,"n/a (long-tail, not researched)",,,"SHAFT CURRENT SOLUTIONS, INC.",Domestic,0.136535,2,2024-11-22,2024-11-22,,,,,,
TMDVSPNEFR69,423840,Industrial Supplies Merchant Wholesalers,,IVES EQUIPMENT CORPORATION,IVES EQUIPMENT CORPORATION,Domestic,0.136423,2,2022-06-24,2023-11-30,,,,,,
Z2XMD2USH373,,"n/a (long-tail, not researched)",,APCO TECHNOLOGIES ENGINEERING INC.,APCO TECHNOLOGIES ENGINEERING INC.,Domestic,0.136,3,2022-04-25,2022-11-21,,,,,,
FH39KDCYBK21,,n/a (no SAM record),,,"Htp Meds, LLC",Domestic,0.135679,4,2021-11-30,2022-02-25,,,,,,
N8D3ZCX4AXH3,,n/a (no SAM record),,AIR LIQUIDE SA ETU EXPLOIT PROCE,AIRGAS USA LLC,Domestic,0.134282,2,2016-02-19,2016-02-19,,,,,,
QVMBB4UCMEH4,334419,Other Electronic Component Manufacturing,,,"ELECTRO MECHANICAL SPECIALISTS, LLC",Domestic,0.133275,4,2016-07-20,2021-03-02,,,,,,
YUXJXK8PRML3,,"n/a (long-tail, not researched)",,Alfa Laval AB,"TRANTER, INC.",Domestic,0.132887,4,2016-01-12,2019-05-30,,,,,,
GN84UHWZJMR8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,"DAYTON T. BROWN, INC.","DAYTON T. BROWN, INC.",Domestic,0.1326,11,2016-05-13,2022-03-10,,,,,,
NBMDBMMXJLR5,,"n/a (long-tail, not researched)",,"KEYSIGHT TECHNOLOGIES, INC.","KEYSIGHT TECHNOLOGIES, INC.",Domestic,0.132443,1,2021-11-17,2021-11-17,,,,,,
DBQGN324ULK3,423840,Industrial Supplies Merchant Wholesalers,,"W.W. GRAINGER, INC.","W.W. GRAINGER, INC.",Domestic,0.131372,4,2023-01-20,2024-08-23,,,,,,
PRNKGJL4NQH1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,OMEGA ENGINEERING INC,Domestic,0.130349,3,2023-07-14,2023-12-19,,,,,,
UN3TBWQUCQN4,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,DELTA-ELECTRO POWER INC.,Domestic,0.129336,2,2017-11-13,2024-08-23,,,,,,
RYVANEDADBK3,,"n/a (long-tail, not researched)",,"METALTEK INTERNATIONAL, INC.","METALTEK INTERNATIONAL, INC.",Domestic,0.129153,6,2018-12-10,2024-08-30,,,,,,
Z31MCJ7P45T1,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,,"CORE MANUFACTURING, LLC",Domestic,0.12874,3,2023-02-07,2024-06-25,,,,,,
GAGNAGWFNY83,,"n/a (long-tail, not researched)",,NTS Holding Corporation Inc,NTS TECHNICAL SYSTEMS,Domestic,0.1287,8,2017-05-10,2019-09-03,,,,,,
U4MMR7DR2DR7,336611,Ship Building and Repairing,,,"JAL ENTERPRISES, INC.",Domestic,0.128595,3,2021-10-22,2024-07-26,,,,,,
DXGJDCR3TN56,,"n/a (long-tail, not researched)",,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC","CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",Domestic,0.128032,1,2025-01-17,2025-01-17,,,,,,
FNQARYRJJEL5,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,,COSPOLICH INC.,Domestic,0.127836,2,2023-04-11,2023-04-13,,,,,,
JLUZRMMLKQ47,332111,Iron and Steel Forging,,,"WODIN, INC.",Domestic,0.126888,1,2021-12-08,2021-12-08,,,,,,
TXHLDCPC95J3,332710,Machine Shops,,C V TOOL COMPANY INC,C V TOOL COMPANY INC,Domestic,0.126482,12,2019-11-01,2024-10-04,,,,,,
SN8JQ8XJ55N9,333613,Mechanical Power Transmission Equipment Manufacturing,,,"LOVEJOY, LLC",Domestic,0.125185,3,2022-10-18,2022-12-02,,,,,,
WCJ5B9CQN5E4,238210,Electrical Contractors and Other Wiring Installation Contractors,,"Tss, Inc.","INNOVATIVE POWER SYSTEMS, INC.",Domestic,0.124925,1,2019-05-09,2019-05-09,,,,,,
SDK4H5KCAHD7,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,UNITED ELECTRIC CONTROLS COMPANY,UNITED ELECTRIC CONTROLS COMPANY,Domestic,0.12489,2,2018-02-27,2018-02-27,,,,,,
N6P1AGPMV456,333310,Commercial and Service Industry Machinery Manufacturing,,The Carlyle Group L P,EVAC NORTH AMERICA INC.,Domestic,0.124705,3,2018-11-28,2019-11-15,,,,,,
GXK6HT9PN3P9,332721,Precision Turned Product Manufacturing,,KAMAN CORP,KAMATICS CORPORATION,Domestic,0.122364,3,2018-05-14,2022-11-18,,,,,,
U4TBEJN3QV83,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,,3M COMPANY,3M PURIFICATION INC.,Domestic,0.120301,3,2018-04-02,2022-02-01,,,,,,
Z3KHMUV8E999,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,"JAN ELECTRONIC SUPPLIES, INC.",Domestic,0.119319,3,2017-08-10,2018-06-28,,,,,,
LR8MS4H7N2U5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,AUTOMATED PRECISION INC.,AUTOMATED PRECISION INC.,Domestic,0.119135,1,2021-12-22,2021-12-22,,,,,,
SMZQB2YVYM66,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,AMETEK INC,ROTRON INCORPORATED,Domestic,0.1178,1,2024-07-24,2024-07-24,,,,,,
WYN3NM142HF3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,THE LEE CO,THE LEE CO,Domestic,0.116709,1,2024-08-09,2024-08-09,,,,,,
EH4ZYJ5CMLP9,,"n/a (long-tail, not researched)",,MAINE TECHNICAL SOURCE,MAINE TECHNICAL SOURCE,Domestic,0.11532,1,2022-03-11,2022-03-11,,,,,,
H4KTGQKJ2Y15,,"n/a (long-tail, not researched)",,"TIOGA PIPE, INC.","TIOGA PIPE, INC.",Domestic,0.113204,1,2019-02-25,2019-02-25,,,,,,
MN5LYLMWBGK8,541330,Engineering Services,,,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",Domestic,0.1122,2,2021-04-07,2021-04-07,,,,,,
PDBCMAYNN1V8,236210,INDUSTRIAL BUILDING CONSTRUCTION,,,"CUSTOM QUALITY SCAFFOLDING, INC.",Domestic,0.110438,4,2023-06-22,2024-05-29,,,,,,
E6H2BBJ1LD19,,"n/a (long-tail, not researched)",,,FORD & ULRICH INC,Domestic,0.1104,1,2022-12-09,2022-12-09,,,,,,
JRUCKDSNXKD5,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,,,THE ENTWISTLE COMPANY LLC,Domestic,0.110099,1,2023-01-24,2023-01-24,,,,,,
X96XQ88UFHM5,,"n/a (foreign, no SAM record)",,,MARIA DO CARMO DE ALBUQUERQUE LINS,Foreign,0.109202,1,2019-08-27,2019-08-27,,,,,,
CSGCTF11C2V9,,"n/a (long-tail, not researched)",,,INSTRUMENTS INCORPORATED,Domestic,0.108216,1,2018-03-22,2018-03-22,,,,,,
NNNPMB5KA1V6,326199,All Other Plastics Product Manufacturing,,,DENNEY PLASTICS MACHINING LLC,Domestic,0.107641,2,2023-02-09,2024-09-27,,,,,,
XP9YLL3TNCB9,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",,,"S & S FOREST PRODUCTS, LLC",Domestic,0.106671,2,2023-11-03,2024-10-24,,,,,,
JMFNDVNJ67A3,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,,,CM-MATRIX CORPORATION,Domestic,0.106449,2,2016-10-06,2017-10-10,,,,,,
FCYFZ4P8ZGV6,,"n/a (long-tail, not researched)",,,"K M L ARCHITECTS, LLC",Domestic,0.103013,2,2023-12-13,2023-12-13,,,,,,
GTDWX1272LQ4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,,LINEAR MOTION LLC,Domestic,0.102689,1,2023-01-23,2023-01-23,,,,,,
L6V2CGVQP844,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,RDF CORPORATION,Domestic,0.1008,1,2024-04-19,2024-04-19,,,,,,
V6FJCB53JDK7,,"n/a (SAM record, no NAICS)",,"RURAL ROUTE 2, LLC","RURAL ROUTE 2, LLC",Domestic,0.100768,1,2024-04-22,2024-04-22,,,,,,
NPM2J7MSCF61,,"n/a (long-tail, not researched)",,"PENNSYLVANIA STATE UNIVERSITY, THE","PENNSYLVANIA STATE UNIVERSITY, THE",Domestic,0.1,1,2016-03-18,2016-03-18,,,,,,
H1WGM2HUFNB3,,"n/a (long-tail, not researched)",,NDI ENGINEERING COMPANY,NDI ENGINEERING COMPANY,Domestic,0.1,2,2020-08-27,2021-01-29,,,,,,
MXALQCAPGHJ8,,"n/a (long-tail, not researched)",,,"AMET, INC.",Domestic,0.1,1,2023-06-30,2023-06-30,,,,,,
MKRCHD2CBAY1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,RAYTHEON TECHNOLOGIES CORPORATION,HAMILTON SUNDSTRAND CORPORATION,Domestic,0.096928,2,2017-09-08,2022-01-13,,,,,,
EHQGGH9CG9U7,,"n/a (long-tail, not researched)",,,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",Domestic,0.095716,1,2018-01-08,2018-01-08,,,,,,
F3XKPA82MHQ5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,"NAG, LLC","NAG, LLC",Domestic,0.094968,5,2019-03-26,2021-01-22,,,,,,
CR99X5Q2KQS1,336611,Ship Building and Repairing,,,"L.B.I., INC.",Domestic,0.09445,2,2024-08-23,2024-09-16,,,,,,
ZPZMCRH2JSA3,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,EZEFLOW USA INC,EZEFLOW USA INC,Domestic,0.09405,2,2024-09-12,2024-10-17,,,,,,
NTGALU6XECJ5,,"n/a (long-tail, not researched)",,,YOKOGAWA CORP OF AMERICA,Domestic,0.09354,1,2024-09-13,2024-09-13,,,,,,
NSDCX6VCWGN5,,"n/a (long-tail, not researched)",,,"PEERLESS TOOL & MACHINE COMPANY, INC.",Domestic,0.09177,1,2016-10-12,2016-10-12,,,,,,
N5RJW5NX32Y1,541330,Engineering Services,,W R SYSTEMS LTD.,W R SYSTEMS LTD.,Domestic,0.09176,2,2024-03-27,2024-10-04,,,,,,
JK5BGM73XQ58,,"n/a (long-tail, not researched)",,,FEOLE TECHNOLOGIES INC,Domestic,0.090618,2,2021-12-09,2022-02-24,,,,,,
H63LK5CAFZ46,,"n/a (long-tail, not researched)",,"Sciens Building Solutions, LLC","W.W. GAY FIRE PROTECTION, INC.",Domestic,0.09056,2,2019-04-09,2019-04-12,,,,,,
H4ZMPGLLZ8D9,332710,Machine Shops,,"ARTCRAFT FABRICATORS, INC.","ARTCRAFT FABRICATORS, INC.",Domestic,0.089939,2,2019-04-04,2019-04-22,,,,,,
DR3FAZLZ8624,561311,Employment Placement Agencies,,,OLYMPIC PENINSULA PERSONNEL INC,Domestic,0.089117,4,2016-06-03,2017-04-19,,,,,,
WLHBRDWEW7T4,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,"ABACO SYSTEMS, INC.","ABACO SYSTEMS, INC.",Domestic,0.086743,2,2016-09-15,2016-11-09,,,,,,
XDBJX5QWAM86,541511,Custom Computer Programming Services,,"SAI SYSTEMS INTERNATIONAL, INC.","SAI SYSTEMS INTERNATIONAL, INC.",Domestic,0.0865,3,2016-12-20,2020-05-11,,,,,,
J1PMKPB4HNN5,,"n/a (long-tail, not researched)",,,LEARN,Domestic,0.08536,1,2024-04-16,2024-04-16,,,,,,
MFGMH9R7GMG3,334111,Electronic Computer Manufacturing,,"SIRIUS COMPUTER SOLUTIONS, INC.","FORCE 3, LLC",Domestic,0.085239,1,2019-07-15,2019-07-15,,,,,,
RDG4F8MZVDU1,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,"L3HARRIS TECHNOLOGIES, INC","POWER PARAGON, INC.",Domestic,0.084974,3,2018-08-07,2023-10-13,,,,,,
KP54PU9M3GY5,,n/a (no SAM record),,TE Connectivity Ltd.,TE CONNECTIVITY SEACON PHOENIX INC.,Domestic,0.084445,1,2017-06-05,2017-06-05,,,,,,
GWJVH3CYE2F1,,"n/a (long-tail, not researched)",,,MID STATE FIRE EQUIPMENT INC,Domestic,0.084357,1,2019-10-09,2019-10-09,,,,,,
HJ7KCZ68G3N3,,"n/a (long-tail, not researched)",,,HAMPTON RUBBER COMPANY,Domestic,0.084127,1,2024-09-20,2024-09-20,,,,,,
F1N2KDGBDTU8,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,DLT MERGERCO LLC,"DLT SOLUTIONS, LLC",Domestic,0.083274,2,2018-11-15,2019-10-21,,,,,,
F4JJL7645T67,,"n/a (long-tail, not researched)",,,LEXINGTON SOFT LLC,Domestic,0.082863,2,2018-05-31,2021-06-25,,,,,,
J632BG3ZB8L9,334412,Bare Printed Circuit Board Manufacturing,,,"TTM TECHNOLOGIES, INC.",Domestic,0.082035,1,2023-05-15,2023-05-15,,,,,,
LFN2ND9H69T1,,"n/a (long-tail, not researched)",,PARASOFT CORPORATION,PARASOFT CORPORATION,Domestic,0.08118,2,2017-12-06,2017-12-06,,,,,,
EHRJCSUERKU3,334419,Other Electronic Component Manufacturing,,EATON CORPORATION PUBLIC LIMITED COMPANY,EATON AEROSPACE LLC,Domestic,0.0809,1,2022-06-30,2022-06-30,,,,,,
QVJEVJHK3G31,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,,"AGGREKO, LLC","AGGREKO, LLC",Domestic,0.079832,3,2023-07-28,2024-05-22,,,,,,
NAA7LGTT6WA4,,"n/a (long-tail, not researched)",,"TRANSCAT, INC.","TRANSCAT, INC.",Domestic,0.079715,1,2024-09-27,2024-09-27,,,,,,
TGUHUW52MLE3,,"n/a (SAM record, no NAICS)",,"Insco Intermediate Holdings, Inc","NIANTIC SEAL, INC.",Domestic,0.07866,2,2018-09-17,2024-10-10,,,,,,
QQ1JKV251EL9,,"n/a (long-tail, not researched)",,,ACCUREX MEASUREMENT INC.,Domestic,0.077988,1,2016-02-03,2016-02-03,,,,,,
CPHLNLBGWFN5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,LEONARDO SPA,DRS NAVAL POWER SYSTEMS INC,Domestic,0.075898,2,2023-06-29,2024-10-25,,,,,"This UEI is DRS Consolidated Controls in Danbury, Connecticut, another Columbia production site. Its distinct specialty is nuclear-qualified instrumentation and control equipment, power supplies, communications processors, and propulsion-control electronics; the precise Columbia unit is not publicly assigned by UEI.","https://www.leonardodrs.com/locations/naval-power-systems-danbury-ct/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://sam.gov/workspace/contract/opp/e3a844bf4c81708a179c56db6e4272c0/view"
PDJ4B4PSZK52,,"n/a (long-tail, not researched)",,,NEW ENGLAND INSTITUTE OF TECHNOLOGY,Domestic,0.075,1,2025-01-16,2025-01-16,,,,,,
DQLZFV6PFCB9,332911,Industrial Valve Manufacturing,,"TATE ANDALE, LLC","TATE ANDALE, LLC",Domestic,0.074987,1,2024-09-12,2024-09-12,,,,,,
L6EMG925NF78,326220,Rubber and Plastics Hoses and Belting Manufacturing,,Kadant Inc.,KADANT UNAFLEX LLC,Domestic,0.07323,3,2019-02-28,2022-12-15,,,,,,
M4ANYAZ8Q6H8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,"SETRA SYSTEMS, INC.",Domestic,0.07116,2,2024-11-08,2024-11-08,,,,,,
GRTDYGFYWBS8,,"n/a (long-tail, not researched)",,FARO TECHNOLOGIES INC,FARO TECHNOLOGIES INC,Domestic,0.06916,1,2024-09-24,2024-09-24,,,,,,
J496QWE2LK33,,"n/a (long-tail, not researched)",,,LORD CORPORATION,Domestic,0.068973,1,2022-11-23,2022-11-23,,,,,,
GMHRX5DU4LS5,,"n/a (long-tail, not researched)",,"AEROGO, INC","AEROGO, INC",Domestic,0.06855,1,2023-01-06,2023-01-06,,,,,,
FLMQAKFEMG64,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,ASPEQ HEATING GROUP LLC,INDEECO LLC,Domestic,0.06816,1,2018-09-17,2018-09-17,,,,,,
FECPDA1S8WJ1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,D. W. BOYD CORPORATION,D. W. BOYD CORPORATION,Domestic,0.06798,1,2025-01-17,2025-01-17,,,,,,
LG8PRS9MR697,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,SFC VALVE CORPORATION,Domestic,0.063401,2,2019-02-04,2019-02-14,,,,,,
CPNJM695NH15,,"n/a (long-tail, not researched)",,,"CDP FASTENER GROUP, INC.",Domestic,0.062244,1,2022-05-24,2022-05-24,,,,,,
DTCND1MN7J15,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,,ASPEQ HEATING GROUP LLC,Domestic,0.062228,2,2024-04-12,2024-04-12,,,,,,
K5WVCD4GUK41,332114,Custom Roll Forming,,JONATHAN ENGINEERED SOLUTIONS CORP.,JONATHAN ENGINEERED SOLUTIONS CORP.,Domestic,0.062136,3,2016-08-01,2018-09-11,,,,,,
T18FUPT9Y124,,"n/a (long-tail, not researched)",,BRUNSON INSTRUMENT COMPANY INC,BRUNSON INSTRUMENT COMPANY INC,Domestic,0.062098,1,2016-02-09,2016-02-09,,,,,,
G8HNS2EJYJU6,333517,MACHINE TOOL MANUFACTURING,,,"BUFFALO MACHINES, INC.",Domestic,0.061336,1,2023-01-10,2023-01-10,,,,,,
EAZVTUEVK9J9,423830,Industrial Machinery and Equipment Merchant Wholesalers,,AIRLINE HYDRAULICS CORP,AIRLINE HYDRAULICS CORP,Domestic,0.060375,1,2022-04-29,2022-04-29,,,,,,
N6BAAYHLH8G7,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,"TTM TECHNOLOGIES, INC.","TTM PRINTED CIRCUIT GROUP, INC.",Domestic,0.059336,2,2019-02-08,2019-02-08,,,,,,
LKVHTENM62A5,,"n/a (long-tail, not researched)",,,SUPREME CORP,Domestic,0.058712,3,2021-02-19,2022-11-16,,,,,,
H759C2FR8KA3,,"n/a (long-tail, not researched)",,ABB Ltd,ABB INC.,Domestic,0.05791,3,2018-01-16,2018-01-16,,,,,,
H4K1A9NVAB68,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,,CRYSTAL INSTRUMENTS CORPORATION,Domestic,0.055728,1,2018-03-27,2018-03-27,,,,,,
CMTLME2MH6F4,541330,Engineering Services,,,SPIRAX SARCO INC,Domestic,0.055326,1,2024-04-25,2024-04-25,,,,,,
LGM4LM5ZR9K9,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,LUNA INNOVATIONS INCORPORATED,"LUNA TECHNOLOGIES, INC.",Domestic,0.055,1,2021-06-22,2021-06-22,,,,,,
V3GKQC7LZE37,,"n/a (long-tail, not researched)",,FRED L HAWKINS CO INC,FRED L HAWKINS CO INC,Domestic,0.054775,2,2023-05-09,2023-08-16,,,,,,
WX7ED2HWHJ17,,"n/a (long-tail, not researched)",,"E7 Solutions, LLC","E7 Solutions, LLC",Domestic,0.05432,1,2024-11-19,2024-11-19,,,,,,
Z85NS892LYA8,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,"Irving Place Capital, LLC",CHROMALOX INC,Domestic,0.0542,1,2016-11-15,2016-11-15,,,,,,
JUUJFULRELM5,,"n/a (long-tail, not researched)",,,HALL ASSOCIATES INC,Domestic,0.054131,1,2017-09-14,2017-09-14,,,,,,
QCDDKNMK52W8,,"n/a (long-tail, not researched)",,ELECTRONIC SALES OF NEW ENGLAND,ELECTRONIC SALES OF NEW ENGLAND,Domestic,0.051975,1,2017-02-16,2017-02-16,,,,,,
UTG3KW3RJ6M3,,"n/a (long-tail, not researched)",,,Shenzhen Nanshan District Gelaimi Clothes Shop,Foreign,0.05165,1,2022-01-25,2022-01-25,,,,,,
PXB2X38X4V11,,"n/a (long-tail, not researched)",,,CONVERGINT TECHNOLOGIES LLC,Domestic,0.051406,1,2023-06-22,2023-06-22,,,,,,
H4NUSZNWG4K6,236210,Industrial Building Construction,,,"SOUND MECHANICAL, INC.",Domestic,0.0503,2,2020-04-15,2020-04-15,,,,,,
LRYRHNM7EHJ8,332322,Sheet Metal Work Manufacturing,,,ITW FOOD EQUIPMENT GROUP LLC,Domestic,0.04824,1,2023-09-27,2023-09-27,,,,,,
J3AFGKXWYK73,,n/a (no SAM record),,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,YORK INTERNATIONAL CORPORATION,Domestic,0.046195,1,2016-07-11,2016-07-11,,,,,,
RG3VUTDYFNF8,332710,Machine Shops,,FLUIDYNE CORPORATION,FLUIDYNE CORPORATION,Domestic,0.044678,1,2022-04-29,2022-04-29,,,,,,
Z6HMQ992QKJ7,,"n/a (long-tail, not researched)",,"SOUTHERN FASTENERS & SUPPLY, INC.","SOUTHERN FASTENERS & SUPPLY, INC.",Domestic,0.044626,1,2018-04-04,2018-04-04,,,,,,
C2HBVLFX4AH7,,"n/a (long-tail, not researched)",,,"ARLAND TOOL & MFG., INC.",Domestic,0.04444,1,2022-03-18,2022-03-18,,,,,,
Z1YKDWN86HE6,,"n/a (long-tail, not researched)",,,RAYTHEON COMPANY,Domestic,0.044199,3,2022-03-25,2023-03-01,,,,,,
ELM6EX21EMJ9,,"n/a (long-tail, not researched)",,PINNACLE TECHNOLOGIES CORPORATION,CYMBEL CORPORATION,Domestic,0.043913,1,2021-07-27,2021-07-27,,,,,,
RSKAJD8SNDL3,,"n/a (long-tail, not researched)",,STEELCASE INC.,"RED THREAD SPACES, LLC",Domestic,0.043743,3,2023-02-13,2024-03-26,,,,,,
