program,family,piid,work_type,wave_seq,wave_start,wave_end,wave_anchor,wave_duration_days,prior_wave_interval_days,n_records,wave_dollars_m,wave_dollars_positive_m,n_vendors,top_vendor_uei,top_vendor_name,top1_share,others_share,modal_capability,neg_correction_m,prime_base_offset_days
ddg,DDG-51,N0002418C2305,electrical,3,2022-09-26,2022-09-26,2022-09-26,0,116,1,0.137,0.137,1,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,1.0,0.0,Other Communication and Energy Wire Manufacturing,0.0,1460
ddg,DDG-51,N0002418C2305,electrical,4,2024-11-14,2024-12-20,2024-12-02,36,798,2,3.419,3.419,2,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,0.9895,0.0105,All Other Miscellaneous Electrical Equipment and Component Manufacturing,0.0,2258
ddg,DDG-51,N0002418C2305,electrical,5,2025-04-30,2025-04-30,2025-04-30,0,149,1,0.036,0.036,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,2407
ddg,DDG-51,N0002418C2305,hvac,1,2023-12-20,2023-12-20,2023-12-20,0,,1,0.069,0.069,1,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,1.0,0.0,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,1910
ddg,DDG-51,N0002418C2305,hvac,2,2024-11-27,2024-11-27,2024-11-27,0,343,1,24.61,24.61,1,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",1.0,0.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,2253
ddg,DDG-51,N0002418C2305,machining,1,2023-01-13,2023-01-13,2023-01-13,0,,2,11.575,11.575,1,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,1.0,0.0,Machine Shops,0.0,1569
ddg,DDG-51,N0002418C2305,machining,2,2025-01-09,2025-01-09,2025-01-09,0,727,1,0.033,0.033,1,RMLGMBGNPCC8,"KINGSBURY, INC.",1.0,0.0,Mechanical Power Transmission Equipment Manufacturing,0.0,2296
ddg,DDG-51,N0002418C2305,piping,1,2021-12-06,2021-12-06,2021-12-06,0,,1,2.645,2.645,1,JBMKQ8ZH6FN9,DOVER CORPORATION,1.0,0.0,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.0,1166
ddg,DDG-51,N0002418C2305,piping,2,2022-07-20,2022-07-20,2022-07-20,0,226,2,0.875,0.875,1,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,1.0,0.0,,0.0,1392
ddg,DDG-51,N0002418C2305,piping,3,2022-11-28,2022-11-28,2022-11-28,0,131,1,0.195,0.195,1,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,1.0,0.0,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.0,1523
ddg,DDG-51,N0002418C2305,structural,1,2022-11-19,2022-11-19,2022-11-19,0,,1,0.595,0.595,1,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",1.0,0.0,Ship Building and Repairing,0.0,1514
ddg,DDG-51,N0002418C2305,structural,2,2024-12-20,2024-12-20,2024-12-20,0,762,1,2.857,2.857,1,K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",1.0,0.0,Ship Building and Repairing,0.0,2276
ddg,DDG-51,N0002418C2305,unbucketed,1,2001-10-22,2001-10-22,2001-10-22,0,,1,3.698,3.698,1,Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",1.0,0.0,,0.0,-6184
ddg,DDG-51,N0002418C2305,unbucketed,2,2022-06-13,2022-06-13,2022-06-13,0,7539,1,0.39,0.39,1,YULJLSW1N2G4,CYGNUS L.L.C.,1.0,0.0,Printed Circuit Assembly (Electronic Assembly) Manufacturing,0.0,1355
ddg,DDG-51,N0002418C2305,unbucketed,3,2023-04-14,2023-04-14,2023-04-14,0,305,1,0.031,0.031,1,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,1.0,0.0,,0.0,1660
ddg,DDG-51,N0002418C2305,unbucketed,4,2023-08-14,2023-08-14,2023-08-14,0,122,1,0.03,0.03,1,CR99X5Q2KQS1,"L.B.I., INC.",1.0,0.0,Ship Building and Repairing,0.0,1782
ddg,DDG-51,N0002418C2305,unbucketed,5,2025-04-01,2025-04-01,2025-04-01,0,596,1,0.031,0.031,1,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,1.0,0.0,Industrial Machinery and Equipment Merchant Wholesalers,0.0,2378
ddg,DDG-51,N0002418C2307,castings,1,2018-10-30,2019-02-07,2018-11-19,100,,15,30.983,30.983,4,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",0.9759,0.0241,Iron and Steel Forging,0.0,53
ddg,DDG-51,N0002418C2307,castings,2,2020-02-27,2020-06-19,2020-05-18,113,546,6,5.833,5.833,4,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",0.8962,0.1038,Iron and Steel Forging,0.0,599
ddg,DDG-51,N0002418C2307,castings,3,2020-12-01,2020-12-18,2020-12-09,17,205,2,5.9,5.9,2,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",0.9351,0.0649,Iron and Steel Forging,0.0,804
ddg,DDG-51,N0002418C2307,castings,4,2021-06-11,2021-06-16,2021-06-13,5,186,2,5.906,5.906,2,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",0.9953,0.0047,Iron and Steel Forging,0.0,990
ddg,DDG-51,N0002418C2307,castings,5,2021-09-24,2022-03-10,2021-12-17,167,187,3,0.471,0.471,2,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",0.6553,0.3447,Iron and Steel Forging,0.0,1177
ddg,DDG-51,N0002418C2307,castings,6,2022-06-17,2022-09-22,2022-08-07,97,233,6,2.717,2.717,4,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",0.8139,0.1861,Iron and Steel Forging,0.0,1410
ddg,DDG-51,N0002418C2307,castings,7,2023-02-28,2023-02-28,2023-02-28,0,205,1,0.13,0.13,1,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",1.0,0.0,Other Nonferrous Metal Foundries (except Die-Casting),0.0,1615
ddg,DDG-51,N0002418C2307,castings,8,2023-10-24,2023-10-24,2023-10-24,0,238,1,0.428,0.428,1,YN8EW4XM28Z1,"WASHINGTON CHAIN & SUPPLY, INC.",1.0,0.0,Iron and Steel Forging,0.0,1853
ddg,DDG-51,N0002418C2307,castings,9,2024-03-06,2024-03-06,2024-03-06,0,134,1,0.33,0.33,1,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,1.0,0.0,Iron and Steel Forging,0.0,1987
ddg,DDG-51,N0002418C2307,castings,10,2024-06-11,2025-11-26,2025-01-27,533,327,15,1.786,1.786,5,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,0.4539,0.5461,Steel Foundries (except Investment),0.0,2314
ddg,DDG-51,N0002418C2307,coatings,1,2019-09-05,2019-09-05,2019-09-05,0,,1,0.043,0.043,1,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,1.0,0.0,Synthetic Rubber Manufacturing,0.0,343
ddg,DDG-51,N0002418C2307,coatings,2,2020-03-03,2020-03-03,2020-03-03,0,180,1,0.043,0.043,1,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,1.0,0.0,Synthetic Rubber Manufacturing,0.0,523
ddg,DDG-51,N0002418C2307,coatings,3,2021-07-08,2022-04-08,2021-11-05,274,612,9,2.186,2.186,3,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,0.833,0.167,Painting and Wall Covering Contractors,0.0,1135
ddg,DDG-51,N0002418C2307,coatings,4,2022-08-09,2023-11-27,2023-05-22,475,563,24,5.366,5.366,4,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,0.7056,0.2944,Painting and Wall Covering Contractors,0.0,1698
ddg,DDG-51,N0002418C2307,coatings,5,2024-08-21,2024-08-21,2024-08-21,0,457,1,0.043,0.043,1,EGAVSJTA2D81,GOODRICH CORP,1.0,0.0,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.0,2155
ddg,DDG-51,N0002418C2307,coatings,6,2024-11-25,2024-11-25,2024-11-25,0,96,1,0.043,0.043,1,EGAVSJTA2D81,GOODRICH CORP,1.0,0.0,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.0,2251
ddg,DDG-51,N0002418C2307,coatings,7,2025-03-04,2025-03-05,2025-03-04,1,99,2,0.332,0.332,1,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,1.0,0.0,Painting and Wall Covering Contractors,0.0,2350
ddg,DDG-51,N0002418C2307,coatings,8,2025-08-05,2025-12-08,2025-10-04,125,214,14,2.294,2.294,3,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,0.5559,0.4441,Painting and Wall Covering Contractors,0.0,2564
ddg,DDG-51,N0002418C2307,electrical,1,2018-10-31,2019-02-28,2018-12-03,120,,51,37.396,37.396,6,W8PTMRME1496,LEONARDO SPA,0.4594,0.5406,Aircraft Manufacturing,0.0,67
ddg,DDG-51,N0002418C2307,electrical,2,2019-07-01,2019-08-29,2019-08-29,59,269,5,1.572,1.572,2,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,0.8795,0.1205,"Power, Distribution, and Specialty Transformer Manufacturing",0.0,336
ddg,DDG-51,N0002418C2307,electrical,3,2019-12-13,2026-03-06,2023-05-11,2275,1351,299,101.597,101.665,21,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,0.2024,0.7976,All Other Miscellaneous Electrical Equipment and Component Manufacturing,-0.067,1687
ddg,DDG-51,N0002418C2307,hvac,1,2018-11-21,2019-04-05,2019-02-01,135,,43,65.685,65.685,6,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.7415,0.2585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,127
ddg,DDG-51,N0002418C2307,hvac,2,2019-07-10,2019-12-16,2019-11-05,159,277,9,35.944,35.944,3,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.9932,0.0068,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,404
ddg,DDG-51,N0002418C2307,hvac,3,2020-04-15,2020-06-19,2020-05-16,65,193,16,10.137,10.137,4,W8PTMRME1496,LEONARDO SPA,0.8133,0.1867,Aircraft Manufacturing,0.0,597
ddg,DDG-51,N0002418C2307,hvac,4,2020-12-08,2021-03-09,2021-02-17,91,277,9,3.58,3.58,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,874
ddg,DDG-51,N0002418C2307,hvac,5,2021-06-15,2023-11-20,2023-02-09,888,722,62,52.942,52.942,10,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.4217,0.5783,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,1596
ddg,DDG-51,N0002418C2307,hvac,6,2024-03-01,2025-06-30,2024-08-01,486,539,29,6.274,6.274,3,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",0.8329,0.1671,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,2135
ddg,DDG-51,N0002418C2307,hvac,7,2025-10-21,2025-12-03,2025-10-22,43,447,3,0.41,0.41,2,W8PTMRME1496,LEONARDO SPA,0.5071,0.4929,Aircraft Manufacturing,0.0,2582
ddg,DDG-51,N0002418C2307,hvac,8,2026-03-06,2026-03-06,2026-03-06,0,135,1,0.14,0.14,1,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,1.0,0.0,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,2717
ddg,DDG-51,N0002418C2307,machining,1,2018-10-08,2018-12-21,2018-11-27,74,,21,129.626,129.626,4,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.9282,0.0718,Ship Building and Repairing,0.0,61
ddg,DDG-51,N0002418C2307,machining,2,2020-05-12,2020-06-15,2020-05-20,34,540,6,84.93,84.93,2,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.9893,0.0107,,0.0,601
ddg,DDG-51,N0002418C2307,machining,3,2020-12-01,2020-12-15,2020-12-04,14,198,3,2.684,2.684,3,PM2FDF7CCNC2,"MARISCO, LTD.",0.5069,0.4931,Ship Building and Repairing,0.0,799
ddg,DDG-51,N0002418C2307,machining,4,2021-04-01,2021-09-27,2021-07-06,179,214,9,16.927,16.927,3,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.5718,0.4282,Ship Building and Repairing,0.0,1013
ddg,DDG-51,N0002418C2307,machining,5,2022-04-29,2024-03-01,2023-03-21,672,623,41,61.195,61.195,7,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,0.9066,0.0934,Aircraft Engine and Engine Parts Manufacturing,0.0,1636
ddg,DDG-51,N0002418C2307,machining,6,2024-07-02,2026-02-02,2025-05-08,580,779,31,16.89,16.89,8,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,0.6199,0.3801,Aircraft Engine and Engine Parts Manufacturing,0.0,2415
ddg,DDG-51,N0002418C2307,piping,1,2018-10-31,2023-12-22,2021-07-09,1878,,533,143.872,143.872,47,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",0.1008,0.8992,Industrial Valve Manufacturing,0.0,1016
ddg,DDG-51,N0002418C2307,piping,2,2024-04-17,2026-03-03,2024-12-13,685,1253,188,36.277,36.277,32,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",0.1972,0.8028,Electrical Contractors and Other Wiring Installation Contractors,0.0,2269
ddg,DDG-51,N0002418C2307,structural,1,2018-11-21,2019-06-03,2018-11-30,194,,50,16.442,16.442,10,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",0.4291,0.5709,Ship Building and Repairing,0.0,64
ddg,DDG-51,N0002418C2307,structural,2,2019-09-20,2019-12-19,2019-11-22,90,357,19,5.038,5.038,8,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",0.3999,0.6001,Ship Building and Repairing,0.0,421
ddg,DDG-51,N0002418C2307,structural,3,2020-04-08,2026-03-06,2023-10-19,2158,1427,318,135.862,143.538,33,QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,0.2325,0.7675,Ship Building and Repairing,-7.676,1848
ddg,DDG-51,N0002418C2307,unbucketed,1,2018-10-25,2026-03-06,2023-05-23,2689,,507,74.932,74.971,130,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,0.13,0.87,Industrial Machinery and Equipment Merchant Wholesalers,-0.039,1699
ddg,DDG-51,N0002419C2322,coatings,1,2022-09-27,2022-11-14,2022-11-01,48,,3,0.982,0.982,1,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",1.0,0.0,Rubber Product Manufacturing for Mechanical Use,0.0,1406
ddg,DDG-51,N0002419C2322,electrical,1,2021-01-11,2021-01-11,2021-01-11,0,,1,0.256,0.256,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,747
ddg,DDG-51,N0002419C2322,electrical,2,2021-12-06,2021-12-06,2021-12-06,0,329,1,0.25,0.25,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,1076
ddg,DDG-51,N0002419C2322,electrical,3,2022-11-15,2023-02-08,2023-02-08,85,429,3,3.845,3.845,2,P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",0.6991,0.3009,Relay and Industrial Control Manufacturing,0.0,1505
ddg,DDG-51,N0002419C2322,electrical,4,2023-07-10,2023-10-26,2023-09-22,108,226,9,2.868,2.868,4,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,0.7967,0.2033,Switchgear and Switchboard Apparatus Manufacturing,0.0,1731
ddg,DDG-51,N0002419C2322,electrical,5,2024-03-29,2024-03-29,2024-03-29,0,189,2,0.488,0.488,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,1920
ddg,DDG-51,N0002419C2322,hvac,1,2022-12-20,2022-12-20,2022-12-20,0,,1,0.254,0.254,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,1455
ddg,DDG-51,N0002419C2322,hvac,2,2023-08-30,2023-11-28,2023-11-15,90,330,3,0.353,0.353,3,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",0.6098,0.3902,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,1785
ddg,DDG-51,N0002419C2322,machining,1,2022-03-09,2022-03-09,2022-03-09,0,,1,0.258,0.258,1,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,1.0,0.0,,0.0,1169
ddg,DDG-51,N0002419C2322,machining,2,2023-06-05,2023-06-05,2023-06-05,0,453,1,0.072,0.072,1,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,1.0,0.0,,0.0,1622
ddg,DDG-51,N0002419C2322,piping,1,2021-03-18,2021-03-18,2021-03-18,0,,1,0.054,0.054,1,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",1.0,0.0,Industrial Valve Manufacturing,0.0,813
ddg,DDG-51,N0002419C2322,piping,2,2021-12-08,2021-12-08,2021-12-08,0,265,1,0.12,0.12,1,Q35JL9GFCAK3,MAROTTA CONTROLS INC,1.0,0.0,Fluid Power Valve and Hose Fitting Manufacturing,0.0,1078
ddg,DDG-51,N0002419C2322,piping,3,2022-07-28,2022-09-09,2022-08-31,43,266,5,1.639,1.639,3,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,0.5013,0.4987,Industrial Valve Manufacturing,0.0,1344
ddg,DDG-51,N0002419C2322,piping,4,2022-12-12,2023-02-01,2022-12-20,51,111,6,1.829,1.829,4,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",0.4327,0.5673,Industrial Valve Manufacturing,0.0,1455
ddg,DDG-51,N0002419C2322,piping,5,2023-06-22,2023-08-25,2023-07-06,64,198,7,0.485,0.485,4,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",0.555,0.445,Industrial Valve Manufacturing,0.0,1653
ddg,DDG-51,N0002419C2322,structural,1,2021-01-08,2021-03-18,2021-01-15,69,,7,3.368,3.368,2,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",0.5441,0.4559,Ship Building and Repairing,0.0,751
ddg,DDG-51,N0002419C2322,structural,2,2022-02-25,2022-03-09,2022-03-03,12,412,2,0.354,0.354,2,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,0.5248,0.4752,Ship Building and Repairing,0.0,1163
ddg,DDG-51,N0002419C2322,structural,3,2022-09-20,2022-09-20,2022-09-20,0,201,1,0.337,0.337,1,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,1.0,0.0,Ship Building and Repairing,0.0,1364
ddg,DDG-51,N0002419C2322,structural,4,2023-02-21,2023-04-26,2023-02-24,64,157,6,0.641,0.641,1,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,1.0,0.0,Ship Building and Repairing,0.0,1521
ddg,DDG-51,N0002419C2322,structural,5,2023-08-02,2023-08-02,2023-08-02,0,159,1,0.482,0.482,1,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",1.0,0.0,Ship Building and Repairing,0.0,1680
ddg,DDG-51,N0002419C2322,unbucketed,1,2021-01-11,2021-03-23,2021-02-13,71,,4,0.576,0.576,3,L14LNGXH8M26,CURTIS WRIGHT BUILDERS LLC,0.6021,0.3979,,0.0,780
ddg,DDG-51,N0002419C2322,unbucketed,2,2021-10-04,2023-12-06,2022-12-07,793,662,32,2.988,2.988,22,DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",0.2072,0.7928,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.0,1442
ddg,DDG-51,N0002419C4452,electrical,1,2020-08-04,2020-08-04,2020-08-04,0,,1,0.05,0.05,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,544
ddg,DDG-51,N0002419C4452,electrical,2,2021-01-11,2021-01-11,2021-01-11,0,160,1,0.062,0.062,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,704
ddg,DDG-51,N0002419C4452,electrical,3,2022-05-23,2022-05-23,2022-05-23,0,497,1,0.324,0.324,1,SKKACASET588,DYNALEC CORPORATION,1.0,0.0,Other Communications Equipment Manufacturing,0.0,1201
ddg,DDG-51,N0002419C4452,electrical,4,2022-11-23,2022-11-23,2022-11-23,0,184,1,0.1,0.1,1,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,1.0,0.0,Switchgear and Switchboard Apparatus Manufacturing,0.0,1385
ddg,DDG-51,N0002419C4452,electrical,5,2023-04-19,2024-05-14,2024-02-12,391,446,20,2.268,2.268,9,T5CFQAL52L76,KATO ENGINEERING INC.,0.5699,0.4301,Motor and Generator Manufacturing,0.0,1831
ddg,DDG-51,N0002419C4452,hvac,1,2021-10-05,2021-10-05,2021-10-05,0,,1,0.031,0.031,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,971
ddg,DDG-51,N0002419C4452,hvac,2,2022-10-28,2022-10-28,2022-10-28,0,388,1,1.25,1.25,1,L232ZUA5KLW3,HOWDEN AMERICAN FAN COMPANY,1.0,0.0,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,1359
ddg,DDG-51,N0002419C4452,hvac,3,2023-06-01,2024-06-05,2023-12-15,370,413,13,1.792,1.792,3,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,0.821,0.179,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,1772
ddg,DDG-51,N0002419C4452,machining,1,2022-02-17,2022-02-17,2022-02-17,0,,1,0.244,0.244,1,N3K7U4MKPSE4,"J & R TOOL, INC",1.0,0.0,Machine Shops,0.0,1106
ddg,DDG-51,N0002419C4452,machining,2,2024-10-08,2024-10-21,2024-10-15,13,971,2,0.12,0.12,1,FWF8QBPCGLG3,GENERAL TOOL COMPANY,1.0,0.0,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.0,2077
ddg,DDG-51,N0002419C4452,piping,1,2022-02-09,2022-03-25,2022-03-03,44,,2,0.234,0.234,2,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",0.7993,0.2007,Industrial Valve Manufacturing,0.0,1120
ddg,DDG-51,N0002419C4452,piping,2,2022-07-13,2022-12-29,2022-11-01,169,243,10,2.105,2.105,7,Q35JL9GFCAK3,MAROTTA CONTROLS INC,0.3464,0.6536,Fluid Power Valve and Hose Fitting Manufacturing,0.0,1363
ddg,DDG-51,N0002419C4452,piping,3,2023-06-26,2023-10-25,2023-08-15,121,287,5,2.233,2.233,5,V1MQFNQB56Z5,RIX INDUSTRIES,0.7467,0.2533,Air and Gas Compressor Manufacturing,0.0,1650
ddg,DDG-51,N0002419C4452,structural,1,2021-10-11,2021-11-08,2021-10-19,28,,6,2.722,2.722,3,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",0.9326,0.0674,Ship Building and Repairing,0.0,985
ddg,DDG-51,N0002419C4452,structural,2,2022-02-16,2022-02-16,2022-02-16,0,120,1,0.371,0.371,1,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",1.0,0.0,Ship Building and Repairing,0.0,1105
ddg,DDG-51,N0002419C4452,structural,3,2022-07-01,2022-11-23,2022-10-14,145,240,6,0.636,0.636,3,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",0.7329,0.2671,Ship Building and Repairing,0.0,1345
ddg,DDG-51,N0002419C4452,structural,4,2023-04-28,2023-11-17,2023-06-28,203,257,12,5.419,5.419,6,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",0.6193,0.3807,Ship Building and Repairing,0.0,1602
ddg,DDG-51,N0002419C4452,structural,5,2024-04-16,2024-07-24,2024-06-27,99,365,4,1.282,1.282,1,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",1.0,0.0,Ship Building and Repairing,0.0,1967
ddg,DDG-51,N0002419C4452,unbucketed,1,2021-11-02,2021-11-16,2021-11-09,14,,2,0.283,0.283,2,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",0.8612,0.1388,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.0,1006
ddg,DDG-51,N0002419C4452,unbucketed,2,2022-03-01,2022-04-05,2022-03-08,35,119,7,0.915,0.915,5,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,0.5647,0.4353,Industrial Machinery and Equipment Merchant Wholesalers,0.0,1125
ddg,DDG-51,N0002419C4452,unbucketed,3,2022-07-26,2022-12-02,2022-10-26,129,232,12,1.233,1.233,9,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,0.4931,0.5069,Other Electronic Component Manufacturing,0.0,1357
ddg,DDG-51,N0002419C4452,unbucketed,4,2023-04-19,2023-12-21,2023-08-10,246,288,7,0.628,0.628,6,Y7HRJMWG5HN9,UNITED REFRIGERATION INC,0.3832,0.6168,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.0,1645
ddg,DDG-51,N0002419C4452,unbucketed,5,2024-04-29,2024-04-29,2024-04-29,0,263,1,0.057,0.057,1,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",1.0,0.0,All Other Miscellaneous Manufacturing,0.0,1908
ddg,DDG-51,N0002419C4452,unbucketed,6,2025-05-07,2025-05-07,2025-05-07,0,373,1,0.343,0.343,1,VWX3JEES4FF7,TRIMAN INDUSTRIES INC,1.0,0.0,Hardware Merchant Wholesalers,0.0,2281
ddg,DDG-51,N0002423C2307,castings,1,2023-11-01,2023-11-01,2023-11-01,0,,2,14.221,14.221,1,SNP5XVVL5896,ELLWOOD NATIONAL FORGE COMPANY,1.0,0.0,,0.0,92
ddg,DDG-51,N0002423C2307,castings,2,2024-07-30,2024-09-18,2024-08-24,50,297,2,14.485,14.485,1,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,1.0,0.0,Iron and Steel Forging,0.0,389
ddg,DDG-51,N0002423C2307,castings,3,2025-05-06,2025-05-06,2025-05-06,0,255,1,0.815,0.815,1,FLQJXSFMNQP6,LISTER CHAIN & FORGE INC,1.0,0.0,Iron and Steel Forging,0.0,644
ddg,DDG-51,N0002423C2307,castings,4,2025-08-11,2025-10-16,2025-08-27,66,113,4,14.268,14.268,2,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,0.979,0.021,Iron and Steel Forging,0.0,757
ddg,DDG-51,N0002423C2307,electrical,1,2023-11-30,2024-12-20,2024-08-30,386,,70,154.265,154.265,10,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",0.258,0.742,Switchgear and Switchboard Apparatus Manufacturing,0.0,395
ddg,DDG-51,N0002423C2307,electrical,2,2025-04-01,2025-04-01,2025-04-01,0,214,7,1.161,1.161,1,SKKACASET588,DYNALEC CORPORATION,1.0,0.0,Other Communications Equipment Manufacturing,0.0,609
