tier,pre_award,type,posted,deadline,title,agency_path,naics,psc,set_aside,solicitation_number,notice_id,ui_link,matched_queries
VESSEL,yes,Sources Sought,2026-02-03,2026-02-17,Commercial Industrial Services (CIS) Preservation (Interior and Exterior Surfaces) Services Follow-on MAC-IDIQ,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.SOUTHWEST REGIONAL MAINT CENTER,336611,J999,SBA,N5523626R0008,e99083c6a24b47f18f24408f21f527d4,https://sam.gov/workspace/contract/opp/e99083c6a24b47f18f24408f21f527d4/view,naics_336611
VESSEL,yes,Solicitation,2026-02-02,2026-02-18,N0016726R0002,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC CARDEROCK,336611,2010,,N0016726R0002,1a4e329de4c84504ae3613f52dae0201,https://sam.gov/workspace/contract/opp/1a4e329de4c84504ae3613f52dae0201/view,naics_336611
VESSEL,yes,Sources Sought,2026-02-12,2026-02-19,DRYDOCKING AND REPAIR OF SURVEY VESSEL DAMRELL,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,336611,J019,,W9127826QA006,52afdd4efd674a0f8f5e33298c62a01d,https://sam.gov/workspace/contract/opp/52afdd4efd674a0f8f5e33298c62a01d/view,naics_336611;title_vessel
VESSEL,yes,Solicitation,2026-01-28,2026-02-20,USNS POINT LOMA (T-EPF 15) POST-SHAKEDOWN AVAILABILITY ,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,,N3220526R0020,599b88d89d954de2998c26a6b2ea1bd4,https://sam.gov/workspace/contract/opp/599b88d89d954de2998c26a6b2ea1bd4/view,naics_336611
VESSEL,yes,Solicitation,2026-02-24,2026-02-25,N6449826Q5054,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5054,32e704e53e6a4451a9e2c1dbc0977e47,https://sam.gov/workspace/contract/opp/32e704e53e6a4451a9e2c1dbc0977e47/view,naics_336611
VESSEL,yes,Solicitation,2026-03-09,2026-03-09,SMALL BUSINESS BIG BLUE ONLY N6449826Q5060,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,SBA,N6449826Q5060,4349b2104c584ac8b0f519e78d0a7f18,https://sam.gov/workspace/contract/opp/4349b2104c584ac8b0f519e78d0a7f18/view,naics_336611
VESSEL,yes,Solicitation,2026-03-16,2026-03-16,Solicitation Notice is for the USNS WILLIAM MCLEAN FY26 ROH/DD,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R0019,e3aa3444224f4b4e9ac4f1a3684f3008,https://sam.gov/workspace/contract/opp/e3aa3444224f4b4e9ac4f1a3684f3008/view,naics_336611
VESSEL,yes,Solicitation,2026-03-11,2026-03-17,USNS HENRY J. KAISER FY 27 ROH/DD,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220526R6024,d44df546a6dd41a6bd5063d9a70892c4,https://sam.gov/workspace/contract/opp/d44df546a6dd41a6bd5063d9a70892c4/view,naics_336611
VESSEL,yes,Solicitation,2026-03-11,2026-03-19,Shipyard Overhaul of the S/V RECONNAISSANCE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,J020,SBA,W912BU26QA010,b6788a7273af4a32b98b6c43896b18e9,https://sam.gov/workspace/contract/opp/b6788a7273af4a32b98b6c43896b18e9/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-03-16,2026-03-20,Dry-dock (DD): USCGC ALEX HALEY FY26 Repair,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,J999,SBA,70Z08526QLREP0012,d244db2b7aae4c5386b8146ea5eeb2fa,https://sam.gov/workspace/contract/opp/d244db2b7aae4c5386b8146ea5eeb2fa/view,naics_336611
VESSEL,yes,Solicitation,2026-02-19,2026-03-23,Repair and Modernization IDIQ YC-UF-UFDD,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PUGET SOUND NAVAL SHIPYARD IMF,336611,J019,SBA,N4523A26R0003,4604a5bb19064ddc96471af397c2ceb4,https://sam.gov/workspace/contract/opp/4604a5bb19064ddc96471af397c2ceb4/view,naics_336611
VESSEL,yes,Special Notice,2026-03-26,2026-03-27,Touch Labor Support Services for Ultra High Pressure Operators,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PORTSMOUTH NAVAL SHIPYARD GF,336611,J998,SBA,N3904026UHPNOTICE,0d9cfb2c5ba54bc2ae542b25241e4c1f,https://sam.gov/workspace/contract/opp/0d9cfb2c5ba54bc2ae542b25241e4c1f/view,naics_336611
VESSEL,yes,Solicitation,2026-03-12,2026-03-30,BIG BLUE 3 MAC - N6449826Q5063,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5063,9d97f19803564c37b84e73a50f14d3f4,https://sam.gov/workspace/contract/opp/9d97f19803564c37b84e73a50f14d3f4/view,naics_336611
VESSEL,yes,Solicitation,2026-03-27,2026-03-30,Dockside (DS): USCGC MIDGETT FY26 Repair,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,J999,SBA,70Z08526QLREP0011,f8aa12e7b9d1433a85f7a52c567baee8,https://sam.gov/workspace/contract/opp/f8aa12e7b9d1433a85f7a52c567baee8/view,naics_336611
VESSEL,yes,Solicitation,2026-03-25,2026-04-01,Recertification of Dredge McFARLAND Rescue Boat,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,J019,SBA,W912BU26QA021,d177ca3b10a94d99a028de44375c4bdc,https://sam.gov/workspace/contract/opp/d177ca3b10a94d99a028de44375c4bdc/view,naics_336611;title_boat
VESSEL,yes,Solicitation,2026-03-09,2026-04-09,Item 27- D40 Equipment Services MAC- SPDS,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5076,04d8ae8aa6774d1b89432bf82710f3ea,https://sam.gov/workspace/contract/opp/04d8ae8aa6774d1b89432bf82710f3ea/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-03,2026-04-10,Technical Representative for Geislinger Couplings,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.MID ATLANTIC REG MAINT CTR,336611,L020,SBA,N5005426Q0113,20861c84b93f418eaa98abbf1fbb761c,https://sam.gov/workspace/contract/opp/20861c84b93f418eaa98abbf1fbb761c/view,naics_336611
VESSEL,yes,Sources Sought,2026-04-08,2026-04-14,USNS OSCAR V. PETERSON (T-AO 206) FY 27 MTA SOURCES SOUGHT NOTICE,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,,N3220526R6075,8c24dcc4127d41b89084207b93799d16,https://sam.gov/workspace/contract/opp/8c24dcc4127d41b89084207b93799d16/view,naics_336611
VESSEL,yes,Solicitation,2026-04-08,2026-04-17,LPD 30-31 FOA PSA,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,,N0002426R2420,819424119ec049659a678f30d0c4d1d1,https://sam.gov/workspace/contract/opp/819424119ec049659a678f30d0c4d1d1/view,naics_336611;psc_1905
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-08,2026-04-20,Dockside (DS): USCGC KIMBALL FY26 Repair,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,J999,SBA,70Z08526QLREP0013,c5ec2487d605447290d158b837f522b8,https://sam.gov/workspace/contract/opp/c5ec2487d605447290d158b837f522b8/view,naics_336611
VESSEL,yes,Solicitation,2026-03-26,2026-04-22,SOLICITATION FOR Big Blue 3 MAC (N6449821D0013 - N6449821D0023) PROPULSION AND AUXILLIARY CONTROL SYSTEM (PACS) and BALLAST AND DAMAGE CONTROL SYSTEMS (BCS/DCS) INSTALLATION UPGRADE.,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5075,8ff0c6b8c3464b039a381aeb330208ef,https://sam.gov/workspace/contract/opp/8ff0c6b8c3464b039a381aeb330208ef/view,naics_336611
VESSEL,yes,Presolicitation,2026-04-06,2026-04-22,"MODULE ASSEMBLY,JET",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,1720,SBA,SPE7M126R0003,bc9396d0f7674e8fad6c4cb191313582,https://sam.gov/workspace/contract/opp/bc9396d0f7674e8fad6c4cb191313582/view,naics_336611
VESSEL,yes,Solicitation,2026-04-15,2026-04-22,Big Blue 3 MAC (N6449821D0013 - N6449821D0023) SALINITY MONITORING SYSTEMS INSTALLATION UPGRADE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5078,8e3b7fda4d914925943647009504287a,https://sam.gov/workspace/contract/opp/8e3b7fda4d914925943647009504287a/view,naics_336611
VESSEL,yes,Solicitation,2026-04-16,2026-04-23,USNS JOSHUA HUMPHREYS (T-AO 188) FY27 ROH/DD,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R0022,b3b52ff0cea1435f9060c8d422508b2a,https://sam.gov/workspace/contract/opp/b3b52ff0cea1435f9060c8d422508b2a/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-16,2026-04-23,Valve Plug and Seat Ring,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.MID ATLANTIC REG MAINT CTR,336611,2040,SBA,N5005426Q0120,2c70d54e65e64ed6bffd069bda0897d8,https://sam.gov/workspace/contract/opp/2c70d54e65e64ed6bffd069bda0897d8/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-13,2026-04-24,Boat liner,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE SPECIAL OPERATIONS COMMAND.FA4417 1 SOCONS,336612,2040,SBA,FA441726Q0072,314c418fefc347acb8a424d02ef30cfb,https://sam.gov/workspace/contract/opp/314c418fefc347acb8a424d02ef30cfb/view,naics_336612;title_boat
VESSEL,yes,Solicitation,2026-04-14,2026-04-24,USNS ALAN SHEPARD FY26 MTA,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220526R0025,57a90d58ce78440e812ba1fe27ab4d0c,https://sam.gov/workspace/contract/opp/57a90d58ce78440e812ba1fe27ab4d0c/view,naics_336611
VESSEL,yes,Solicitation,2026-04-17,2026-04-24,DRYDOCKING AND REPAIR OF SURVEY VESSEL DAMRELL,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,336611,J019,,W9127826QA006,97ca659e60aa4e3e963892a5e8a0b39c,https://sam.gov/workspace/contract/opp/97ca659e60aa4e3e963892a5e8a0b39c/view,naics_336611;title_vessel
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-07,2026-04-30,Spindel Cartridge USNS ARTIC (T-AOE 8),DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,2090,,N3220526Q7107,9dc3c95222fc454e92923279f4a7cf1c,https://sam.gov/workspace/contract/opp/9dc3c95222fc454e92923279f4a7cf1c/view,naics_336611
VESSEL,yes,Solicitation,2026-04-21,2026-04-30,USNS ROBERT F KENNEDY MTA FY27,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6051,6dff6e4a52564f1599a3d9d2b2dec73e,https://sam.gov/workspace/contract/opp/6dff6e4a52564f1599a3d9d2b2dec73e/view,naics_336611
VESSEL,yes,Solicitation,2026-04-28,2026-04-30,Big Blue 3 MAC (N6449821D0013 - N6449821D0023) Requirement installing Mixed-Oxidant Electrolytic Disinfectant Generator (MEDG),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5088,4405cd01899f44b0a0fb1e33d116c2a7,https://sam.gov/workspace/contract/opp/4405cd01899f44b0a0fb1e33d116c2a7/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-17,2026-05-04,Medium Landing Ship (LSM) Vessel Construction Manager (VCM) Solicitation # N00024-26-R-2421,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,,N0002426R2421,ae37fea4364c4db6890d9246f88b4c94,https://sam.gov/workspace/contract/opp/ae37fea4364c4db6890d9246f88b4c94/view,naics_336611;psc_1905;title_vessel
VESSEL,yes,Solicitation,2026-04-30,2026-05-11,LHD Midlife Ship Alt 95213K (SCD 25213)- Big Blue 3 Small Business MAC Holders,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,SBA,N6449826Q5083,069ca20043184358915b9e7c0b943c28,https://sam.gov/workspace/contract/opp/069ca20043184358915b9e7c0b943c28/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-11,2026-05-11,USS SHIP FY27 MID-TERM AVAILABILITY,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC SIGONELLA.NAVSUP FLC SIGONELLA NAPLES OFFICE,336611,J998,NONE,N6817126RN006,00d143b09ea141488557a494a0f96694,https://sam.gov/workspace/contract/opp/00d143b09ea141488557a494a0f96694/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-29,2026-05-14,"20--BEARING,STERN TUBE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND COLUMBUS.DLA LAND AND MARITIME,336612,20,,SPE7L126Q1016,53364ea01bd34e19a641a8d033de46f3,https://sam.gov/workspace/contract/opp/53364ea01bd34e19a641a8d033de46f3/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-03,2026-05-14,"30--BELT,FLAT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,30,SBA,SPE7M426T052Z,30f8c054fc0d4932b9f7afc10415a78e,https://sam.gov/workspace/contract/opp/30f8c054fc0d4932b9f7afc10415a78e/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-04,2026-05-15,20--DISC,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336612,20,SBA,SPE7M426T055E,90168e31c6104c46b9a2dba21c8be181,https://sam.gov/workspace/contract/opp/90168e31c6104c46b9a2dba21c8be181/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-04,2026-05-15,"20--COVER,LIGHT,MARINE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND COLUMBUS.DLA LAND AND MARITIME,336612,20,SBA,SPE7L126T478H,55bdcdb3962c4e529a753453d562d862,https://sam.gov/workspace/contract/opp/55bdcdb3962c4e529a753453d562d862/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-04,2026-05-15,"20--DOOR,METAL,MARINE S",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336612,20,SBA,SPE7M026T7738,45077e7031364a4f9cc45a9c51a89c78,https://sam.gov/workspace/contract/opp/45077e7031364a4f9cc45a9c51a89c78/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-07,2026-05-15,"63--TRANSMITTER,ENGINE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,336611,63,SBA,SPE4A626T47Z0,80a3ec2384344597914f2891714261a8,https://sam.gov/workspace/contract/opp/80a3ec2384344597914f2891714261a8/view,naics_336611
VESSEL,yes,Sources Sought,2026-05-04,2026-05-18,USS MAKIN ISLAND (LHD 8) FY28 DSRA Sources Sought,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,NONE,N00024-26-R-4421,626d52e72ab4409bb8b30fc640b2df39,https://sam.gov/workspace/contract/opp/626d52e72ab4409bb8b30fc640b2df39/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-05,2026-05-18,59--PLUG ASSEMBLY,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,59,,SPE7M526T117E,0c26ff0542d14a5a9bb5e88bb744645a,https://sam.gov/workspace/contract/opp/0c26ff0542d14a5a9bb5e88bb744645a/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-07,2026-05-18,"48--DISK,VALVE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,48,,SPE7MC26T9775,5d3ea178bf8c496e8ebe8bcb2bcb47c2,https://sam.gov/workspace/contract/opp/5d3ea178bf8c496e8ebe8bcb2bcb47c2/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-12,2026-05-18,Marine Vessel Electronics Upgrade - Blue Force Tracking System,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336611,N020,SBA,W911S226U3216,0e85a8432ce24376bbb3193d0f3af04d,https://sam.gov/workspace/contract/opp/0e85a8432ce24376bbb3193d0f3af04d/view,naics_336611;title_vessel
VESSEL,yes,Solicitation,2026-05-15,2026-05-19,USS BOXER (LHD 4) FY27 Selected Restricted Availability (SRA) Request for Proposal (RFP),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426R4428,e036b17827c64769ba0e9e87fe34c27f,https://sam.gov/workspace/contract/opp/e036b17827c64769ba0e9e87fe34c27f/view,naics_336611
VESSEL,yes,Solicitation,2026-05-08,2026-05-20,USNS MERCY (T-AH 19) FY27 Mid-Term Availability,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220526R6004,b5433e39284a4036abafaf6c411e2e79,https://sam.gov/workspace/contract/opp/b5433e39284a4036abafaf6c411e2e79/view,naics_336611
VESSEL,yes,Solicitation,2026-05-13,2026-05-21,LHA 8 Fitting Out Availability (FOA) / Post Shakedown Availability (PSA),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,,N0002426R2419,0bf9996224764313af2acb3cfc3c2a7c,https://sam.gov/workspace/contract/opp/0bf9996224764313af2acb3cfc3c2a7c/view,naics_336611;psc_1905
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-14,2026-05-21,Main Condenser and Air Injector Parts,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.MID ATLANTIC REG MAINT CTR,336611,2010,SBA,N5005426Q0130,ad6e183f54984e60a517de4716b64688,https://sam.gov/workspace/contract/opp/ad6e183f54984e60a517de4716b64688/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-11,2026-05-22,"69--MODIFICATION KIT,TR",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CONSTRUCTION & EQUIPMENT.DLA TROOP SUPPORT,336611,69,,SPE8E926T2498,9fbae8477e854979848470544503edb7,https://sam.gov/workspace/contract/opp/9fbae8477e854979848470544503edb7/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-11,2026-05-22,"20--ACCUMULATOR,PNEUMAT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,20,,SPE7M526T162L,4d078649d312408496d625add3b485d0,https://sam.gov/workspace/contract/opp/4d078649d312408496d625add3b485d0/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-11,2026-05-22,"48--VALVE,BUTTERFLY",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,48,,SPE7MC26T001Z,0a3880ef75cd472e9dad78dfbd0f5ebf,https://sam.gov/workspace/contract/opp/0a3880ef75cd472e9dad78dfbd0f5ebf/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-11,2026-05-22,"20--SEAL ASSEMBLY,SHAFT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336612,20,,SPE7M426T099P,39745d74f93341bda1fd882de38a60c1,https://sam.gov/workspace/contract/opp/39745d74f93341bda1fd882de38a60c1/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-14,2026-05-22,"63--INDICATOR,ENGINE OR",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,336611,63,,SPE4A626T57A5,5962381af08b4eceb8c32cd1c1c22c9b,https://sam.gov/workspace/contract/opp/5962381af08b4eceb8c32cd1c1c22c9b/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-04-29,2026-05-26,3066 NAO Derrickboat Elizabeth Replacement,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,1935,SBA,W912BU26BA015,922b63f180194ce097b1bcf6af586f63,https://sam.gov/workspace/contract/opp/922b63f180194ce097b1bcf6af586f63/view,naics_336611;title_boat
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-13,2026-05-26,"69--MODIFICATION KIT,TR",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CONSTRUCTION & EQUIPMENT.DLA TROOP SUPPORT,336611,69,SDVOSBC,SPE8E926T2559,b3eac1ec6ff84172936be6a1472640bc,https://sam.gov/workspace/contract/opp/b3eac1ec6ff84172936be6a1472640bc/view,naics_336611
VESSEL,yes,Solicitation,2026-05-19,2026-05-26,Cyber MAC,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5129,2daa02dc57d64e9b8a74856b67aaddec,https://sam.gov/workspace/contract/opp/2daa02dc57d64e9b8a74856b67aaddec/view,naics_336611
VESSEL,yes,Solicitation,2026-04-28,2026-05-27,USNS GRASP FY27 Regular Overhaul and Drydocking,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,SBA,N3220526R6039,36b976460c3f408a97f12b8ecd7fcece,https://sam.gov/workspace/contract/opp/36b976460c3f408a97f12b8ecd7fcece/view,naics_336611
VESSEL,yes,Sources Sought,2026-05-20,2026-05-27,Main Feed Pump Parts,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.MID ATLANTIC REG MAINT CTR,336611,2825,,N5005426Q0133,92a64ba2261344d2babe6852c56f01af,https://sam.gov/workspace/contract/opp/92a64ba2261344d2babe6852c56f01af/view,naics_336611
VESSEL,yes,Special Notice,2026-05-13,2026-05-28,Essayons CPP Hub Blind Bolt Modification,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST PORTLAND.W071 ENDIST PORTLAND,336611,J999,SBA,W9127N26Q1BQO,31e1a264c0ca4ba884aa22b7f6639a1b,https://sam.gov/workspace/contract/opp/31e1a264c0ca4ba884aa22b7f6639a1b/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-17,2026-05-28,"20--COVER,LIGHT,MARINE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND COLUMBUS.DLA LAND AND MARITIME,336612,20,,SPE7L126T567E,f63cc43c662b4eb6ae8656b9d39aff2d,https://sam.gov/workspace/contract/opp/f63cc43c662b4eb6ae8656b9d39aff2d/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-17,2026-05-28,"20--HINGE ASSEMBLY,MARI",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336612,20,SBA,SPE7M426T116F,2de64bb95db742e2ae845ca7509ef0fe,https://sam.gov/workspace/contract/opp/2de64bb95db742e2ae845ca7509ef0fe/view,naics_336612
VESSEL,yes,Solicitation,2026-05-18,2026-05-28,Alteration and Installation Support Services for SE and ALRE at Shipboard and Shore Site Locations,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR NAWC AD.NAVAIR WARFARE CTR AIRCRAFT DIV,336611,N066,SBA,N6833526R1010,edfbf00b2ac24ee88ebbc9456ed5b6ff,https://sam.gov/workspace/contract/opp/edfbf00b2ac24ee88ebbc9456ed5b6ff/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-22,2026-05-28,Propeller Cap Services,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,J030,,N6449826Q5157,b86d1a6ec361446a88c1c05be5d48ea0,https://sam.gov/workspace/contract/opp/b86d1a6ec361446a88c1c05be5d48ea0/view,naics_336611
VESSEL,yes,Special Notice,2026-05-28,2026-05-28,USS SAVANNAH FY26 DSRA RCC 4N,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.REGIONAL MAINTENANCE CENTER.SOUTHWEST REGIONAL MAINT CENTER,336611,,,,d20ebc5e518244fd98da95104138ebcc,https://sam.gov/workspace/contract/opp/d20ebc5e518244fd98da95104138ebcc/view,naics_336611
