Subawardee UEI,Subawardee NAICS-6 (Primary),Subawardee NAICS-6 Description,Parent UEI,Parent Vendor Name,Subawardee Vendor Name,Predominant Place of Performance (by records),Subaward $M,Published Subaward Records,First Subaward,Last Subaward,Capability Domain Archetype (D),Capability Domain Archetype Basis,Primary Output Archetype (P),Primary Output Archetype Basis,Role / Description,Source URLs
PCELDZMEAL25,326199,All Other Plastics Product Manufacturing,,,"MICROPORE, INC.",Domestic,0.274035,2,2016-04-25,2016-10-11,,,,,,
DKLBZLX4D674,236210,Industrial Building Construction,,,"L&C PROTEC, INC.",Domestic,0.273,1,2023-02-07,2023-02-07,,,,,,
LWF3CB1HFZF3,423840,Industrial Supplies Merchant Wholesalers,,I S C O CORPORATION,I S C O CORPORATION,Domestic,0.270124,7,2021-11-29,2024-08-20,,,,,,
FNBNKXCC3QD8,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,Investment AB Latour,SUPERBOLT INC.,Domestic,0.268446,4,2017-04-13,2020-01-10,,,,,,
G58FFJ6F2CA7,336611,Ship Building and Repairing,,"NOVARIA HOLDINGS, LLC",GK MECHANICAL SYSTEMS LLC,Domestic,0.266016,3,2016-05-24,2025-04-23,,,,,,
E844ZKYNKDX4,541330,Engineering Services,,E. I. DU PONT DE NEMOURS AND COMPANY,"MECS, INC.",Domestic,0.262435,4,2016-04-04,2019-10-04,,,,,,
U8SAS3VH6J38,238990,All Other Specialty Trade Contractors,,,AK INDUSTRIAL SERVICES LLC,Domestic,0.261794,6,2018-03-05,2021-12-08,,,,,,
CAAPQGM9QL17,,n/a (no SAM record),,SOUTH BAY CABLE CORP.,SOUTH BAY CABLE CORP.,Domestic,0.261,2,2017-09-25,2017-09-25,,,,,,
HFK9V1G2B513,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,"MOTOROLA SOLUTIONS, INC.","MOTOROLA SOLUTIONS, INC.",Domestic,0.252053,2,2019-05-21,2022-03-29,,,,,,
HTR5K76FMH84,331529,Other Nonferrous Metal Foundries (except Die-Casting),,,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",Domestic,0.25049,4,2022-05-20,2025-08-08,,,,,,
LPWJLN5JQPW4,,"n/a (SAM record, no NAICS)",,,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,Foreign,0.25,1,2023-09-27,2023-09-27,,,,,,
GJEUJECUQNN6,,n/a (no SAM record),,"L3 TECHNOLOGIES, INC.",L-3 CHESAPEAKE SCIENCES CORPORATION,Domestic,0.241346,1,2018-04-10,2018-04-10,,,,,,
WDZDHBA8ZJX8,,n/a (no SAM record),,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,Airgas USA LLC,Domestic,0.241167,2,2017-02-20,2018-03-07,,,,,,
CBY1P9UHMVK1,314910,Textile Bag and Canvas Mills,,,"D.S. SEWING, INC.",Domestic,0.235923,5,2018-05-09,2018-06-05,,,,,,
DTCND1MN7J15,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,ASPEQ HEATING GROUP LLC,ASPEQ HEATING GROUP LLC,Domestic,0.235652,7,2017-03-13,2022-11-18,,,,,,
XYNDM1Y7XGG7,332991,Ball and Roller Bearing Manufacturing,,"MARISCO, LTD.",AMERICAN METAL BEARING COMPANY,Domestic,0.233992,1,2018-07-05,2018-07-05,,,,,,
V7GQF5M7C667,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",,,"SOUTHERN GEAR & MACHINE, INC.",Domestic,0.232578,6,2017-02-09,2021-07-15,,,,,,
C59LDR2KN4U6,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,,"FIN-TECH, INC.",Domestic,0.232024,10,2016-05-03,2024-04-12,,,,,,
L66VDJVM3VP6,423830,Industrial Machinery and Equipment Merchant Wholesalers,,KEYENCE CORPORATION,KEYENCE CORP OF AMERICA,Domestic,0.23061,4,2016-12-12,2017-04-24,,,,,,
YXMXTJMDPJR7,423830,Industrial Machinery and Equipment Merchant Wholesalers,,"FAXON ENGINEERING COMPANY, INCORPORATED THE","FAXON ENGINEERING COMPANY, INCORPORATED THE",Domestic,0.228566,7,2017-06-23,2024-09-18,,,,,,
MXDKLLXB3EK7,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,"B&G MANUFACTURING CO., INC.","B&G MANUFACTURING CO., INC.",Domestic,0.228339,1,2023-09-27,2023-09-27,,,,,,
NYWQLNAXE9G4,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,"ISLAND HOSE & SEALS, INC.",Domestic,0.226615,2,2019-06-07,2022-10-27,,,,,,
HBLRJ28LNM16,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,GENERAL ELECTRIC COMPANY,GE AVIATION SYSTEMS LLC,Domestic,0.225687,4,2017-01-10,2017-06-19,,,,,,
FCK2D4PSV1L2,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,Domestic,0.223718,3,2022-12-14,2024-07-17,,,,,,
JX92LMWRTRJ9,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,"DONALDSON COMPANY, INC.",Domestic,0.218766,2,2022-10-14,2022-10-14,,,,,,
TCSFXP5TD5P6,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,"BLOWERS, LLC",Domestic,0.218568,2,2017-09-06,2024-08-07,,,,,,
TMDVSPNEFR69,423840,Industrial Supplies Merchant Wholesalers,,IVES EQUIPMENT CORPORATION,IVES EQUIPMENT CORPORATION,Domestic,0.21784,5,2017-03-24,2024-08-19,,,,,,
T5PEM8N1QE25,423490,Other Professional Equipment and Supplies Merchant Wholesalers,,"AMRON INTERNATIONAL, INC.","AMRON INTERNATIONAL, INC.",Domestic,0.216878,3,2018-09-26,2023-06-22,,,,,,
Q7CGW8NCRGJ6,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,Transdigm Group Incorporated,"TRANSDIGM, INC.",Domestic,0.214814,3,2016-02-12,2017-02-23,,,,,,
KU8MSC4HELN8,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,Transdigm Group Incorporated,"TRANSDIGM, INC.",Domestic,0.2121,3,2018-11-15,2018-11-28,,,,,,
TFBXC11G77F3,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,Black Box Corporation,BLACK BOX CORPORATION OF PENNSYLVANIA,Domestic,0.21207,4,2016-07-12,2019-07-29,,,,,,
XFM4VGW1NBE4,335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",,"L.C.DOANE COMPANY,THE","L.C.DOANE COMPANY,THE",Domestic,0.210372,7,2017-07-26,2022-05-09,,,,,,
CSB6FUPJ5TC1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,Doerfer Acquisition Company,"TDS AUTOMATION, INC.",Domestic,0.209214,3,2018-09-27,2018-09-27,,,,,,
C1VMWS2KV645,,"n/a (SAM record, no NAICS)",,"OMNI SERVICES, INC.","OMNI SERVICES, INC.",Domestic,0.209193,5,2017-08-14,2020-04-16,,,,,,
GYDNLMKBK274,423840,Industrial Supplies Merchant Wholesalers,,"MARCO GROUP INTERNATIONAL, INC.","MARCO GROUP INTERNATIONAL, INC.",Domestic,0.20853,5,2017-02-23,2018-05-16,,,,,,
QJCBMJ8NX5P5,423830,Industrial Machinery and Equipment Merchant Wholesalers,,,"FOAMPAK, INC.",Domestic,0.203345,2,2017-02-07,2018-10-02,,,,,,
CBB5ZBL4F2G3,,"n/a (SAM record, no NAICS)",,,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,Domestic,0.199516,13,2017-03-24,2018-07-24,,,,,,
UXVTFYJT5PN7,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,"MARWAY POWER SYSTEMS, INC.","MARWAY POWER SYSTEMS, INC.",Domestic,0.197008,3,2019-01-15,2020-11-05,,,,,,
CWU4C613AB25,334519,Other Measuring and Controlling Device Manufacturing,,,THE AIRFLO INSTRUMENT COMPANY,Domestic,0.196232,2,2022-02-02,2024-10-04,,,,,,
F6JXYKQB4QL6,,"n/a (SAM record, no NAICS)",,,H.C. STARCK,Domestic,0.196192,1,2023-12-01,2023-12-01,,,,,,
TRJPK4ELKDR3,334519,Other Measuring and Controlling Device Manufacturing,,,M & P INTERNATIONAL INC,Domestic,0.19527,1,2018-06-18,2018-06-18,,,,,,
Y7HTALFZANK8,,"n/a (SAM record, no NAICS)",,,"GENERAL MACHINE AND TOOL COMPANY, INC.",Domestic,0.19343,2,2017-02-27,2017-03-01,,,,,,
VXJMLWN9XU18,,n/a (no SAM record),,"HITACHI, LTD.","BRADKEN - ATLAS, LLC",Domestic,0.192655,3,2016-10-19,2017-06-21,,,,,,
EN76W7CYJYN7,,"n/a (SAM record, no NAICS)",,BERKSHIRE HATHAWAY INC.,MARMON/KEYSTONE LLC,Domestic,0.1904,1,2019-08-14,2019-08-14,,,,,,
VJMTKNLENX24,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,LEONARDO SPA,ENGINEERED COIL COMPANY,Domestic,0.188898,4,2018-07-02,2022-10-28,,,,,,
YUHMEUENEET4,,n/a (no SAM record),,,Lawrence Leasing Corp.,Domestic,0.188681,2,2017-06-02,2017-06-02,,,,,,
J3AFGKXWYK73,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,YORK INTERNATIONAL CORPORATION,Domestic,0.188456,3,2016-02-19,2016-09-08,,,,,"This is the legacy York International registration at the same York, Pennsylvania HVAC/refrigeration complex. I could not distinguish a separate Virginia-class deliverable from Johnson Controls Navy Systems; the public record supports YORK-branded HVAC/R equipment but not a unique component for this UEI.","https://www.govchime.com/market-intelligence/awards/CONT_AWD_0001_9700_SPE4A616D5099_9700
https://www.johnsoncontrols.com/industries/marine-and-navy/navy
https://www.naics.com/company-profile-page/?co=2780"
YKMMCNDT9KF8,238350,Finish Carpentry Contractors,,,"YANKEE REMODELER OF NEW LONDON, INC.",Domestic,0.185664,3,2017-07-28,2018-11-05,,,,,,
K574V7KEQUC8,336412,Aircraft Engine and Engine Parts Manufacturing,,"CIRCOR INTERNATIONAL, INC.","CIRCOR AEROSPACE, INC.",Domestic,0.182979,1,2016-02-12,2016-02-12,,,,,"This UEI is CIRCOR Aerospace’s Corona, California operation rather than a CIRCOR naval pump or valve plant. I found no public evidence confirming a distinct Virginia-class construction component for this entity.",https://www.highergov.com/awardee/circor-aerospace-inc-10414129/
FKEYGBAYJLH3,334111,Electronic Computer Manufacturing,,,"MERCURY SYSTEMS, INC.",Domestic,0.181299,1,2022-03-23,2022-03-23,,,,,,
VBFXNRMUYSK6,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,NTS Holding Corporation Inc,NTS TECHNICAL SYSTEMS,Domestic,0.18075,3,2018-11-02,2018-11-02,,,,,,
D3NDZT2XLW83,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,"MARINE AIR SUPPLY CO., INC.",Domestic,0.180338,8,2017-06-29,2020-03-03,,,,,,
DB33FU6GGYE7,334519,Other Measuring and Controlling Device Manufacturing,,,BLACK KNIGHT ENTERPRISES LLC,Domestic,0.179955,3,2023-03-29,2023-07-27,,,,,,
PRNKGJL4NQH1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,OMEGA ENGINEERING INC,Domestic,0.1789,3,2022-04-14,2024-11-01,,,,,,
HLAKD5J1DDG3,332710,Machine Shops,,,"KLH INDUSTRIES, INC.",Domestic,0.17032,4,2018-09-05,2019-01-31,,,,,,
R7UCMAWL4H87,,n/a (no SAM record),,,The Credit Scholars,Domestic,0.1652,1,2018-04-05,2018-04-05,,,,,,
KPFHQNYN8R54,332710,Machine Shops,,,"PACKAGE ONE INDUSTRIES, LLC",Domestic,0.164757,3,2021-06-25,2022-02-22,,,,,,
HLE1E2KALJA5,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,"L3 TECHNOLOGIES, INC.",POWER PARAGON INC,Domestic,0.164326,4,2017-06-06,2018-05-16,,,,,,
SLBCZQAMG3Q1,,n/a (no SAM record),,,"Solflower Computer, Inc",Domestic,0.164005,5,2018-08-01,2019-04-11,,,,,,
V87VJJNMMFH9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"Robert Family Holdings, Inc.","DEXTER MAGNETIC TECHNOLOGIES, INC.",Domestic,0.16128,1,2018-05-31,2018-05-31,,,,,,
F1N2KDGBDTU8,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,DLT MERGERCO LLC,"DLT SOLUTIONS, LLC",Domestic,0.158824,2,2019-02-08,2019-05-09,,,,,,
JCY9NCTJF9J3,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,AIRSAN CORPORATION,Domestic,0.158027,10,2016-04-21,2023-09-29,,,,,,
LK9BTBWNLY96,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,BEK INC,"BEK, INC.",Domestic,0.15496,3,2018-01-24,2025-05-27,,,,,,
XK68QNYRQCH8,332919,Other Metal Valve and Pipe Fitting Manufacturing,,AEA Europe Fund L.P.,"AMERICAN BOA, INCORPORATED",Domestic,0.15246,2,2016-02-26,2016-02-26,,,,,,
GY5BEBKX7ME7,,"n/a (long-tail, not researched)",,Rbc Bearings Incorporated,"RBC SOUTHWEST PRODUCTS, INC.",Domestic,0.15152,2,2018-10-03,2022-02-03,,,,,,
P3NZJN8NQSB3,,"n/a (long-tail, not researched)",,FORTUNE METAL FINISHING CORPORATION,FORTUNE METAL FINISHING CORPORATION,Domestic,0.15,2,2021-09-24,2022-10-25,,,,,,
MFGMH9R7GMG3,334111,Electronic Computer Manufacturing,,"SIRIUS COMPUTER SOLUTIONS, INC.","FORCE 3, LLC",Domestic,0.147814,4,2017-03-30,2019-11-07,,,,,,
G8HNS2EJYJU6,333517,MACHINE TOOL MANUFACTURING,,,"BUFFALO MACHINES, INC.",Domestic,0.146845,4,2016-02-10,2022-01-27,,,,,,
DAR5NMQQMY53,,"n/a (long-tail, not researched)",,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,RED-D-ARC INC.,Domestic,0.143668,2,2018-07-17,2018-08-07,,,,,,
PRKVJMMJYJM3,,"n/a (long-tail, not researched)",,,WILLIFORD PLASTICS INC,Domestic,0.140748,1,2024-10-15,2024-10-15,,,,,,
VRTZQSMQ8615,332618,Other Fabricated Wire Product Manufacturing,,"Alp Industries, Inc.","HARDING COMPANY, INC",Domestic,0.140141,2,2018-01-19,2018-01-31,,,,,,
RG8HFHKSV215,236210,Industrial Building Construction,,,"PDS ENGINEERING & CONSTRUCTION, INC.",Domestic,0.139726,2,2018-11-07,2018-11-07,,,,,,
MHR1KKAZ1NH5,333310,Commercial and Service Industry Machinery Manufacturing,,,"EDRO CORPORATION, THE",Domestic,0.138735,3,2018-06-21,2018-09-11,,,,,,
NKNJZAVJ9EK3,,"n/a (long-tail, not researched)",,,COGSDILL TOOL PRODUCTS INC,Domestic,0.13803,1,2024-04-18,2024-04-18,,,,,,
C7QHHMJEALN1,331420,"Copper Rolling, Drawing, Extruding, and Alloying",,,"MONROE CABLE COMPANY, INC., THE",Domestic,0.13636,1,2018-06-25,2018-06-25,,,,,,
C12PGLEW9KW4,,"n/a (long-tail, not researched)",,"UNAFLEX, INC.","UNAFLEX, INC.",Domestic,0.136066,3,2017-06-09,2017-10-03,,,,,,
W8RMNY6A3NT1,326220,Rubber and Plastics Hoses and Belting Manufacturing,,,"FLUID DYNAMICS, LLC",Domestic,0.133251,1,2022-04-22,2022-04-22,,,,,,
EV14UZ7SCKG5,,"n/a (long-tail, not researched)",,WINWHOLESALE INC.,New Haven Windustrial Co.,Domestic,0.13316,2,2017-09-08,2018-07-26,,,,,,
HVK6DCBLUCP7,,"n/a (long-tail, not researched)",,GENERAL ELECTRIC COMPANY,GE AVIATION SYSTEMS LLC,Domestic,0.132608,1,2017-02-22,2017-02-22,,,,,,
HKUGWLAQ4821,,"n/a (long-tail, not researched)",,,"LCR EMBEDDED SYSTEMS, INC.",Domestic,0.130122,1,2019-06-26,2019-06-26,,,,,,
C3L9A8H3TWG5,,"n/a (SAM record, no NAICS)",,,"AERO NAV LABORATORIES, INC.",Domestic,0.128592,1,2019-09-05,2019-09-05,,,,,,
MGFUP827VKV2,,"n/a (long-tail, not researched)",,,"ROSS MACHINERY SALES, INC",Domestic,0.12616,1,2020-11-17,2020-11-17,,,,,,
EHRJCSUERKU3,334419,Other Electronic Component Manufacturing,,EATON CORPORATION PUBLIC LIMITED COMPANY,EATON AEROSPACE LLC,Domestic,0.126,1,2017-03-24,2017-03-24,,,,,,
HJEXMNM5EJE5,,"n/a (long-tail, not researched)",,F. W. WEBB COMPANY,F. W. WEBB COMPANY,Domestic,0.125577,3,2018-01-29,2018-03-28,,,,,,
FHKCX7RMYW83,,"n/a (long-tail, not researched)",,,MARINE EQUIPMENT SUPPLY LLC,Domestic,0.1247,3,2019-03-27,2024-12-12,,,,,,
LGM4LM5ZR9K9,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,LUNA INNOVATIONS INCORPORATED,"LUNA TECHNOLOGIES, INC.",Domestic,0.1245,1,2017-11-17,2017-11-17,,,,,,
T9U5YKZRMHH5,,"n/a (long-tail, not researched)",,,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",Domestic,0.124413,2,2022-11-23,2024-04-02,,,,,,
PD3NKE727DN9,,"n/a (long-tail, not researched)",,"TRI-LANE EQUIPMENT RENTALS, INC.","TRI-LANE EQUIPMENT RENTALS, INC.",Domestic,0.121889,4,2021-11-08,2022-06-22,,,,,,
CFLHPEP9NMU4,,n/a (no SAM record),,,HUBBS MACHINE & MANUFACTURING,Domestic,0.12076,3,2017-04-11,2018-09-10,,,,,,
WLHBRDWEW7T4,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,"ABACO SYSTEMS, INC.","ABACO SYSTEMS, INC.",Domestic,0.117864,1,2016-11-17,2016-11-17,,,,,,
WY3RNC5GMY36,,"n/a (long-tail, not researched)",,"TITANIUM INDUSTRIES, INC.","TITANIUM INDUSTRIES, INC.",Domestic,0.117658,3,2018-08-30,2020-05-13,,,,,,
CTVBA1WN13S3,,"n/a (long-tail, not researched)",,,"SYNERGY FLOW SYSTEMS, LLC",Domestic,0.116109,2,2016-09-15,2017-02-28,,,,,,
SBJMSMKJ9M93,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,"Fitchburg Welding Co., Inc.",Domestic,0.114734,3,2016-11-01,2018-03-06,,,,,,
Z85NS892LYA8,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,,CHROMALOX INC,Domestic,0.114164,1,2022-11-23,2022-11-23,,,,,,
W9MTG3DEVQN5,,"n/a (long-tail, not researched)",,VULCAN ELECTRIC COMPANY,VULCAN ELECTRIC COMPANY,Domestic,0.11361,2,2019-09-17,2024-06-25,,,,,,
KEKTUBQDCZM7,,"n/a (long-tail, not researched)",,A & A SHEET METAL PRODUCTS INC,A & A SHEET METAL PRODUCTS INC,Domestic,0.111441,1,2017-06-20,2017-06-20,,,,,,
EJ8LYVPT4KR9,335931,Current-Carrying Wiring Device Manufacturing,,"WHITMOR COMPANY, INC., THE","WHITMOR COMPANY, INC., THE",Domestic,0.1101,3,2017-02-10,2019-06-27,,,,,,
GK3DKPJRSUR3,,"n/a (long-tail, not researched)",,"HALE TRAILER BRAKE & WHEEL, INC.","HALE TRAILER BRAKE & WHEEL, INC.",Domestic,0.1097,3,2019-03-13,2019-03-13,,,,,,
H5MUP1BXBAB1,,"n/a (long-tail, not researched)",,,"Metro Business Systems, Inc.",Domestic,0.108621,1,2016-04-25,2016-04-25,,,,,,
RQQYADH1UBU8,,"n/a (long-tail, not researched)",,AIR TOOL SALES & SERVICE CO INC,AIR TOOL SALES & SERVICE CO INC,Domestic,0.106584,3,2020-05-11,2021-07-07,,,,,,
Z6HMQ992QKJ7,,"n/a (long-tail, not researched)",,"SOUTHERN FASTENERS & SUPPLY, INC.","SOUTHERN FASTENERS & SUPPLY, INC.",Domestic,0.103242,1,2019-06-11,2019-06-11,,,,,,
LGL1LNBH8KM5,332911,Industrial Valve Manufacturing,,"GRISWOLD INDUSTRIES, CO.","GRISWOLD INDUSTRIES, CO.",Domestic,0.101636,3,2016-04-19,2020-01-08,,,,,,
Y4ESA8L3JAD9,,"n/a (long-tail, not researched)",,"GRAYBAR ELECTRIC COMPANY, INC.","GRAYBAR ELECTRIC COMPANY, INC",Domestic,0.100697,2,2017-02-24,2017-06-20,,,,,,
NTP7NWDS9Y49,,"n/a (long-tail, not researched)",,"MSC INDUSTRIAL DIRECT CO., INC.","MSC INDUSTRIAL DIRECT CO., INC.",Domestic,0.100482,4,2016-11-02,2018-08-08,,,,,,
HNAKLNNSE339,332710,Machine Shops,,,"HOWELL LABORATORIES, INC.",Domestic,0.099477,1,2023-01-25,2023-01-25,,,,,,
C11GZDT8UL88,,"n/a (long-tail, not researched)",,"SILKTOWN ROOFING, INCORPORATED","SILKTOWN ROOFING, INCORPORATED",Domestic,0.098846,1,2018-08-15,2018-08-15,,,,,,
YS2TNLEU8EK3,,"n/a (long-tail, not researched)",,LOCKHEED MARTIN CORPORATION,"LOCKHEED MARTIN SIPPICAN, INC.",Domestic,0.097807,1,2017-02-23,2017-02-23,,,,,,
GNH1FJWKY3G3,331529,Other Nonferrous Metal Foundries (except Die-Casting),,,"WEST PHILA. BRONZE CO., INC",Domestic,0.097721,6,2021-09-28,2023-05-16,,,,,,
TF2HVUYPRMV1,,"n/a (long-tail, not researched)",,"CHASE SUPPLY, INC.","CHASE SUPPLY, INC.",Domestic,0.096037,3,2021-12-06,2023-04-19,,,,,,
XW6ZAJKNHM65,,"n/a (long-tail, not researched)",,,VERSAMIL INC,Domestic,0.095,2,2020-10-01,2022-04-07,,,,,,
XJJ6S8U3NAR9,,"n/a (long-tail, not researched)",,,Jules Borel & Co.,Domestic,0.094838,1,2017-10-06,2017-10-06,,,,,,
QLNRJJK28MJ7,,"n/a (long-tail, not researched)",,,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",Domestic,0.094276,1,2016-10-27,2016-10-27,,,,,,
SLTUM1DV4433,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",,PNC Equity Partners LP,"PARASENSE, INC",Domestic,0.093576,1,2017-10-30,2017-10-30,,,,,,
JE8QAT3GGJN6,,"n/a (long-tail, not researched)",,,LINTECH COMPONENTS CO INC,Domestic,0.092803,2,2016-12-15,2017-06-28,,,,,,
MNPUJ84L1AK7,,"n/a (long-tail, not researched)",,,A & A COMPANY INC,Domestic,0.09276,1,2016-08-08,2016-08-08,,,,,,
Y5HPNMZGC7U3,,"n/a (long-tail, not researched)",,TE Connectivity Ltd.,SEACON ADVANCED PRODUCTS LLC,Domestic,0.0924,1,2018-10-04,2018-10-04,,,,,,
E3WFXJMWH458,541330,Engineering Services,,SANDVIK AB,"ADVANCED THEODOLITE TECHNOLOGY, INC.",Domestic,0.092384,1,2019-03-19,2019-03-19,,,,,,
CZXNLVL5TBN3,,"n/a (long-tail, not researched)",,,ROANWELL CORPORATION,Domestic,0.08965,2,2016-12-01,2018-03-22,,,,,,
M8ZHL8ZXGQP5,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,SPIRAX-SARCO ENGINEERING PLC,"CHROMALOX, INC.",Domestic,0.087074,1,2019-10-07,2019-10-07,,,,,,
MKG5CAN2J8S7,,"n/a (long-tail, not researched)",,,"SAMTAN ENGINEERING, LLC",Domestic,0.086695,2,2022-04-11,2022-05-05,,,,,,
L6V2CGVQP844,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,RDF CORPORATION,Domestic,0.085304,2,2016-08-17,2023-06-23,,,,,,
CP8AJC3EDE93,,"n/a (long-tail, not researched)",,"Alp Industries, Inc.","Alp Industries, Inc.",Domestic,0.085207,6,2018-04-13,2018-04-13,,,,,,
T2VFE1NGR3G5,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,LEONARDO SPA,"DRS TRAINING & CONTROL SYSTEMS, LLC",Domestic,0.083398,1,2017-10-06,2017-10-06,,,,,,
EDLHL766DYP1,,"n/a (long-tail, not researched)",,"WESCO INTERNATIONAL, INC.","WESCO DISTRIBUTION, INC.",Domestic,0.083107,2,2017-07-10,2017-08-11,,,,,,
JG24FKGD5Z77,,"n/a (long-tail, not researched)",,"JOHN WATTS ASSOCIATES, INC.","JOHN WATTS ASSOCIATES, INC.",Domestic,0.080975,1,2017-05-31,2017-05-31,,,,,,
J1HRLJ1Q1NT6,,"n/a (long-tail, not researched)",,"MC2 SABTECH HOLDINGS, INC.","MC2 SABTECH HOLDINGS, INC.",Domestic,0.080875,2,2017-07-06,2019-03-27,,,,,,
QGB4RDYJNJT9,332111,Iron and Steel Forging,,,ELLWOOD NATIONAL FORGE COMPANY,Domestic,0.079824,1,2024-06-27,2024-06-27,,,,,,
WQ8LDD3N2K24,,"n/a (long-tail, not researched)",,"BRADDOCK METALLURGICAL, INC",BRADDOCK HEAT TREATING COMPANY INC,Domestic,0.079671,20,2016-10-31,2024-12-09,,,,,,
SMZQB2YVYM66,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,AMETEK INC,ROTRON INCORPORATED,Domestic,0.079362,2,2022-03-22,2023-01-16,,,,,,
GN84UHWZJMR8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,"DAYTON T. BROWN, INC.","DAYTON T. BROWN, INC.",Domestic,0.0787,4,2018-07-31,2023-12-18,,,,,,
DP49VT4FA4J3,541511,Custom Computer Programming Services,,ADACORE,"ADA CORE TECHNOLOGIES, INC.",Domestic,0.078666,2,2017-09-28,2019-08-21,,,,,,
X4UMAJJTMS97,,"n/a (long-tail, not researched)",,,GERMANE SYSTEMS LC,Domestic,0.076368,1,2016-12-19,2016-12-19,,,,,,
KWAYELLKNP86,,"n/a (long-tail, not researched)",,,GET ENGINEERING CORP.,Domestic,0.0756,1,2019-03-07,2019-03-07,,,,,,
VC8CKKWDRPD6,,"n/a (long-tail, not researched)",,,Skills For Rhode Island's Future,Domestic,0.075,1,2018-10-17,2018-10-17,,,,,,
N6U1EU32U9J1,,"n/a (long-tail, not researched)",,,EST GROUP INC,Domestic,0.074998,2,2023-10-16,2023-11-01,,,,,,
D3QEMKB2X4N5,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,"LEXAIR, INC.",Domestic,0.07497,2,2018-04-24,2018-08-02,,,,,,
RFLNANKKZYV5,,"n/a (long-tail, not researched)",,SAS INSTITUTE INC.,SAS INSTITUTE INC.,Domestic,0.073958,1,2021-09-20,2021-09-20,,,,,,
UJMKRGKNXML7,,"n/a (long-tail, not researched)",,DIEBOLT & COMPANY,DIEBOLT & COMPANY,Domestic,0.073536,1,2017-12-01,2017-12-01,,,,,,
C18KXNHETC95,334417,Electronic Connector Manufacturing,,BERKSHIRE HATHAWAY INC.,KITCO FIBER OPTICS INC,Domestic,0.072603,2,2021-08-27,2023-06-19,,,,,,
JEH3MF4P6N78,,"n/a (long-tail, not researched)",,Munters Group AB,MUNTERS CORPORATION,Domestic,0.072268,1,2018-03-06,2018-03-06,,,,,,
