parent,psc,desc,net,breadth,n_years,span,latest_end,idv
Serco,R499,SUPPORT- PROFESSIONAL: OTHER,199588147.0,1,1,0,2018,0
Bowhead Program Management Operations,R425,SUPPORT- PROFESSIONAL: ENGINEE,198319537.04000002,2,2,2,2026,0
Thoma Sea Marine Constructors L L C,1910,"TRANSPORT VESSELS, PASSENGER A",197843009.81,1,1,0,2026,0
Vectrus,R425,SUPPORT- PROFESSIONAL: ENGINEE,197746809.16,3,3,6,2027,0
Kbr Wyle Services,J058,MAINT/REPAIR/REBUILD OF EQUIPM,197159918.1,2,2,2,2024,0
RTX,AC64,R&D- DEFENSE SYSTEM: ELECTRONI,197127099.95,3,3,17,2025,0
Ultra Electronics Ocean,5865,"ELECTRONIC COUNTERMEASURES, CO",196795605.96999997,35,8,8,2027,0
General Dynamics,1315,"AMMUNITION, 75MM THROUGH 125MM",196410322.22,4,2,1,2018,0
Caci Enterprise Solutions,D399,IT AND TELECOM- OTHER IT AND T,195856211.22,4,4,7,2022,0
East Coast Repair Fabrication,J998,NON-NUCLEAR SHIP REPAIR (EAST),194535634.02999997,7,4,4,2027,0
Concurrent,R425,SUPPORT- PROFESSIONAL: ENGINEE,193690153.95,1,1,0,2017,0
Northrop Grumman,K010,MODIFICATION OF EQUIPMENT- WEA,192955595.14,2,2,2,2029,0
Lockheed Martin,5841,"RADAR EQUIPMENT, AIRBORNE",192436206.22,45,15,17,2027,0
Huntington Ingalls,2010,SHIP AND BOAT PROPULSION COMPO,189908354.0,1,1,0,2008,0
Lockheed Martin,1425,"GUIDED MISSILE SYSTEMS, COMPLE",188142638.0,2,2,8,2021,0
Vigor Shipyards,1903,DESTROYERS,187576073.08,1,1,0,2010,0
Adapt Forward,R425,SUPPORT- PROFESSIONAL: ENGINEE,186354690.05,1,1,0,2026,0
Elbit,5855,"NIGHT VISION EQUIPMENT, EMITTE",185701388.45000002,11,7,9,2024,0
Peraton,DJ01,IT AND TELECOM - SECURITY AND ,184782654.17000002,9,2,1,2021,0
Silver Ships,1940,SMALL CRAFT,183692740.68999994,30,13,12,2028,0
Mantech Advanced International,R425,SUPPORT- PROFESSIONAL: ENGINEE,182057903.59,4,3,17,2025,1
Lockheed Martin,1440,"LAUNCHERS, GUIDED MISSILE",181637335.23,1,1,0,2031,0
General Dynamics,D316,IT AND TELECOM- TELECOMMUNICAT,178869737.36,1,1,0,2024,0
Boeing,1680,MISCELLANEOUS AIRCRAFT ACCESSO,178791260.08,4,4,7,2023,0
Innovative Defense,AC12,NATIONAL DEFENSE R&D SERVICES;,178771487.99,1,1,0,2026,0
BAE Systems,J058,MAINT/REPAIR/REBUILD OF EQUIPM,178392833.63,2,2,9,2018,0
RTX,5998,ELECTRICAL AND ELECTRONIC ASSE,177580963.63000003,9,6,7,2023,0
Aecom Technical Services,C219,ARCHITECT AND ENGINEERING- GEN,177146419.0,3,3,6,2027,0
Navantia S A S M E,J998,NON-NUCLEAR SHIP REPAIR (EAST),175438980.03000003,8,4,3,2026,0
Ultra Electronics Ocean,5845,UNDERWATER SOUND EQUIPMENT,175424150.45000002,27,13,12,2032,0
Booz Allen,AC64,R&D- DEFENSE SYSTEM: ELECTRONI,174738222.75,1,1,0,2024,0
Laurel Partnership,1260,FIRE CONTROL DESIGNATING AND I,174151003.47,7,5,4,2026,0
Jacobs,AC17,R&D- DEFENSE SYSTEM: AIRCRAFT ,173322578.23,2,1,0,2018,0
Northrop Grumman,5826,"RADIO NAVIGATION EQUIPMENT, AI",173220297.46,51,11,13,2027,0
Carahsoft,7030,INFORMATION TECHNOLOGY SOFTWAR,172309026.70000005,104,12,12,2023,2
Assurance,AJ13,GENERAL SCIENCE & TECHNOLOGY R,171888395.97,1,1,0,2027,0
BAE Systems,L014,TECHNICAL REPRESENTATIVE- GUID,171798586.6,2,2,5,2027,0
Science Applications International,L059,TECHNICAL REPRESENTATIVE- ELEC,170617433.87,1,1,0,2026,0
Lockheed Martin,4920,AIRCRAFT MAINTENANCE AND REPAI,169069844.41,2,2,9,2026,0
Chugach Technical Solutions,J059,MAINT/REPAIR/REBUILD OF EQUIPM,168804473.94,1,1,0,2026,0
RTX,1630,AIRCRAFT WHEEL AND BRAKE SYSTE,167953925.0,4,4,4,2024,0
Booz Allen,D399,IT AND TELECOM- OTHER IT AND T,167919030.88,15,8,11,2026,0
Innovative Defense,AC13,NATIONAL DEFENSE R&D SERVICES;,167812117.70000002,3,2,1,2027,0
BAE Systems,5840,"RADAR EQUIPMENT, EXCEPT AIRBOR",167709811.92000002,4,4,11,2028,0
General Dynamics,AC54,R&D- DEFENSE SYSTEM: WEAPONS (,165448420.0,1,1,0,2027,0
Caci Enterprise Solutions,D302,IT AND TELECOM- SYSTEMS DEVELO,164956053.54,1,1,0,2023,0
Mndpi Pacific Jv,C1ED,ARCHITECT AND ENGINEERING- CON,164827522.0,2,2,2,2027,0
Amentum Services,J998,NON-NUCLEAR SHIP REPAIR (EAST),164771446.75,3,2,1,2026,0
Microsoft,DA01,IT AND TELECOM - BUSINESS APPL,164329871.37,9,3,2,2025,0
Leidos,5845,UNDERWATER SOUND EQUIPMENT,163878835.57999998,22,9,8,2027,0
Lockheed Martin,AC13,NATIONAL DEFENSE R&D SERVICES;,163247766.19,9,5,4,2027,0
L3Harris,K099,MODIFICATION OF EQUIPMENT- MIS,162865914.64,2,2,5,2025,0
Oceaneering International,J099,MAINT/REPAIR/REBUILD OF EQUIPM,161533543.94,2,2,2,2026,0
RTX,1420,GUIDED MISSILE COMPONENTS,161128057.19,10,7,7,2022,0
Engineering,R425,SUPPORT- PROFESSIONAL: ENGINEE,160542262.31,2,2,4,2025,0
Metro Machine,1905,COMBAT SHIPS AND LANDING VESSE,159492940.09,17,6,7,2027,0
BAE Systems,K010,MODIFICATION OF EQUIPMENT- WEA,159484564.92,1,1,0,2026,0
Millennium,R425,SUPPORT- PROFESSIONAL: ENGINEE,158150029.72,1,1,0,2026,0
Highbury Defense,R408,SUPPORT- PROFESSIONAL: PROGRAM,157967357.22,2,2,5,2026,0
General Dynamics,D307,IT AND TELECOM- IT STRATEGY AN,157605202.25,7,5,8,2021,0
RTX,3590,MISCELLANEOUS SERVICE AND TRAD,157011138.83,1,1,0,2022,0
Ultra Electronics Ocean,1355,"TORPEDOS AND COMPONENTS, INERT",156392667.85,1,1,0,2027,0
Laurel Partnership,R425,SUPPORT- PROFESSIONAL: ENGINEE,154538563.32999998,5,4,3,2026,0
Swiftships,1905,COMBAT SHIPS AND LANDING VESSE,152461575.06,1,1,0,2028,0
Peraton,R425,SUPPORT- PROFESSIONAL: ENGINEE,152401483.44000003,17,6,9,2026,0
University Of Washington,AC32,NATIONAL DEFENSE R&D SERVICES;,152039845.47,12,5,4,2027,0
Hornbeck Offshore Services,1940,SMALL CRAFT,152000000.0,1,1,0,2015,0
General Dynamics,5825,"RADIO NAVIGATION EQUIPMENT, EX",151492539.0,6,5,6,2027,0
Mantech Advanced International,R706,SUPPORT- MANAGEMENT: LOGISTICS,149946744.64,1,1,0,2014,0
Laurel Partnership,5895,MISCELLANEOUS COMMUNICATION EQ,149786239.20000002,3,3,3,2027,0
Siemens Government,Z2KZ,REPAIR OR ALTERATION OF OTHER ,149737968.66,2,2,1,2043,0
General Dynamics,5895,MISCELLANEOUS COMMUNICATION EQ,147894653.57,12,9,14,2027,0
L3Harris,R425,SUPPORT- PROFESSIONAL: ENGINEE,146769920.08999997,6,5,13,2025,0
Caci Federal,R408,SUPPORT- PROFESSIONAL: PROGRAM,146706300.37,1,1,0,2020,0
BAE Systems,AC13,NATIONAL DEFENSE R&D SERVICES;,146692347.11,8,4,4,2027,0
Twd Associates,R499,SUPPORT- PROFESSIONAL: OTHER,146459235.2,1,1,0,2018,0
Southeastern Computer Consultants,R425,SUPPORT- PROFESSIONAL: ENGINEE,145368112.49,4,3,17,2026,1
Sedna Digital Solutions,5845,UNDERWATER SOUND EQUIPMENT,145167926.0,2,2,1,2030,0
Trane U S,R499,SUPPORT- PROFESSIONAL: OTHER,144812967.15,2,1,0,2029,0
General Dynamics,R710,SUPPORT- MANAGEMENT: FINANCIAL,144727721.06,1,1,0,2017,0
BAE Systems,1310,"AMMUNITION, OVER 30MM UP TO 75",144565695.74,2,2,6,2022,0
Northrop Grumman,1356,"TORPEDOS AND COMPONENTS, EXPLO",144287162.59,6,4,12,2028,0
Application,K015,MODIFICATION OF EQUIPMENT- AIR,143227181.14,2,2,11,2026,0
Cubic Global Defence,J069,MAINT/REPAIR/REBUILD OF EQUIPM,141006874.57,1,1,0,2018,0
Austal,1950,FLOATING DRYDOCKS,140848019.0,1,1,0,2026,0
J F Taylor,AC14,NATIONAL DEFENSE R&D SERVICES;,140787097.26,2,2,6,2024,0
Mbda,1410,GUIDED MISSILES,140277501.29,1,1,0,2028,0
Austal,J019,MAINT/REPAIR/REBUILD OF EQUIPM,139530139.0,6,4,3,2020,0
General Dynamics,1220,FIRE CONTROL COMPUTING SIGHTS ,138066734.72,1,1,0,2026,0
Boeing,5895,MISCELLANEOUS COMMUNICATION EQ,137644621.63,6,6,11,2027,0
Amentum,AC11,NATIONAL DEFENSE R&D SERVICES;,136707324.65,2,1,0,2027,0
Valkyrie Enterprises,R425,SUPPORT- PROFESSIONAL: ENGINEE,136621216.58,2,2,1,2026,0
Lockheed Martin,7010,INFORMATION TECHNOLOGY EQUIPME,136546983.51,7,4,3,2020,0
Mare Island Dry Dock,J999,NON-NUCLEAR SHIP REPAIR (WEST),135565499.41,3,2,2,2023,0
Qed,R425,SUPPORT- PROFESSIONAL: ENGINEE,134939085.41,3,3,16,2024,1
RTX,AC25,NATIONAL DEFENSE R&D SVCS; ATO,134929274.43,1,1,0,2028,0
Planning And Analysis,R499,SUPPORT- PROFESSIONAL: OTHER,134885222.67,1,1,0,2018,0
American Electronic Warfare Associates,AC12,NATIONAL DEFENSE R&D SERVICES;,133849502.24,4,2,1,2028,0
Pole Zero,5895,MISCELLANEOUS COMMUNICATION EQ,133185220.0,9,6,5,2023,0
Katmai Management Services,DA01,IT AND TELECOM - BUSINESS APPL,132133269.08000001,5,2,3,2028,0
Delta Resources,R425,SUPPORT- PROFESSIONAL: ENGINEE,132007167.74000001,3,3,20,2027,1
BAE Systems,K058,MODIFICATION OF EQUIPMENT- COM,131912665.35,2,1,0,2025,0
Homeland Security Solutions,J058,MAINT/REPAIR/REBUILD OF EQUIPM,131887087.99,1,1,0,2016,0
Sentar,D310,IT AND TELECOM- CYBER SECURITY,131430560.83,1,1,0,2024,0
Pacific Ship Repair Fabrication,J999,NON-NUCLEAR SHIP REPAIR (WEST),131175279.46,2,2,9,2022,0
General Dynamics,R499,SUPPORT- PROFESSIONAL: OTHER,130471041.21000001,7,6,8,2024,0
Science Applications International,U008,EDUCATION/TRAINING- TRAINING/C,130200847.69,2,2,7,2031,0
Delphinus Engineering,R425,SUPPORT- PROFESSIONAL: ENGINEE,130120581.99000001,5,5,8,2026,0
L3,5895,MISCELLANEOUS COMMUNICATION EQ,130030297.48,22,10,13,2026,0
Basic Commerce Industries,R425,SUPPORT- PROFESSIONAL: ENGINEE,129705494.42,3,3,4,2026,0
Kalman,R706,SUPPORT- MANAGEMENT: LOGISTICS,128893571.77000001,2,2,5,2026,0
Caci,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,128795987.51,1,1,0,2011,0
Spalding Consulting,D318,IT AND TELECOM- INTEGRATED HAR,127508608.89,1,1,0,2026,0
New Tech Solutions,5895,MISCELLANEOUS COMMUNICATION EQ,127352535.55000001,51,7,11,2026,0
Boston Ship Repair,J998,NON-NUCLEAR SHIP REPAIR (EAST),127044013.74,6,4,6,2025,0
Booz Allen,AC53,R&D- DEFENSE SYSTEM: WEAPONS (,127038581.62,2,2,4,2024,0
Advantaged Solutions,DA10,IT AND TELECOM - BUSINESS APPL,125734461.11,1,1,0,2023,0
Lockheed Martin,L010,TECHNICAL REPRESENTATIVE- WEAP,125677688.0,2,2,7,2029,0
Booz Allen,DA01,IT AND TELECOM - BUSINESS APPL,125116877.69,2,1,0,2026,0
Lockheed Martin,5855,"NIGHT VISION EQUIPMENT, EMITTE",124739607.32,5,4,12,2026,0
Kbr Wyle Services,R425,SUPPORT- PROFESSIONAL: ENGINEE,124713384.36999999,2,2,5,2026,0
General Dynamics,D325,IT AND TELECOM- DATA CENTERS A,124532544.52,1,1,0,2025,0
RTX,K019,MODIFICATION OF EQUIPMENT- SHI,124369004.68,1,1,0,2021,0
Boeing,J019,MAINT/REPAIR/REBUILD OF EQUIPM,124151829.44,2,2,4,2016,0
Vsolvit,R425,SUPPORT- PROFESSIONAL: ENGINEE,123072929.22999999,4,4,9,2026,0
Booz Allen,DB02,IT AND TELECOM - COMPUTE SUPPO,122933343.84,1,1,0,2026,0
Booz Allen,D310,IT AND TELECOM- CYBER SECURITY,122885245.25999999,3,2,3,2021,0
Centurum Information,J049,MAINT/REPAIR/REBUILD OF EQUIPM,122097845.76000002,29,6,5,2027,0
Booz Allen,D316,IT AND TELECOM- TELECOMMUNICAT,121975301.23,1,1,0,2014,0
Caci Federal,R706,SUPPORT- MANAGEMENT: LOGISTICS,121280113.64,1,1,0,2026,0
General Dynamics,DE10,IT and Telecom - End User as a,121279895.68,2,2,4,2026,0
J F Taylor,R425,SUPPORT- PROFESSIONAL: ENGINEE,121023555.47999999,7,7,18,2025,0
Cydecor,R425,SUPPORT- PROFESSIONAL: ENGINEE,120826649.11,2,1,0,2026,0
Laurel Partnership,3590,MISCELLANEOUS SERVICE AND TRAD,120399989.73,1,1,0,2023,0
Mantech Advanced International,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,119505453.38,2,2,1,2020,0
American,AJ11,GENERAL SCIENCE AND TECHNOLOGY,119201353.39,2,2,2,2027,0
RTX,AD93,R&D- DEFENSE OTHER: OTHER (ADV,119128868.46000001,6,3,4,2026,0
Imagine One Management,DA01,IT AND TELECOM - BUSINESS APPL,118690559.03,2,2,1,2026,0
Prism Maritime,N019,INSTALLATION OF EQUIPMENT- SHI,118509056.66,2,2,1,2027,0
Amentum Services,K058,MODIFICATION OF EQUIPMENT- COM,117745354.28999999,2,2,1,2027,0
Argon St,5865,"ELECTRONIC COUNTERMEASURES, CO",117667416.27000001,13,4,8,2027,0
Northrop Grumman,2090,MISCELLANEOUS SHIP AND MARINE ,117585303.96000001,8,5,9,2026,0
Smartronix,DH10,IT AND TELECOM - PLATFORM AS A,117276063.7,1,1,0,2025,0
American Electronics,R408,SUPPORT- PROFESSIONAL: PROGRAM,117153476.62,1,1,0,2026,0
T Solutions,R499,SUPPORT- PROFESSIONAL: OTHER,117128247.31,1,1,0,2011,0
Lockheed Martin,J012,MAINT/REPAIR/REBUILD OF EQUIPM,116900331.77,1,1,0,2027,0
The Mil,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,116776782.56,2,2,6,2024,0
Engility Services,R425,SUPPORT- PROFESSIONAL: ENGINEE,116691317.0,2,2,1,2019,0
Bollinger,1940,SMALL CRAFT,116471180.83,1,1,0,2028,0
RTX,AC14,NATIONAL DEFENSE R&D SERVICES;,116343538.57,1,1,0,2027,0
BAE Systems,J059,MAINT/REPAIR/REBUILD OF EQUIPM,115819660.89,2,2,1,2026,0
Hii Unmanned,1940,SMALL CRAFT,115539346.75000001,7,6,9,2028,0
Caci Federal,AC54,R&D- DEFENSE SYSTEM: WEAPONS (,115251947.4,2,2,4,2024,0
Continental Maritime Of San Diego,J998,NON-NUCLEAR SHIP REPAIR (EAST),115209912.6,1,1,0,2020,0
Fgs,DG01,IT AND TELECOM - NETWORK SUPPO,114870625.99,1,1,0,2027,0
L3Harris,1905,COMBAT SHIPS AND LANDING VESSE,114651492.62,5,4,3,2017,0
Gibbs Cox,1905,COMBAT SHIPS AND LANDING VESSE,114179753.19,2,2,2,2027,0
General Dynamics,H249,EQUIPMENT AND MATERIALS TESTIN,113756713.89,2,2,5,2026,0
Csa Global,DF01,IT AND TELECOM - IT MANAGEMENT,113660290.13999999,7,3,3,2026,0
Caci Federal,DF01,IT AND TELECOM - IT MANAGEMENT,113417902.11,5,3,4,2027,0
Seatrium Repairs Upgrades Pte,J999,NON-NUCLEAR SHIP REPAIR (WEST),112966169.0,6,4,16,2026,1
Qed,J019,MAINT/REPAIR/REBUILD OF EQUIPM,112357504.23,1,1,0,2027,0
Thales,5845,UNDERWATER SOUND EQUIPMENT,112272100.40000004,48,13,12,2027,0
Ribcraft,1940,SMALL CRAFT,111709869.59999998,18,8,11,2028,0
J F Taylor,6930,OPERATION TRAINING DEVICES,111152268.79,1,1,0,2026,0
L3Harris,AJ11,GENERAL SCIENCE AND TECHNOLOGY,111123282.31,4,3,4,2027,0
American Bureau Of Shipping,R425,SUPPORT- PROFESSIONAL: ENGINEE,110815395.75,2,2,5,2026,0
General Dynamics,B541,SPECIAL STUDIES/ANALYSIS- DEFE,110743987.81,1,1,0,2010,0
Mhi Tecnico Jv,J998,NON-NUCLEAR SHIP REPAIR (EAST),110394337.39999999,2,2,2,2017,0
BAE Systems,B541,SPECIAL STUDIES/ANALYSIS- DEFE,109671719.84,1,1,0,2023,0
Innovasystems International,J070,MAINT/REPAIR/REBUILD OF EQUIPM,109170934.72,11,7,6,2021,0
Rome Research,D399,IT AND TELECOM- OTHER IT AND T,109075649.66000001,11,6,8,2024,0
The Pennsylvania State University,AC13,NATIONAL DEFENSE R&D SERVICES;,109032858.68,12,4,3,2027,0
Boeing,1045,"LAUNCHERS, TORPEDO AND DEPTH C",108721431.07,1,1,0,2022,0
Boeing,1510,"AIRCRAFT, FIXED WING",108643255.96000001,2,2,2,2017,0
Boeing,1355,"TORPEDOS AND COMPONENTS, INERT",108402749.03,1,1,0,2028,0
Applied Physical Sciences,AD93,R&D- DEFENSE OTHER: OTHER (ADV,108365678.0,2,2,1,2027,0
Booz Allen,R710,SUPPORT- MANAGEMENT: FINANCIAL,108355227.74,1,1,0,2025,0
Synchron,R408,SUPPORT- PROFESSIONAL: PROGRAM,107808863.43,1,1,0,2026,0
Eventure,D302,IT AND TELECOM- SYSTEMS DEVELO,107789199.65,109,4,3,2014,0
BAE Systems,7010,INFORMATION TECHNOLOGY EQUIPME,107660960.97,8,3,5,2022,0
Lockheed Martin,L014,TECHNICAL REPRESENTATIVE- GUID,106697026.0,1,1,0,2029,0
Lockheed Martin,AC64,R&D- DEFENSE SYSTEM: ELECTRONI,106641801.36,1,1,0,2025,0
Peraton,DA01,IT AND TELECOM - BUSINESS APPL,106143857.51,7,3,2,2021,0
Qed,1905,COMBAT SHIPS AND LANDING VESSE,105740744.16999999,7,6,11,2025,0
Reconcraft,1940,SMALL CRAFT,105606594.99,5,2,1,2027,0
Neany,5895,MISCELLANEOUS COMMUNICATION EQ,105557380.11,1,1,0,2013,0
American,R425,SUPPORT- PROFESSIONAL: ENGINEE,105377238.58,3,3,18,2027,1
Swiftships Shipbuilders L L C,J998,NON-NUCLEAR SHIP REPAIR (EAST),105257835.9,1,1,0,2022,0
L3,7G22,IT AND TELECOM - NETWORK: SATE,104969830.0,10,5,4,2028,0
General Dynamics,1925,SPECIAL SERVICE VESSELS,104931146.86,3,3,5,2027,0
Engineering Services Network,R425,SUPPORT- PROFESSIONAL: ENGINEE,104245689.97,2,2,1,2026,0
Aermor,D399,IT AND TELECOM- OTHER IT AND T,104226239.63999999,3,2,3,2025,0
Ecs Federal,D318,IT AND TELECOM- INTEGRATED HAR,104053836.14,1,1,0,2024,0
Nexgen Data,DC10,IT AND TELECOM - DATA CENTER A,103861283.77,1,1,0,2025,0
Chemring Australia Pty,5865,"ELECTRONIC COUNTERMEASURES, CO",103352463.0,1,1,0,2025,0
Serco Ips,R499,SUPPORT- PROFESSIONAL: OTHER,102991602.28,1,1,0,2021,0
Leidos,J058,MAINT/REPAIR/REBUILD OF EQUIPM,102726856.41,1,1,0,2025,0
Gryphon L C,AC13,NATIONAL DEFENSE R&D SERVICES;,102582120.79,1,1,0,2025,0
Asrc Federal System Solutions,AJ15,GENERAL SCIENCE & TECHNOLOGY R,102536407.93,1,1,0,2026,0
Leidos,D318,IT AND TELECOM- INTEGRATED HAR,101827875.25,3,2,6,2021,0
Jsl,R425,SUPPORT- PROFESSIONAL: ENGINEE,101695449.53,1,1,0,2026,0
Engility,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,101605083.15,1,1,0,2010,0
Logicon,R425,SUPPORT- PROFESSIONAL: ENGINEE,101564278.0,1,1,0,2016,0
Armtec Countermeasures,5865,"ELECTRONIC COUNTERMEASURES, CO",101343151.53,35,9,10,2028,0
Northrop Grumman,K016,MODIFICATION OF EQUIPMENT- AIR,101237928.8,2,2,7,2025,0
Analex,H914,OTHER QC/TEST/INSPECT- GUIDED ,100816686.39,1,1,0,2025,0
Imia,J019,MAINT/REPAIR/REBUILD OF EQUIPM,100625271.17,3,3,3,2026,0
Carley,6910,TRAINING AIDS,100403378.28,2,2,2,2026,0
Seemann Composites,1905,COMBAT SHIPS AND LANDING VESSE,100141741.39999999,4,4,5,2030,0
Caes,5865,"ELECTRONIC COUNTERMEASURES, CO",99758974.45,8,7,15,2028,0
Nakupuna Consulting,DA01,IT AND TELECOM - BUSINESS APPL,99187120.11,2,2,2,2025,0
Kranze Solutions,5865,"ELECTRONIC COUNTERMEASURES, CO",99179893.45,6,3,8,2029,0
Accelint Global,5810,COMMUNICATIONS SECURITY EQUIPM,98826739.95,1,1,0,2028,0
Teledyne Brown Engineering,AN42,HEALTH R&D SERVICES; HEALTH CA,98427575.54,7,6,7,2026,0
Huntington Ingalls,Y154,CONSTRUCT/SHIP CONSTR & REP FA,97658444.0,1,1,0,2013,0
Ch2M Hill,C219,ARCHITECT AND ENGINEERING- GEN,97467154.22999999,2,2,5,2029,0
Chugach Technical Solutions,R425,SUPPORT- PROFESSIONAL: ENGINEE,97240604.65,1,1,0,2025,0
The Mil,R425,SUPPORT- PROFESSIONAL: ENGINEE,96771593.88,1,1,0,2024,0
Northrop Grumman,AC13,NATIONAL DEFENSE R&D SERVICES;,96541538.66000001,6,4,4,2027,0
BAE Systems,AC15,NATIONAL DEFENSE R&D SVCS; DEP,95912854.43,3,3,4,2026,0
Canadian Commercial,5895,MISCELLANEOUS COMMUNICATION EQ,94854931.34,13,9,11,2025,0
Advanced Computer Concepts,5895,MISCELLANEOUS COMMUNICATION EQ,94731910.03999999,52,7,8,2025,0
Tatitlek,R425,SUPPORT- PROFESSIONAL: ENGINEE,94489869.34,2,1,0,2027,0
Aviation Engineering,R425,SUPPORT- PROFESSIONAL: ENGINEE,94401375.85000001,2,2,4,2026,0
Anduril,1550,UNMANNED AIRCRAFT,93994917.0,1,1,0,2028,0
Marine Boat Works,1940,SMALL CRAFT,93811550.45,11,6,9,2027,0
Jrc Integrated,R425,SUPPORT- PROFESSIONAL: ENGINEE,93772178.22,2,2,4,2026,0
Cambridge International,5820,RADIO AND TELEVISION COMMUNICA,93712424.20000002,5,4,5,2026,0
Gryphon L C,R499,SUPPORT- PROFESSIONAL: OTHER,93390828.37,1,1,0,2022,0
Tristar,R425,SUPPORT- PROFESSIONAL: ENGINEE,92838825.39,1,1,0,2026,0
Drs Naval Power,2090,MISCELLANEOUS SHIP AND MARINE ,92559239.29,1,1,0,2026,0
Energy,R499,SUPPORT- PROFESSIONAL: OTHER,92453248.66,2,2,7,2041,0
Leidos,AC13,NATIONAL DEFENSE R&D SERVICES;,92132316.00999999,4,3,2,2027,0
General Dynamics,D310,IT AND TELECOM- CYBER SECURITY,92114195.47,1,1,0,2023,0
Kms Solutions,R408,SUPPORT- PROFESSIONAL: PROGRAM,91955139.48,1,1,0,2025,0
L3Harris,5895,MISCELLANEOUS COMMUNICATION EQ,91691469.82999998,13,9,16,2026,0
RTX,5985,"ANTENNAS, WAVEGUIDES, AND RELA",91512439.44999999,4,3,15,2028,0
BAE Systems,D399,IT AND TELECOM- OTHER IT AND T,91393677.35,2,2,3,2024,0
Northrop Grumman,H159,QUALITY CONTROL- ELECTRICAL AN,91180116.87,1,1,0,2011,0
Caci Iss,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,91054522.94,1,1,0,2019,0
Nightwing,5810,COMMUNICATIONS SECURITY EQUIPM,90854472.00000001,36,8,7,2019,0
Akima Engineering,R425,SUPPORT- PROFESSIONAL: ENGINEE,90743055.24000001,5,5,5,2026,0
Oceaneering International,R425,SUPPORT- PROFESSIONAL: ENGINEE,90304168.72999999,3,3,17,2027,1
Antech,DA01,IT AND TELECOM - BUSINESS APPL,90301906.82,2,1,0,2026,0
Science Applications International,AC55,R&D- DEFENSE SYSTEM: WEAPONS (,90082941.01,1,1,0,2025,0
Research,AC13,NATIONAL DEFENSE R&D SERVICES;,89939792.15,5,4,3,2027,0
Toyon Research,AC27,R&D- DEFENSE SYSTEM: MISSILE/S,89933468.43,1,1,0,2027,0
Management Services,7G21,IT AND TELECOM - NETWORK: DIGI,89674044.66999999,7,3,2,2026,0
Service,R425,SUPPORT- PROFESSIONAL: ENGINEE,89418796.17,3,3,20,2027,1
R F Products,5985,"ANTENNAS, WAVEGUIDES, AND RELA",89394231.0,4,4,4,2028,0
Booz Allen,DF01,IT AND TELECOM - IT MANAGEMENT,89315370.14,4,3,3,2026,0
L3,1905,COMBAT SHIPS AND LANDING VESSE,89034621.57,3,3,3,2026,0
Hexagon Federal,2090,MISCELLANEOUS SHIP AND MARINE ,88470972.81999998,17,8,7,2028,0
Leidos,AN42,HEALTH R&D SERVICES; HEALTH CA,87896279.28,9,7,7,2026,0
Eastern Research,R425,SUPPORT- PROFESSIONAL: ENGINEE,87382571.2,1,1,0,2026,0
Client Solution Architects,R408,SUPPORT- PROFESSIONAL: PROGRAM,86613798.62,1,1,0,2019,0
Texas Instruments,5841,"RADAR EQUIPMENT, AIRBORNE",86598753.0,1,1,0,2015,0
Amentum,D316,IT AND TELECOM- TELECOMMUNICAT,86077593.83,1,1,0,2018,0
Advanced And Research,R425,SUPPORT- PROFESSIONAL: ENGINEE,85698527.82,2,2,12,2027,0
Tekla Research,R408,SUPPORT- PROFESSIONAL: PROGRAM,85606356.28,1,1,0,2026,0
Tatitlek Training Services,B541,SPECIAL STUDIES/ANALYSIS- DEFE,85497232.28,2,1,0,2016,0
Caci Federal,D302,IT AND TELECOM- SYSTEMS DEVELO,85005059.11999999,71,8,7,2018,0
L3,1240,OPTICAL SIGHTING AND RANGING E,84628759.0,4,3,5,2027,0
Schafer Government Services,AD92,R&D- DEFENSE OTHER: OTHER (APP,84329686.33,1,1,0,2021,0
Vsolvit,D399,IT AND TELECOM- OTHER IT AND T,84260524.41999999,59,8,7,2025,0
Goodrich,5845,UNDERWATER SOUND EQUIPMENT,84065029.19,29,12,11,2028,0
Massa Products,5845,UNDERWATER SOUND EQUIPMENT,84016422.11000001,73,13,13,2029,0
Psi Pax,R425,SUPPORT- PROFESSIONAL: ENGINEE,83992545.34,2,2,5,2026,0
Amentum,AC51,R&D- DEFENSE SYSTEM: WEAPONS (,83907378.71,3,1,0,2022,0
Rockwell Collins,J016,MAINT/REPAIR/REBUILD OF EQUIPM,83907252.83,1,1,0,2026,0
Ptc,D325,IT AND TELECOM- DATA CENTERS A,83868386.21,1,1,0,2025,0
General Electric,2835,GAS TURBINES AND JET ENGINES; ,83354452.52000001,4,4,5,2024,0
Boeing,R425,SUPPORT- PROFESSIONAL: ENGINEE,83309707.5,1,1,0,2023,0
Hpi Federal,D306,IT AND TELECOM- SYSTEMS ANALYS,83033826.86,3,1,0,2021,0
BAE Systems,5895,MISCELLANEOUS COMMUNICATION EQ,82995307.83000001,30,11,14,2028,0
Innovasystems International,DF01,IT AND TELECOM - IT MANAGEMENT,82877634.93,1,1,0,2026,0
