action_date,war_gov_id,source_url,piid,in_scope_ddg_piid,amount_usd,prime,prime_location,expected_completion,pop_biw_site_pct,pop_ingalls_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_ddg_new_construction_tam,program_refined,ddg_relevance
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,33840000,,,February 2027,0.0,0.0,44.0,0.0,"Tucson, Arizona 13% | Louisville, Kentucky 13% | Tempe, Arizona 8% | Huntsville, Alabama 4% | Berryville, Arkansas 2% | San Diego, California 2% | Denison, Texas 2%","(Awarded June 5, 2024) Raytheon, Tucson, Arizona, is awarded a $33,840,000 firm-fixed-price contract modification to previously-awarded contract N00024-21-C-5401 for fiscal 2024 Rolling Airframe Missile (RAM) Mod 5 Guided Missile Launching System (GMLS) requirements and spares. Work will be performed in Ottobrunn, Germany, (46%); Tucson, Arizona (13%); Louisville, Kentucky (13%); Tempe, Arizona (8%); Huntsville, Alabama (4%); Berryville, Arkansas (2%); San Diego, California (2%); Denison, Texas (2%); and various locations across the U.S., each less than 1% (10%), and is expected to be completed by February 2027. Fiscal 2024 shipbuilding conversion Navy funds in the amount of $16,198,777 (49%); fiscal 2024 other procurement Navy funds in the amount of $9,890,859 (31%); German MOU funds in the amount of $3,134,837 (9%); Foreign Military Sales funds in the amount of $1,604,455 (6%); and fiscal 2024 operations and maintenance Navy funds in the amount of $1,600,000 (5%) will be obligated at time of award, and funds in the amount of $1,600,000 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,fms,fms,,no,ddg_gfe_weapons,borderline
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,17584176,L3Harris Technologies,"Northampton, Massachusetts",November 2026,0.0,0.0,100.0,0.0,"Work will be performed in Bologna, Italy 74% | Northampton, Massachusetts 26%","L3Harris Technologies, Northampton, Massachusetts, is awarded a $17,584,176 firm-fixed-price modification to previously awarded contract N00024-20-C-6205 to exercise options for system production and associated components in support of all new-construction and in-service class submarines. Work will be performed in Bologna, Italy (74%); and Northampton, Massachusetts (26%), and is expected to be completed by November 2026. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $17,584,176 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,other,,,no,non_ddg,no
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,,,,,0.0,0.0,0.0,0.0,,"MISSILE DEFENSE AGENCY Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is being awarded a sole-source hybrid (cost-plus-incentive-fee and cost-plus-fixed-fee) contract with a total value of $39,237,294, inclusive of options. Under this follow-on contract, the contractor will provide operations and sustainment and logistics services to the Aegis Combat System and its elements/sub elements at Aegis Ashore Missile Defense Test Complex-Pacific Missile Range Facility in Kauai, Hawaii. The contractor will also support and implement the Labyrinth Shield Shielding Effectiveness project at host nations and conduct special studies to benefit Aegis Missile Defense capabilities and performance. The work will be performed in Kauai, Hawaii; and Moorestown, New Jersey, with an estimated completion date of May 2029. The period of performance is from May 16, 2024, through May 15, 2029. Fiscal 2024 research, development, test, and evaluation funds in the amount of $2,387,790 will be obligated at the time of award. The Missile Defense Agency, Dahlgren, Virginia, is the contracting activity (HQ085124C0002).",ddg_gfe_aegis,ddg_gfe_aegis,component_procurement,sustainment_maintenance,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2024-06-12,3804866,https://www.defense.gov/News/Contracts/Contract/Article/3804866/  (via web.archive.org),,no,12483446,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",,0.0,0.0,100.0,0.0,"Moorestown, New Jersey 100% [parsed from single-site]","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $12,483,446 cost-plus-incentive-fee modification to previously awarded contract N00024-19-C-5602 to exercise options for Frigate combat system ship integration and testing. Work will be performed in Moorestown, New Jersey, and is expected to be completed by June 11, 2025. Fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $994,180 (34%); fiscal 2020 shipbuilding and conversion (Navy) funds in the amount of $974,070 (33%); fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $744,186 (25%); and fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $249,758 (8%), will be obligated at time of award and funds will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",surface_other,surface_other,component_procurement,,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2024-06-13,3806586,https://www.defense.gov/News/Contracts/Contract/Article/3806586/  (via web.archive.org),,no,244692240,,,April 2027,0.0,0.0,96.0,0.0,"Work will be performed in Baltimore, Maryland 52% | Tampa, Florida 8% | Andover, Massachusetts 5% | Chelmsford, Massachusetts 5% | San Diego, California 3% | Saginaw, Michigan 2% | Rolling Meadows, Illinois 2% | Los Angeles, California 2% | Stafford Springs, Connecticut 2% | Woodridge, Illinois 1% | Passaic, New Jersey 1% | Minneapolis, Minnesota 1% | Glendale, Arizona 1% | Elk Grove Village, Illinois 1% | White Marsh, Maryland 1% | Tucson, Arizona 1% | Woburn, Massachusetts 1% | Washington, North Carolina 1% | Richardson, Texas 1% | El Cajon, California 1% | Hiawatha, Iowa 1% | Littleton, California 1% | Glendale, California 1% | Rochester, New York 1%","Northrop Grumman Systems Corp., Mission Systems Sector, Linthicum Heights, Maryland, was awarded a $244,692,240 firm-fixed-price modification to previously awarded contract N00024-20-C-5519 to exercise an option for production of Surface Electronic Warfare Improvement Program Block 3 electronic attack hemisphere systems and ancillary hardware equipment. Work will be performed in Baltimore, Maryland (52%); Tampa, Florida (8%); Andover, Massachusetts (5%); Chelmsford, Massachusetts (5%); San Diego, California (3%); Saginaw, Michigan (2%); Rolling Meadows, Illinois (2%); Los Angeles, California (2%); Stafford Springs, Connecticut (2%); Woodridge, Illinois (1%); Passaic, New Jersey (1%); Minneapolis, Minnesota (1%); Glendale, Arizona (1%); Elk Grove Village, Illinois (1%); White Marsh, Maryland (1%); Tucson, Arizona (1%); Woburn, Massachusetts (1%); Washington, North Carolina (1%); Richardson, Texas (1%); El Cajon, California (1%); Hiawatha, Iowa (1%); Littleton, California (1%); Glendale, California (1%); Rochester, New York (1%); and miscellaneous locations - each less than 1% (4%), and is expected to be completed by April 2027. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $124,541,031 (51%); and fiscal 2024 other procurement (Navy) funds in the amount of $120,151,209 (49%), will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-06-14,3808062,https://www.defense.gov/News/Contracts/Contract/Article/3808062/  (via web.archive.org),N00024-24-C-4212,no,202733090,,,,100.0,0.0,0.0,0.0,"Bath, Maine 100% [parsed from single-site]","General Dynamics, Bath Iron Works, Bath, Maine, is being awarded a $202,733,090 cost-plus-award-fee contract, for DDG 51 Class Planning Yard. This contract includes options which, if exercised, would bring the cumulative value of this contract to $1,130,051,137. Work will be performed in Bath, Maine, and is expected to be completed by July 31, 2029. Fiscal 2024 operation and maintenance (Navy) funds in the amount of $5,992,369 (45%); and fiscal 2024 other procurement (Navy) funds in the amount of $7,216,706 (55%), will be obligated at time of award, of which $5,992,369 will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 2304(c)(1) (only one responsible source and no other supplies or services will satisfy agency requirements). Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-24-C-4212).",ddg51,ddg51,construction,lead_yard,,yes,ddg51,yes_new_construction
2024-06-17,3809606,https://www.defense.gov/News/Contracts/Contract/Article/3809606/  (via web.archive.org),N00024-21-C-6425,no,20740804,General Dynamics Mission Systems,"Fairfax, Virginia",,0.0,0.0,100.0,0.0,"Taunton, Massachusetts 100% [parsed from single-site]","General Dynamics Mission Systems, Fairfax, Virginia, is awarded a $20,740,804 cost-plus-fixed-fee modification to previously awarded contract (N00024-21-C-6425) to exercise an option for Hammerhead units. Work will be performed in Taunton, Massachusetts, and is expected to complete by June 2026. Fiscal 2024 weapons procurement (Navy) funds in the amount of $20,740,804 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-06-17,3809606,https://www.defense.gov/News/Contracts/Contract/Article/3809606/  (via web.archive.org),N00024-19-C-6118,no,11996038,Progeny Systems Corp.,"Manassas, Virginia",July 2026,0.0,0.0,100.0,0.0,"Manassas, Virginia 100% [parsed from single-site]","Progeny Systems Corp., Manassas, Virginia, is awarded an $11,996,038 cost-plus fixed-fee modification to previously awarded contract (N00024-19-C-6118) to exercise options to provide engineering and technical support including modernizing Virginia Class Block I/II submarines to include the common weapon launcher. Work will be performed in Manassas, Virginia, and is expected to be completed by July 2026. Fiscal 2024 other procurement (Navy) funds in the amount of $10,535,000 (97%); fiscal 2024 research, development, test and evaluation (Navy) funds in the amount of $200,086 (2%); and Royal Australian Navy funds in the amount of $147,833 (1%), will be obligated at the time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",va,va;sub_other,engineering,engineering,,no,non_ddg,no
2024-06-21,3814112,https://www.defense.gov/News/Contracts/Contract/Article/3814112/  (via web.archive.org),N00024-18-D-6401,no,,,,February 2028,0.0,0.0,100.0,0.0,"State College, Pennsylvania 100% [parsed from single-site]","The Applied Research Laboratory (ARL), Pennsylvania State University (PSU), State College, Pennsylvania, is awarded a cost-plus-fixed-fee, indefinite-delivery/indefinite-quantity modification with a ceiling increase of $1,390,000,000 to a previously awarded contract (N00024-18-D-6401) for research, development, engineering, and test and evaluation for programs throughout the Department of Defense (DOD) within its approved core competency areas of: (1) guidance, navigation and control, (2) advanced thermal propulsions, (3) advanced propulsors, (4) materials technology and manufacturing technology, (5) atmosphere and defense communications, and (6) mission related and public service. Work will be performed in State College, Pennsylvania, and is expected to be completed by February 2028. Funds of multiple different appropriation types and years from program offices and agencies throughout the DOD may be obligated on individual task orders for efforts that fall within the ARL/PSU core competency areas. Naval Sea Systems Command, Washington Navy Yard, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-06-21,3814112,https://www.defense.gov/News/Contracts/Contract/Article/3814112/  (via web.archive.org),N00024-17-C-2301,no,47451920,Austal USA,"Mobile, Alabama",June 2025,0.0,0.0,100.0,0.0,"Work will be performed in Mobile, Alabama 60% | Pittsfield, Massachusetts 40%","Austal USA, Mobile, Alabama, is awarded a $47,451,920 cost-plus-fixed-fee, firm-fixed-price, and cost-only modification to previously awarded contract (N00024-17-C-2301) to exercise an option for Littoral Combat Ships class design support, and integrated data and product model environment support. Work will be performed in Mobile, Alabama (60%); and Pittsfield, Massachusetts (40%), and is expected to be completed by June 2025. Fiscal 2019 shipbuilding and conversion (Navy) funding in the amount of $4,999,660 (99.9%) will be obligated at time of award. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $340 (< 1%) will also be obligated at time of award and will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-06-21,3814112,https://www.defense.gov/News/Contracts/Contract/Article/3814112/  (via web.archive.org),N00024-24-C-6230,no,24472588,Progeny Systems LLC,"Manassas, Virginia",June 2025,0.0,0.0,100.0,0.0,"Work will be performed in Manassas, Virginia 65% | Middletown, Rhode Island 25% | San Diego, California 10%","Progeny Systems LLC, Manassas, Virginia, is awarded a $24,472,588 cost-plus-fixed fee and cost only contract for engineering and technical support including software development, and hardware and software integration to Navy Submarines. This contract includes options which, if exercised, would bring the cumulative value to $120,710,357. Work will be performed in Manassas, Virginia (65%); Middletown, Rhode Island (25%); and San Diego, California (10%), and is expected to be completed by June 2025. If all options are exercised, work will continue through June 2029. Fiscal 2024 research, development, test, and evaluation (Navy) funds in the amount of $10,477,834 (100%) will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was not competitively procured pursuant to 10 U.S. Code 3204(a)(5). The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-24-C-6230).",sub_other,sub_other,engineering,engineering,,no,non_ddg,no
