uei,naics6,desc,is_primary,dollars
JRUCKDSNXKD5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,37486158.23
JRUCKDSNXKD5,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",,37486158.23
JRUCKDSNXKD5,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",,37486158.23
JRUCKDSNXKD5,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,Y,37486158.23
JRUCKDSNXKD5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,37486158.23
JRUCKDSNXKD5,336411,Aircraft Manufacturing ,,37486158.23
JRUCKDSNXKD5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,37486158.23
JRUCKDSNXKD5,336414,Guided Missile and Space Vehicle Manufacturing ,,37486158.23
JRUCKDSNXKD5,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,37486158.23
JRUCKDSNXKD5,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,37486158.23
JRUCKDSNXKD5,336611,Ship Building and Repairing ,,37486158.23
JRUCKDSNXKD5,339999,All Other Miscellaneous Manufacturing ,,37486158.23
SSD8KRDXKG46,236210,Industrial Building Construction ,,36673685.61
SSD8KRDXKG46,236220,Commercial and Institutional Building Construction ,,36673685.61
SSD8KRDXKG46,238210,Electrical Contractors and Other Wiring Installation Contractors,Y,36673685.61
SSD8KRDXKG46,238390,Other Building Finishing Contractors,,36673685.61
SSD8KRDXKG46,238990,All Other Specialty Trade Contractors,,36673685.61
SSD8KRDXKG46,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,,36673685.61
SSD8KRDXKG46,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,36673685.61
SSD8KRDXKG46,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,36673685.61
SSD8KRDXKG46,334290,Other Communications Equipment Manufacturing,,36673685.61
SSD8KRDXKG46,334419,Other Electronic Component Manufacturing ,,36673685.61
SSD8KRDXKG46,334519,Other Measuring and Controlling Device Manufacturing ,,36673685.61
SSD8KRDXKG46,336611,Ship Building and Repairing ,,36673685.61
SSD8KRDXKG46,336612,Boat Building ,,36673685.61
SSD8KRDXKG46,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,36673685.61
SSD8KRDXKG46,339950,Sign Manufacturing,,36673685.61
SSD8KRDXKG46,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,36673685.61
SSD8KRDXKG46,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,,36673685.61
SSD8KRDXKG46,424690,Other Chemical and Allied Products Merchant Wholesalers ,,36673685.61
SSD8KRDXKG46,541330,Engineering Services,,36673685.61
SSD8KRDXKG46,561621,Security Systems Services (except Locksmiths) ,,36673685.61
MSFLXVQVJMG4,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Y,36671594.4
MSFLXVQVJMG4,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,36671594.4
VL18ZH6YLPY5,333611,Turbine and Turbine Generator Set Units Manufacturing ,Y,36064690.83
VL18ZH6YLPY5,334290,Other Communications Equipment Manufacturing,,36064690.83
VL18ZH6YLPY5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,36064690.83
VL18ZH6YLPY5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,36064690.83
VL18ZH6YLPY5,336412,Aircraft Engine and Engine Parts Manufacturing ,,36064690.83
VL18ZH6YLPY5,541330,Engineering Services,,36064690.83
GZ57A195G7K6,541330,Engineering Services,Y,35675634.0
GZ57A195G7K6,541340,Drafting Services,,35675634.0
WUDSRNBSYC17,332111,Iron and Steel Forging ,,35598422.98
WUDSRNBSYC17,336611,Ship Building and Repairing ,Y,35598422.98
WUDSRNBSYC17,336612,Boat Building ,,35598422.98
PUG1H9MFJD63,331221,Rolled Steel Shape Manufacturing ,,35259795.0
PUG1H9MFJD63,331318,"Other Aluminum Rolling, Drawing, and Extruding ",,35259795.0
PUG1H9MFJD63,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",,35259795.0
PUG1H9MFJD63,332311,Prefabricated Metal Building and Component Manufacturing ,,35259795.0
PUG1H9MFJD63,332313,Plate Work Manufacturing ,Y,35259795.0
PUG1H9MFJD63,332420,Metal Tank (Heavy Gauge) Manufacturing,,35259795.0
PUG1H9MFJD63,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,35259795.0
PUG1H9MFJD63,336611,Ship Building and Repairing ,,35259795.0
MU3CM1145E44,332993,Ammunition (except Small Arms) Manufacturing ,,34894132.46
MU3CM1145E44,334111,Electronic Computer Manufacturing ,,34894132.46
MU3CM1145E44,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,,34894132.46
MU3CM1145E44,334290,Other Communications Equipment Manufacturing,,34894132.46
MU3CM1145E44,334419,Other Electronic Component Manufacturing ,,34894132.46
MU3CM1145E44,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,34894132.46
MU3CM1145E44,335314,Relay and Industrial Control Manufacturing ,,34894132.46
MU3CM1145E44,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,34894132.46
MU3CM1145E44,541330,Engineering Services,,34894132.46
MU3CM1145E44,541511,Custom Computer Programming Services ,,34894132.46
MU3CM1145E44,541513,Computer Facilities Management Services ,,34894132.46
MU3CM1145E44,541519,Other Computer Related Services,,34894132.46
MU3CM1145E44,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",Y,34894132.46
MU3CM1145E44,541720,Research and Development in the Social Sciences and Humanities ,,34894132.46
WN1PJNXJJ831,332410,Power Boiler and Heat Exchanger Manufacturing,,33359468.0
WN1PJNXJJ831,332420,Metal Tank (Heavy Gauge) Manufacturing,,33359468.0
WN1PJNXJJ831,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Y,33359468.0
WN1PJNXJJ831,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,33359468.0
RLXQHCXFT513,332112,Nonferrous Forging ,,32953574.2
RLXQHCXFT513,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,32953574.2
RLXQHCXFT513,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Y,32953574.2
MC77SUMRLXY5,332911,Industrial Valve Manufacturing ,Y,32094185.53
F8M5LJA6LJL4,332911,Industrial Valve Manufacturing ,Y,31618565.27
F8M5LJA6LJL4,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,31618565.27
F8M5LJA6LJL4,333995,Fluid Power Cylinder and Actuator Manufacturing ,,31618565.27
F8M5LJA6LJL4,333996,Fluid Power Pump and Motor Manufacturing ,,31618565.27
F8M5LJA6LJL4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,31618565.27
QKJUKKE5WPA8,332313,Plate Work Manufacturing ,,31589257.01
QKJUKKE5WPA8,332710,Machine Shops,,31589257.01
QKJUKKE5WPA8,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,31589257.01
QKJUKKE5WPA8,336611,Ship Building and Repairing ,Y,31589257.01
QKJUKKE5WPA8,541380,Testing Laboratories and Services,,31589257.01
LM35HWEVUPH3,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,31566711.75
LM35HWEVUPH3,423840,Industrial Supplies Merchant Wholesalers,,31566711.75
LM35HWEVUPH3,541330,Engineering Services,,31566711.75
LM35HWEVUPH3,541613,Marketing Consulting Services ,Y,31566711.75
LM35HWEVUPH3,541690,Other Scientific and Technical Consulting Services,,31566711.75
LM35HWEVUPH3,541990,"All Other Professional, Scientific, and Technical Services",,31566711.75
HLE1E2KALJA5,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",Y,31354153.48
M4ELQDG7JLM5,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Y,31039020.04
KCYPSYNH1M94,332322,Sheet Metal Work Manufacturing ,,30924048.75
KCYPSYNH1M94,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,30924048.75
KCYPSYNH1M94,336611,Ship Building and Repairing ,Y,30924048.75
KCYPSYNH1M94,336612,Boat Building ,,30924048.75
KCYPSYNH1M94,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,30924048.75
XYNDM1Y7XGG7,332710,Machine Shops,,30716659.98
XYNDM1Y7XGG7,332721,Precision Turned Product Manufacturing ,,30716659.98
XYNDM1Y7XGG7,332991,Ball and Roller Bearing Manufacturing,Y,30716659.98
XYNDM1Y7XGG7,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,30716659.98
XYNDM1Y7XGG7,333613,Mechanical Power Transmission Equipment Manufacturing ,,30716659.98
XYNDM1Y7XGG7,336611,Ship Building and Repairing ,,30716659.98
XYNDM1Y7XGG7,541330,Engineering Services,,30716659.98
XYNDM1Y7XGG7,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,30716659.98
TY25RCEB5FF3,238120,Structural Steel and Precast Concrete Contractors ,,30276761.49
TY25RCEB5FF3,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,30276761.49
TY25RCEB5FF3,331221,Rolled Steel Shape Manufacturing ,,30276761.49
TY25RCEB5FF3,332312,Fabricated Structural Metal Manufacturing ,,30276761.49
TY25RCEB5FF3,332313,Plate Work Manufacturing ,,30276761.49
TY25RCEB5FF3,332420,Metal Tank (Heavy Gauge) Manufacturing,,30276761.49
TY25RCEB5FF3,332710,Machine Shops,,30276761.49
TY25RCEB5FF3,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,30276761.49
TY25RCEB5FF3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Y,30276761.49
JG6AMW7E23Z6,488510,Freight Transportation Arrangement ,Y,30220891.32
J645RTMFWMW1,339999,All Other Miscellaneous Manufacturing ,Y,29906676.48
MAENKG4UJLK8,332322,Sheet Metal Work Manufacturing ,,29314650.0
MAENKG4UJLK8,332993,Ammunition (except Small Arms) Manufacturing ,,29314650.0
MAENKG4UJLK8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",Y,29314650.0
MAENKG4UJLK8,336414,Guided Missile and Space Vehicle Manufacturing ,,29314650.0
MAENKG4UJLK8,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,29314650.0
K294P4QJHFU9,541611,Administrative Management and General Management Consulting Services ,Y,28458832.8
K294P4QJHFU9,541613,Marketing Consulting Services ,,28458832.8
K294P4QJHFU9,541618,Other Management Consulting Services ,,28458832.8
F76KN7T9YP64,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,28271585.72
F76KN7T9YP64,333613,Mechanical Power Transmission Equipment Manufacturing ,Y,28271585.72
F76KN7T9YP64,541330,Engineering Services,,28271585.72
GJNEBDUDNTA1,238290,Other Building Equipment Contractors ,,28124701.0
GJNEBDUDNTA1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,Y,28124701.0
GJNEBDUDNTA1,813920,Professional Organizations ,,28124701.0
X6N2CNV552X7,237990,Other Heavy and Civil Engineering Construction ,,27906272.1
X6N2CNV552X7,336611,Ship Building and Repairing ,Y,27906272.1
X6N2CNV552X7,541330,Engineering Services,,27906272.1
X6N2CNV552X7,561990,All Other Support Services,,27906272.1
WSK3WRSGKAU1,332410,Power Boiler and Heat Exchanger Manufacturing,Y,27393928.43
WSK3WRSGKAU1,336611,Ship Building and Repairing ,,27393928.43
WSK3WRSGKAU1,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,27393928.43
WSK3WRSGKAU1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,27393928.43
MKXMUFJJYLY5,333996,Fluid Power Pump and Motor Manufacturing ,,26650988.96
MKXMUFJJYLY5,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,26650988.96
MKXMUFJJYLY5,335312,Motor and Generator Manufacturing ,Y,26650988.96
MKXMUFJJYLY5,335313,Switchgear and Switchboard Apparatus Manufacturing ,,26650988.96
MKXMUFJJYLY5,335314,Relay and Industrial Control Manufacturing ,,26650988.96
MKXMUFJJYLY5,335931,Current-Carrying Wiring Device Manufacturing ,,26650988.96
MKXMUFJJYLY5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,26650988.96
MKXMUFJJYLY5,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,26650988.96
FCK2D4PSV1L2,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Y,26625903.56
LL3PZJHUKZV3,332312,Fabricated Structural Metal Manufacturing ,Y,26261318.19
LL3PZJHUKZV3,332313,Plate Work Manufacturing ,,26261318.19
LL3PZJHUKZV3,332322,Sheet Metal Work Manufacturing ,,26261318.19
LL3PZJHUKZV3,332323,Ornamental and Architectural Metal Work Manufacturing ,,26261318.19
LL3PZJHUKZV3,332710,Machine Shops,,26261318.19
LL3PZJHUKZV3,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",,26261318.19
LL3PZJHUKZV3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,26261318.19
LL3PZJHUKZV3,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,,26261318.19
HUK5MJK4MH39,332911,Industrial Valve Manufacturing ,Y,25435611.96
LR2HQKYJLDZ7,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Y,24815363.35
KNEFNMWXBK39,238210,Electrical Contractors and Other Wiring Installation Contractors,,24733320.83
KNEFNMWXBK39,332710,Machine Shops,,24733320.83
KNEFNMWXBK39,333511,Industrial Mold Manufacturing ,,24733320.83
KNEFNMWXBK39,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,24733320.83
KNEFNMWXBK39,334419,Other Electronic Component Manufacturing ,,24733320.83
KNEFNMWXBK39,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,24733320.83
KNEFNMWXBK39,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,24733320.83
KNEFNMWXBK39,335313,Switchgear and Switchboard Apparatus Manufacturing ,,24733320.83
KNEFNMWXBK39,335314,Relay and Industrial Control Manufacturing ,,24733320.83
KNEFNMWXBK39,335931,Current-Carrying Wiring Device Manufacturing ,,24733320.83
KNEFNMWXBK39,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,24733320.83
KNEFNMWXBK39,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,24733320.83
KNEFNMWXBK39,339999,All Other Miscellaneous Manufacturing ,,24733320.83
KNEFNMWXBK39,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",Y,24733320.83
KNEFNMWXBK39,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,24733320.83
KNEFNMWXBK39,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,24733320.83
KNEFNMWXBK39,423840,Industrial Supplies Merchant Wholesalers,,24733320.83
KNEFNMWXBK39,541330,Engineering Services,,24733320.83
C9C6HPQLL4A8,221114,Solar Electric Power Generation ,,23641905.35
C9C6HPQLL4A8,333120,Construction Machinery Manufacturing,Y,23641905.35
C9C6HPQLL4A8,333131,Mining Machinery and Equipment Manufacturing ,,23641905.35
C9C6HPQLL4A8,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,,23641905.35
C9C6HPQLL4A8,333618,Other Engine Equipment Manufacturing ,,23641905.35
C9C6HPQLL4A8,333922,Conveyor and Conveying Equipment Manufacturing ,,23641905.35
C9C6HPQLL4A8,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",,23641905.35
C9C6HPQLL4A8,333995,Fluid Power Cylinder and Actuator Manufacturing ,,23641905.35
C9C6HPQLL4A8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,23641905.35
C9C6HPQLL4A8,335312,Motor and Generator Manufacturing ,,23641905.35
C9C6HPQLL4A8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,23641905.35
C9C6HPQLL4A8,336120,Heavy Duty Truck Manufacturing,,23641905.35
C9C6HPQLL4A8,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,23641905.35
C9C6HPQLL4A8,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,23641905.35
C9C6HPQLL4A8,423490,Other Professional Equipment and Supplies Merchant Wholesalers ,,23641905.35
C9C6HPQLL4A8,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,,23641905.35
C9C6HPQLL4A8,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,23641905.35
C9C6HPQLL4A8,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,,23641905.35
C9C6HPQLL4A8,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",,23641905.35
C9C6HPQLL4A8,561210,Facilities Support Services,,23641905.35
C9C6HPQLL4A8,611430,Professional and Management Development Training ,,23641905.35
C9C6HPQLL4A8,611519,Other Technical and Trade Schools ,,23641905.35
U23DM4ULNLS3,336611,Ship Building and Repairing ,Y,23483999.41
U23DM4ULNLS3,488390,Other Support Activities for Water Transportation,,23483999.41
U23DM4ULNLS3,541330,Engineering Services,,23483999.41
FGNQE3RF1FK5,332911,Industrial Valve Manufacturing ,Y,23333483.67
FGNQE3RF1FK5,334419,Other Electronic Component Manufacturing ,,23333483.67
FGNQE3RF1FK5,335312,Motor and Generator Manufacturing ,,23333483.67
FGNQE3RF1FK5,335314,Relay and Industrial Control Manufacturing ,,23333483.67
FGNQE3RF1FK5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,23333483.67
E9DKKLZNCQS9,332510,Hardware Manufacturing,,22453880.24
E9DKKLZNCQS9,334419,Other Electronic Component Manufacturing ,Y,22453880.24
E9DKKLZNCQS9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,22453880.24
E9DKKLZNCQS9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,22453880.24
E9DKKLZNCQS9,339999,All Other Miscellaneous Manufacturing ,,22453880.24
E84NNWLU6RK3,221113,Nuclear Electric Power Generation ,,22285090.0
E84NNWLU6RK3,332710,Machine Shops,Y,22285090.0
E84NNWLU6RK3,332721,Precision Turned Product Manufacturing ,,22285090.0
E84NNWLU6RK3,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",,22285090.0
E84NNWLU6RK3,336412,Aircraft Engine and Engine Parts Manufacturing ,,22285090.0
E84NNWLU6RK3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,22285090.0
E84NNWLU6RK3,336414,Guided Missile and Space Vehicle Manufacturing ,,22285090.0
E84NNWLU6RK3,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,22285090.0
