uei,naics6,naics_desc,is_primary
TY25RCEB5FF3,332420,Metal Tank (Heavy Gauge) Manufacturing,
TY25RCEB5FF3,332710,Machine Shops,
TY25RCEB5FF3,332996,Fabricated Pipe and Pipe Fitting Manufacturing,
TY25RCEB5FF3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
JG6AMW7E23Z6,488510,Freight Transportation Arrangement,Y
MAENKG4UJLK8,332322,Sheet Metal Work Manufacturing,
MAENKG4UJLK8,332993,Ammunition (except Small Arms) Manufacturing,
MAENKG4UJLK8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
MAENKG4UJLK8,336414,Guided Missile and Space Vehicle Manufacturing,
MAENKG4UJLK8,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
K294P4QJHFU9,541611,Administrative Management and General Management Consulting Services,Y
K294P4QJHFU9,541613,Marketing Consulting Services,
K294P4QJHFU9,541618,Other Management Consulting Services,
F76KN7T9YP64,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",
F76KN7T9YP64,333613,Mechanical Power Transmission Equipment Manufacturing,Y
F76KN7T9YP64,541330,Engineering Services,
GJNEBDUDNTA1,238290,Other Building Equipment Contractors,
GJNEBDUDNTA1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Y
GJNEBDUDNTA1,813920,Professional Organizations,
X6N2CNV552X7,237990,Other Heavy and Civil Engineering Construction,
X6N2CNV552X7,336611,Ship Building and Repairing,Y
X6N2CNV552X7,541330,Engineering Services,
X6N2CNV552X7,561990,All Other Support Services,
MKXMUFJJYLY5,333996,Fluid Power Pump and Motor Manufacturing,
MKXMUFJJYLY5,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
MKXMUFJJYLY5,335312,Motor and Generator Manufacturing,Y
MKXMUFJJYLY5,335313,Switchgear and Switchboard Apparatus Manufacturing,
MKXMUFJJYLY5,335314,Relay and Industrial Control Manufacturing,
MKXMUFJJYLY5,335931,Current-Carrying Wiring Device Manufacturing,
MKXMUFJJYLY5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
MKXMUFJJYLY5,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
FCK2D4PSV1L2,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Y
LL3PZJHUKZV3,332312,Fabricated Structural Metal Manufacturing,Y
LL3PZJHUKZV3,332313,Plate Work Manufacturing,
LL3PZJHUKZV3,332322,Sheet Metal Work Manufacturing,
LL3PZJHUKZV3,332323,Ornamental and Architectural Metal Work Manufacturing,
LL3PZJHUKZV3,332710,Machine Shops,
LL3PZJHUKZV3,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",
LL3PZJHUKZV3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
LL3PZJHUKZV3,423510,Metal Service Centers and Other Metal Merchant Wholesalers,
HUK5MJK4MH39,332911,Industrial Valve Manufacturing,Y
LR2HQKYJLDZ7,423830,Industrial Machinery and Equipment Merchant Wholesalers,Y
KNEFNMWXBK39,238210,Electrical Contractors and Other Wiring Installation Contractors,
KNEFNMWXBK39,332710,Machine Shops,
KNEFNMWXBK39,333511,Industrial Mold Manufacturing,
KNEFNMWXBK39,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
KNEFNMWXBK39,334419,Other Electronic Component Manufacturing,
KNEFNMWXBK39,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
KNEFNMWXBK39,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
KNEFNMWXBK39,335313,Switchgear and Switchboard Apparatus Manufacturing,
KNEFNMWXBK39,335314,Relay and Industrial Control Manufacturing,
KNEFNMWXBK39,335931,Current-Carrying Wiring Device Manufacturing,
KNEFNMWXBK39,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
KNEFNMWXBK39,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
KNEFNMWXBK39,339999,All Other Miscellaneous Manufacturing,
KNEFNMWXBK39,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Y
KNEFNMWXBK39,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
KNEFNMWXBK39,423830,Industrial Machinery and Equipment Merchant Wholesalers,
KNEFNMWXBK39,423840,Industrial Supplies Merchant Wholesalers,
KNEFNMWXBK39,541330,Engineering Services,
C9C6HPQLL4A8,221114,Solar Electric Power Generation,
C9C6HPQLL4A8,333120,Construction Machinery Manufacturing,Y
C9C6HPQLL4A8,333131,Mining Machinery and Equipment Manufacturing,
C9C6HPQLL4A8,333132,Oil and Gas Field Machinery and Equipment Manufacturing,
C9C6HPQLL4A8,333618,Other Engine Equipment Manufacturing,
C9C6HPQLL4A8,333922,Conveyor and Conveying Equipment Manufacturing,
C9C6HPQLL4A8,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",
C9C6HPQLL4A8,333995,Fluid Power Cylinder and Actuator Manufacturing,
C9C6HPQLL4A8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
C9C6HPQLL4A8,335312,Motor and Generator Manufacturing,
C9C6HPQLL4A8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
C9C6HPQLL4A8,336120,Heavy Duty Truck Manufacturing,
C9C6HPQLL4A8,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,
C9C6HPQLL4A8,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
C9C6HPQLL4A8,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
C9C6HPQLL4A8,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,
C9C6HPQLL4A8,423830,Industrial Machinery and Equipment Merchant Wholesalers,
C9C6HPQLL4A8,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,
C9C6HPQLL4A8,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",
C9C6HPQLL4A8,561210,Facilities Support Services,
C9C6HPQLL4A8,611430,Professional and Management Development Training,
C9C6HPQLL4A8,611519,Other Technical and Trade Schools,
U23DM4ULNLS3,336611,Ship Building and Repairing,Y
U23DM4ULNLS3,488390,Other Support Activities for Water Transportation,
U23DM4ULNLS3,541330,Engineering Services,
E9DKKLZNCQS9,332510,Hardware Manufacturing,
E9DKKLZNCQS9,334419,Other Electronic Component Manufacturing,Y
E9DKKLZNCQS9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
E9DKKLZNCQS9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
E9DKKLZNCQS9,339999,All Other Miscellaneous Manufacturing,
E84NNWLU6RK3,221113,Nuclear Electric Power Generation,
E84NNWLU6RK3,332710,Machine Shops,Y
E84NNWLU6RK3,332721,Precision Turned Product Manufacturing,
E84NNWLU6RK3,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",
E84NNWLU6RK3,336412,Aircraft Engine and Engine Parts Manufacturing,
E84NNWLU6RK3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
E84NNWLU6RK3,336414,Guided Missile and Space Vehicle Manufacturing,
E84NNWLU6RK3,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
E84NNWLU6RK3,336611,Ship Building and Repairing,
WVW5FMYALEL6,335313,Switchgear and Switchboard Apparatus Manufacturing,Y
SKKACASET588,334210,Telephone Apparatus Manufacturing,
SKKACASET588,334290,Other Communications Equipment Manufacturing,Y
SKKACASET588,334310,Audio and Video Equipment Manufacturing,
SKKACASET588,334419,Other Electronic Component Manufacturing,
SKKACASET588,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
DA1PDLWQ7BH4,332993,Ammunition (except Small Arms) Manufacturing,
DA1PDLWQ7BH4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
DA1PDLWQ7BH4,513210,Software Publishers,Y
DA1PDLWQ7BH4,541330,Engineering Services,
DA1PDLWQ7BH4,541511,Custom Computer Programming Services,
DA1PDLWQ7BH4,541512,Computer Systems Design Services,
DA1PDLWQ7BH4,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
QCFDU4MA1444,236210,Industrial Building Construction,Y
QCFDU4MA1444,236220,Commercial and Institutional Building Construction,
QCFDU4MA1444,238110,Poured Concrete Foundation and Structure Contractors,
QCFDU4MA1444,238210,Electrical Contractors and Other Wiring Installation Contractors,
QCFDU4MA1444,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
QCFDU4MA1444,238320,Painting and Wall Covering Contractors,
CW48SQ7KJX68,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,
CW48SQ7KJX68,332312,Fabricated Structural Metal Manufacturing,
CW48SQ7KJX68,332313,Plate Work Manufacturing,
CW48SQ7KJX68,332420,Metal Tank (Heavy Gauge) Manufacturing,
CW48SQ7KJX68,332439,Other Metal Container Manufacturing,
CW48SQ7KJX68,332510,Hardware Manufacturing,
CW48SQ7KJX68,332710,Machine Shops,
CW48SQ7KJX68,332721,Precision Turned Product Manufacturing,
CW48SQ7KJX68,333120,Construction Machinery Manufacturing,
CW48SQ7KJX68,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
CW48SQ7KJX68,335312,Motor and Generator Manufacturing,
CW48SQ7KJX68,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
CW48SQ7KJX68,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
CW48SQ7KJX68,336611,Ship Building and Repairing,Y
CW48SQ7KJX68,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
CW48SQ7KJX68,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
GUD4TJE3FN31,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Y
NTREK31GP8N3,334210,Telephone Apparatus Manufacturing,
NTREK31GP8N3,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
NTREK31GP8N3,334290,Other Communications Equipment Manufacturing,
NTREK31GP8N3,334417,Electronic Connector Manufacturing,Y
NTREK31GP8N3,334419,Other Electronic Component Manufacturing,
NTREK31GP8N3,335921,Fiber Optic Cable Manufacturing,
NTREK31GP8N3,335929,Other Communication and Energy Wire Manufacturing,
NTREK31GP8N3,493190,Other Warehousing and Storage,
NTREK31GP8N3,541330,Engineering Services,
G319AMB56SW5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
G319AMB56SW5,334419,Other Electronic Component Manufacturing,
G319AMB56SW5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
G319AMB56SW5,541330,Engineering Services,
C256E427Q518,332312,Fabricated Structural Metal Manufacturing,
C256E427Q518,332323,Ornamental and Architectural Metal Work Manufacturing,Y
MF1LU8RPCMB8,332313,Plate Work Manufacturing,Y
MF1LU8RPCMB8,332420,Metal Tank (Heavy Gauge) Manufacturing,
MF1LU8RPCMB8,332439,Other Metal Container Manufacturing,
MF1LU8RPCMB8,332710,Machine Shops,
MF1LU8RPCMB8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
FMC8BKMNMKF2,336412,Aircraft Engine and Engine Parts Manufacturing,
FMC8BKMNMKF2,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
FMC8BKMNMKF2,336611,Ship Building and Repairing,
FMC8BKMNMKF2,339999,All Other Miscellaneous Manufacturing,Y
JK4WJKLD44G9,331420,"Copper Rolling, Drawing, Extruding, and Alloying",
JK4WJKLD44G9,331511,Iron Foundries,
JK4WJKLD44G9,331513,Steel Foundries (except Investment),
JK4WJKLD44G9,331529,Other Nonferrous Metal Foundries (except Die-Casting),Y
JK4WJKLD44G9,332710,Machine Shops,
JK4WJKLD44G9,332811,Metal Heat Treating,
JK4WJKLD44G9,332991,Ball and Roller Bearing Manufacturing,
JK4WJKLD44G9,333618,Other Engine Equipment Manufacturing,
JK4WJKLD44G9,333921,Elevator and Moving Stairway Manufacturing,
JK4WJKLD44G9,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",
JK4WJKLD44G9,336412,Aircraft Engine and Engine Parts Manufacturing,
JK4WJKLD44G9,336510,Railroad Rolling Stock Manufacturing,
JK4WJKLD44G9,336611,Ship Building and Repairing,
JK4WJKLD44G9,336612,Boat Building,
JK4WJKLD44G9,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
JKPCAKFW8X93,331513,STEEL FOUNDRIES (EXCEPT INVESTMENT),
F1UZPBD1VBH9,221122,Electric Power Distribution,
F1UZPBD1VBH9,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,
F1UZPBD1VBH9,333248,All Other Industrial Machinery Manufacturing,
F1UZPBD1VBH9,334111,Electronic Computer Manufacturing,
F1UZPBD1VBH9,334112,Computer Storage Device Manufacturing,
F1UZPBD1VBH9,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
F1UZPBD1VBH9,334210,Telephone Apparatus Manufacturing,
F1UZPBD1VBH9,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
F1UZPBD1VBH9,334290,Other Communications Equipment Manufacturing,
F1UZPBD1VBH9,334310,Audio and Video Equipment Manufacturing,
F1UZPBD1VBH9,334412,Bare Printed Circuit Board Manufacturing,
F1UZPBD1VBH9,334413,Semiconductor and Related Device Manufacturing,
F1UZPBD1VBH9,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",
F1UZPBD1VBH9,334417,Electronic Connector Manufacturing,
F1UZPBD1VBH9,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
F1UZPBD1VBH9,334419,Other Electronic Component Manufacturing,
F1UZPBD1VBH9,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,
F1UZPBD1VBH9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
F1UZPBD1VBH9,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
F1UZPBD1VBH9,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
F1UZPBD1VBH9,334516,Analytical Laboratory Instrument Manufacturing,
F1UZPBD1VBH9,334610,Manufacturing and Reproducing Magnetic and Optical Media,
F1UZPBD1VBH9,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
F1UZPBD1VBH9,335313,Switchgear and Switchboard Apparatus Manufacturing,
F1UZPBD1VBH9,335921,Fiber Optic Cable Manufacturing,
F1UZPBD1VBH9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
F1UZPBD1VBH9,336411,Aircraft Manufacturing,
F1UZPBD1VBH9,337214,Office Furniture (except Wood) Manufacturing,
F1UZPBD1VBH9,339940,Office Supplies (except Paper) Manufacturing,
F1UZPBD1VBH9,339999,All Other Miscellaneous Manufacturing,
F1UZPBD1VBH9,449210,Electronics and Appliance Retailers,
F1UZPBD1VBH9,513210,Software Publishers,
F1UZPBD1VBH9,517121,Telecommunications Resellers,
F1UZPBD1VBH9,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
F1UZPBD1VBH9,541511,Custom Computer Programming Services,
F1UZPBD1VBH9,541512,Computer Systems Design Services,
F1UZPBD1VBH9,541513,Computer Facilities Management Services,
F1UZPBD1VBH9,541519,Other Computer Related Services,Y
F1UZPBD1VBH9,611420,Computer Training,
F1UZPBD1VBH9,811210,Electronic and Precision Equipment Repair and Maintenance,
H11HD5VHGHN3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Y
H11HD5VHGHN3,541330,Engineering Services,
H11HD5VHGHN3,541690,Other Scientific and Technical Consulting Services,
H11HD5VHGHN3,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
XDF1FRDG8KK4,315990,Apparel Accessories and Other Apparel Manufacturing,
XDF1FRDG8KK4,332216,Saw Blade and Handtool Manufacturing,
XDF1FRDG8KK4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
XDF1FRDG8KK4,334519,Other Measuring and Controlling Device Manufacturing,
XDF1FRDG8KK4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
XDF1FRDG8KK4,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
XDF1FRDG8KK4,339999,All Other Miscellaneous Manufacturing,
XDF1FRDG8KK4,541330,Engineering Services,
XDF1FRDG8KK4,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
XDF1FRDG8KK4,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
WXRTZLL25AE5,325991,Custom Compounding of Purchased Resins,Y
WXRTZLL25AE5,332721,Precision Turned Product Manufacturing,
WXRTZLL25AE5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
WXRTZLL25AE5,336999,All Other Transportation Equipment Manufacturing,
WXRTZLL25AE5,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
N5BYYW3MMFP7,326291,Rubber Product Manufacturing for Mechanical Use,Y
N5BYYW3MMFP7,332312,Fabricated Structural Metal Manufacturing,
N5BYYW3MMFP7,332439,Other Metal Container Manufacturing,
N5BYYW3MMFP7,332510,Hardware Manufacturing,
N5BYYW3MMFP7,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",
N5BYYW3MMFP7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
N5BYYW3MMFP7,339991,"Gasket, Packing, and Sealing Device Manufacturing",
ZFQBUPK552C3,332312,Fabricated Structural Metal Manufacturing,Y
ZFQBUPK552C3,332313,Plate Work Manufacturing,
ZFQBUPK552C3,332322,Sheet Metal Work Manufacturing,
ZFQBUPK552C3,332420,Metal Tank (Heavy Gauge) Manufacturing,
ZFQBUPK552C3,332439,Other Metal Container Manufacturing,
ZFQBUPK552C3,541340,Drafting Services,
W3KUJLTCRLV1,332919,Other Metal Valve and Pipe Fitting Manufacturing,Y
PJRYS7EFXQD9,332911,Industrial Valve Manufacturing,Y
GE4GA2B9JYF9,332114,Custom Roll Forming,
GE4GA2B9JYF9,332312,Fabricated Structural Metal Manufacturing,
GE4GA2B9JYF9,332313,Plate Work Manufacturing,
GE4GA2B9JYF9,332420,Metal Tank (Heavy Gauge) Manufacturing,
GE4GA2B9JYF9,332911,Industrial Valve Manufacturing,
GE4GA2B9JYF9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
GE4GA2B9JYF9,333120,Construction Machinery Manufacturing,
