eswbs_code,one_digit_group,group_name,nomenclature,remarks
63600,6,Outfit & Furnishings,HULL DAMPING,
63610,6,Outfit & Furnishings,HULL DAMPING,
63611,6,Outfit & Furnishings,HULL DAMPING,
63700,6,Outfit & Furnishings,SHEATHING,
63710,6,Outfit & Furnishings,SHEATHING AND COVERING,
63711,6,Outfit & Furnishings,SHEATHING AND COVERING,
63800,6,Outfit & Furnishings,REFRIGERATED SPACES,
63810,6,Outfit & Furnishings,"SPACES, REFRIGERATED SHIP'S PROVISIONS",
63811,6,Outfit & Furnishings,"SPACES, REFRIGERATED SHIP'S PROVISIONS",
63820,6,Outfit & Furnishings,"SPACES, REFRIGERATED CARGO",
63821,6,Outfit & Furnishings,"SPACES, REFRIGERATED CARGO",
63900,6,Outfit & Furnishings,RADIATION SHIELDING,
63910,6,Outfit & Furnishings,RADIATION SHIELDING AND CANNING PLATES,
63911,6,Outfit & Furnishings,RADIATION SHIELDING AND CANNING PLATES,
6400,6,Outfit & Furnishings,COMMAND AND SURVEILLANCE,
64000,6,Outfit & Furnishings,LIVING SPACES,
64100,6,Outfit & Furnishings,OFFICER BERTHING AND MESSING SPACES,
64110,6,Outfit & Furnishings,OFFICER BERTHING SPACES,
64111,6,Outfit & Furnishings,OFFICER BERTHING SPACES,
64120,6,Outfit & Furnishings,OFFICER MESSING SPACES,
64121,6,Outfit & Furnishings,OFFICER MESSING SPACES,
64200,6,Outfit & Furnishings,NONCOMMISSIONED OFFICER BERTHING AND MESSING SPACES,
64210,6,Outfit & Furnishings,NONCOMMISSIONED OFFICER BERTHING SPACES,
64211,6,Outfit & Furnishings,NONCOMMISSIONED OFFICER BERTHING SPACES,
64220,6,Outfit & Furnishings,NONCOMMISSIONED OFFICER MESSING SPACES,
64221,6,Outfit & Furnishings,NONCOMMISSIONED OFFICER MESSING SPACES,
64300,6,Outfit & Furnishings,ENLISTED PERSONNEL BERTHING AND MESSING SPACES,
64310,6,Outfit & Furnishings,ENLISTED PERSONNEL BERTHING SPACES,
64311,6,Outfit & Furnishings,ENLISTED PERSONNEL BERTHING SPACES,
64320,6,Outfit & Furnishings,ENLISTED PERSONNEL MESSING SPACES,
64321,6,Outfit & Furnishings,ENLISTED PERSONNEL MESSING SPACES,
64400,6,Outfit & Furnishings,SANITARY SPACES AND FIXTURES,
64410,6,Outfit & Furnishings,"SPACES, SANITARY",
64411,6,Outfit & Furnishings,"SPACES, SANITARY",
64500,6,Outfit & Furnishings,LEISURE AND COMMUNITY SPACES,
64510,6,Outfit & Furnishings,LEISURE AND COMMUNITY SPACES,
64511,6,Outfit & Furnishings,LEISURE AND COMMUNITY SPACES,
6500,6,Outfit & Furnishings,AUXILIARY SYSTEMS,
65000,6,Outfit & Furnishings,SERVICE SPACES,
65100,6,Outfit & Furnishings,COMMISSARY SPACES,
65110,6,Outfit & Furnishings,"SPACES, COMMISSARY",
65111,6,Outfit & Furnishings,"SPACES, COMMISSARY",
65200,6,Outfit & Furnishings,MEDICAL SPACES,
65210,6,Outfit & Furnishings,"FURNISHINGS AND EQUIPMENTS, MEDICAL SPACES",
65211,6,Outfit & Furnishings,"FURNISHINGS AND EQUIPMENTS, MEDICAL SPACES",
65300,6,Outfit & Furnishings,DENTAL SPACES,
65310,6,Outfit & Furnishings,"FURNISHINGS AND EQUIPMENTS, DENTAL SPACES",
65311,6,Outfit & Furnishings,"FURNISHINGS AND EQUIPMENTS, DENTAL SPACES",
65400,6,Outfit & Furnishings,UTILITY SPACES,
65410,6,Outfit & Furnishings,UTILITY SPACE EQUIPMENT,
65411,6,Outfit & Furnishings,UTILITY SPACE EQUIPMENT,
65500,6,Outfit & Furnishings,LAUNDRY SPACES,
65510,6,Outfit & Furnishings,"SPACES, LAUNDRY AND DRY CLEANING",
65511,6,Outfit & Furnishings,"SPACES, LAUNDRY AND DRY CLEANING",
65600,6,Outfit & Furnishings,TRASH DISPOSAL SPACES,
65610,6,Outfit & Furnishings,TRASH DISPOSAL SPACES,
65611,6,Outfit & Furnishings,TRASH DISPOSAL SPACES,
6600,6,Outfit & Furnishings,OUTFITTING,
66000,6,Outfit & Furnishings,WORKING SPACES,
66100,6,Outfit & Furnishings,OFFICES,
66110,6,Outfit & Furnishings,OFFICES,
66111,6,Outfit & Furnishings,OFFICES,
66200,6,Outfit & Furnishings,MACHINERY CONTROL CENTERS FURNISHINGS,
66210,6,Outfit & Furnishings,MACHINERY CONTROL CENTERS FURNISHINGS,
66211,6,Outfit & Furnishings,MACHINERY CONTROL CENTERS FURNISHINGS,
66300,6,Outfit & Furnishings,ELECTRONICS CONTROL CENTERS FURNISHINGS,
66310,6,Outfit & Furnishings,ELECTRONIC CONTROL CENTERS FURNISHINGS,
66311,6,Outfit & Furnishings,ELECTRONIC CONTROL CENTERS FURNISHINGS,
66400,6,Outfit & Furnishings,DAMAGE CONTROL STATIONS,
66410,6,Outfit & Furnishings,DAMAGE CONTROL STATIONS,
66411,6,Outfit & Furnishings,DAMAGE CONTROL STATIONS,
66500,6,Outfit & Furnishings,"WORKSHOPS, LABS, TEST AREAS (INCL PORTABLE TOOLS, EQUIP)",
66510,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, HULL, MECHANICAL, ELECT.",
66511,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, HULL, MECHANICAL, ELECT.",
66520,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, ELECTRONICS",
66521,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, ELECTRONICS",
66530,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, AVIATION RELATED",
66531,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, AVIATION RELATED",
66540,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, WEAPONS",
66541,6,Outfit & Furnishings,"WORKSHOPS, LABS, AND TEST AREAS, WEAPONS",
6700,6,Outfit & Furnishings,WEAPONS,
67000,6,Outfit & Furnishings,STOWAGE SPACES,
67100,6,Outfit & Furnishings,LOCKERS AND SPECIAL STOWAGE,
67110,6,Outfit & Furnishings,LOCKERS AND SPECIAL STOWAGE,
67111,6,Outfit & Furnishings,LOCKERS AND SPECIAL STOWAGE,
67200,6,Outfit & Furnishings,STOREROOMS AND ISSUE ROOMS,
67210,6,Outfit & Furnishings,STOREROOMS AND ISSUE ROOMS,
67211,6,Outfit & Furnishings,STOREROOMS,
67212,6,Outfit & Furnishings,ISSUE ROOMS,
67300,6,Outfit & Furnishings,CARGO STOWAGE,
67310,6,Outfit & Furnishings,"STOWAGE, CARGO",
67311,6,Outfit & Furnishings,"STOWAGE, CARGO",
6800,6,Outfit & Furnishings,INTEGRATION AND ENGINEERING,
6900,6,Outfit & Furnishings,SHIP ASSEMBLY,
69000,6,Outfit & Furnishings,SPECIAL PURPOSE SYSTEMS,
69100,6,Outfit & Furnishings,TRANSMISSION LOSS TREATMENT,
69800,6,Outfit & Furnishings,OUTFIT AND FURNISHINGS OPERATING FLUIDS,
69900,6,Outfit & Furnishings,OUTFIT AND FURNISH. REPAIR PARTS AND SPECIAL TOOLS,
69910,6,Outfit & Furnishings,OUTFIT AND FURNISHINGS MISCELLANEOUS PARTS,
69911,6,Outfit & Furnishings,OUTFIT AND FURNISHINGS MISCELLANEOUS PARTS,
69920,6,Outfit & Furnishings,OUTFIT AND FURNISHINGS SPECIAL TOOLS,
69921,6,Outfit & Furnishings,OUTFIT AND FURNISHINGS SPECIAL TOOLS,
7000,7,Armament,GENERAL REQUIREMENTS FOR DESIGN AND CONSTRUCTION,
70000,7,Armament,"ARMAMENT, GENERAL",
70100,7,Armament,GENERAL ARRANGEMENT - WEAPONRY SYSTEMS,
70200,7,Armament,ARMAMENT INSTALLATIONS,
70300,7,Armament,"WEAPONS HANDLING AND STOWAGE, GENERAL",
7100,7,Armament,ACCESS,
71000,7,Armament,GUNS AND AMMUNITION,
71100,7,Armament,GUNS,
71110,7,Armament,GUNS AND MOUNTS,
71111,7,Armament,GUNS AND MOUNTS,
71120,7,Armament,"GUNS, SELF CONTAINED",
71121,7,Armament,"GUNS, SELF-CONTAINED",
71200,7,Armament,AMMUNITION HANDLING,
71210,7,Armament,"HANDLING, GUN AMMUNITION",
71211,7,Armament,"HANDLING, GUN AMMUNITION",
71300,7,Armament,AMMUNITION STOWAGE,
71310,7,Armament,"STOWAGE, GUN AMMUNITION",
71311,7,Armament,"STOWAGE, GUN AMMUNITION",
7200,7,Armament,"SURVIVABILITY (FORMERLY SHOCK, SEE INCLUDES LISTING)",
72000,7,Armament,MISSILES AND ROCKETS,
72100,7,Armament,LAUNCHING DEVICES (MISSILES AND ROCKETS),
72110,7,Armament,"LAUNCHING RAIL SYSTEMS, MISSILE",
72111,7,Armament,"LAUNCHING RAIL SYSTEMS, MISSILE",
72120,7,Armament,"LAUNCHING SYSTEMS, ASW/ASUW ROCKET",
72121,7,Armament,"LAUNCHING SYSTEMS, ASW/ASUW ROCKET",
72130,7,Armament,"COMBINED LAUNCHING, STWG AND HDLG SYS, MSL",
72131,7,Armament,"COMBINED LAUNCHING, STWG AND HDLG SYS, MSL",
72140,7,Armament,"MISSILE TUBES, SUBMARINES",
72141,7,Armament,MISSILE MOUNT TUBES,
72142,7,Armament,MISSILE LAUNCH TUBES,
72200,7,Armament,"MISSILE, ROCKET, AND GUIDANCE CAPSULE HANDLING SYS.",
72210,7,Armament,"HANDLING, MISSILE",
72211,7,Armament,"HANDLING, MISSILE",
72220,7,Armament,"HANDLING, ASW/ASUW ROCKET",
72221,7,Armament,"HANDLING, ASW/ASUW ROCKET",
72300,7,Armament,MISSILE AND ROCKET STOWAGE,
72310,7,Armament,"STOWAGE, MISSILE",
72311,7,Armament,"STOWAGE, MISSILE",
72320,7,Armament,"STOWAGE, ASW/ASUW ROCKET",
72321,7,Armament,"STOWAGE, ASW/ASUW ROCKET",
72400,7,Armament,MISSILE HYDRAULICS,
72410,7,Armament,MISSILE HYDRAULICS,
72411,7,Armament,MISSILE HYDRAULICS,
72500,7,Armament,MISSILE GAS,
72600,7,Armament,MISSILE COMPENSATING,
72610,7,Armament,MISSILE COMPENSATING WATER SYSTEM (MCW),
72611,7,Armament,MISSILE COMPENSATING WATER SYSTEM (MCW),
72700,7,Armament,MISSILE LAUNCHER CONTROL,
72800,7,Armament,"MISSILE HEATING, COOLING, TEMPERATURE CONTROL",
72900,7,Armament,"MISSILE MONITORING, TEST AND ALIGNMENT",
72931,7,Armament,TEST INSTRUMENTATION (PERMANENT),
72932,7,Armament,TEST INSTRUMENTATION (TEMPORARY),
7300,7,Armament,NOISE AND VIBRATION,
7400,7,Armament,"CASTING ,WELDING, RIVETING, ALLIED PROCESSES (GENERAL)",
7500,7,Armament,THREADED FASTENERS STANDARDS,
75400,7,Armament,SUBMARINE TORPEDO EJECTION,
7600,7,Armament,RELIABILITY AND MAINTAINABILITY,
76000,7,Armament,SMALL ARMS AND PYROTECHNICS,
76100,7,Armament,SMALL ARMS AND PYROTECHNIC LAUNCHING DEVICES,
76110,7,Armament,SMALL ARMS AND PYROTECHNIC LAUNCHING DEVICES,
76111,7,Armament,SMALL ARMS AND PYROTECHNIC LAUNCHING DEVICES,
76200,7,Armament,SMALL ARMS AND PYROTECHNIC HANDLING,
76210,7,Armament,SMALL ARMS AND PYROTECHNIC HANDLING,
76211,7,Armament,SMALL ARMS AND PYROTECHNIC HANDLING,
76300,7,Armament,SMALL ARMS AND PYROTECHNIC STOWAGE,
76310,7,Armament,SMALL ARMS AND PYROTECHNIC STOWAGE,
76311,7,Armament,SMALL ARMS AND PYROTECHNIC STOWAGE,
7700,7,Armament,SAFETY,
77000,7,Armament,CARGO MUNITIONS,
77200,7,Armament,CARGO MUNITIONS HANDLING,
77210,7,Armament,"HANDLING AND STOWAGE, AMMUNITION CARGO",
77211,7,Armament,"HANDLING AND STOWAGE, AMMUNITION CARGO",
77220,7,Armament,AMMUNITION HANDLING ELEVATORS (NON-CV/CVN SHIPS),
77300,7,Armament,CARGO MUNITIONS STOWAGE,
7800,7,Armament,MATERIALS,
7900,7,Armament,SEAWORTHINESS,
79000,7,Armament,SPECIAL PURPOSE SYSTEMS,
79200,7,Armament,SPECIAL WEAPONS HANDLING,
79210,7,Armament,"ELEVATORS, SPECIAL WEAPONS (DELETED-SEE 7722X)",
79211,7,Armament,"ELEVATORS, SPECIAL WEAPONS - 10,000 LB AND ABOVE (DELETED)",
79212,7,Armament,"ELEVATORS, SPECIAL WEAPONS - 5,000 TO 10,000 LB (DELETED)",
79213,7,Armament,"ELEVATORS, SPECIAL WEAPONS - LESS THAN 5,000 LB (DELETED)",
79220,7,Armament,"HANDLING EQUIPMENT, SPECIAL WEAPONS",
79221,7,Armament,"HANDLING EQUIPMENT, SPECIAL WEAPONS",
79300,7,Armament,SPECIAL WEAPONS STOWAGE,
79310,7,Armament,"STOWAGE, SPECIAL WEAPONS",
79311,7,Armament,"STOWAGE, SPECIAL WEAPONS",
79700,7,Armament,MISCELLANEOUS ORDNANCE SPACES,
79800,7,Armament,ARMAMENT OPERATING FLUIDS,
79900,7,Armament,ARMAMENT REPAIR PARTS AND SPECIAL TOOLS,
79910,7,Armament,ARMAMENT MISCELLANEOUS PARTS,
79911,7,Armament,ARMAMENT MISCELLANEOUS PARTS,
79920,7,Armament,ARMAMENT SPECIAL TOOLS,
79921,7,Armament,ARMAMENT SPECIAL TOOLS,
8000,8,Integration/Engineering,INTEGRATED LOGISTIC SUPPORT REQUIREMENTS,
80000,8,Integration/Engineering,INTEGRATION/ENGINEERING (SHIPBUILDER RESPONSE),
8010,8,Integration/Engineering,INTEGRATED LOGISTIC SUPPORT PLANNING,
80100,8,Integration/Engineering,SHIPBUILDERS INFORMATION DRAWINGS,
8011,8,Integration/Engineering,INTEGRATED LOGISTIC SUPPORT PLANNING,
8020,8,Integration/Engineering,DESIGN INTERFACE,
80200,8,Integration/Engineering,CONTRACT DRAWINGS,
8021,8,Integration/Engineering,LOGISTIC SUPPORT ANALYSIS,
8022,8,Integration/Engineering,HUMAN ENGINEERING,
80300,8,Integration/Engineering,STANDARD DRAWINGS,
80400,8,Integration/Engineering,TYPE DRAWINGS,
80600,8,Integration/Engineering,STUDY DRAWINGS,
80700,8,Integration/Engineering,INSTALLATION CONTROL DRAWINGS,
80800,8,Integration/Engineering,INTERFACE CONTROL DRAWINGS,
8100,8,Integration/Engineering,MAINTENANCE PLANNING (FORMERLY MAINTENANCE),
81000,8,Integration/Engineering,PRODUCTION ENGINEERING,
81100,8,Integration/Engineering,CONFIGURATION MANAGEMENT (DELETED - SEE 8612 & 8613),
81110,8,Integration/Engineering,CONTROL OF SHIP'S CONFIGURATION,
81111,8,Integration/Engineering,CONTROL OF SHIP'S CONFIGURATION (DELETED - SEE 86131),
81200,8,Integration/Engineering,"CHANGE PROPOSALS, SCOPING AND SHIPCHECKING",
81300,8,Integration/Engineering,PLANNING AND PRODUCTION CONTROL,
81310,8,Integration/Engineering,PLANNING AND ESTIMATING SERVICES (NOT CHARGEABLE TO OVHD),
81311,8,Integration/Engineering,PLANNING AND ESTIMATING SERVICES (NOT CHARGEABLE TO OVHD),
81320,8,Integration/Engineering,SHIPYARD SFOMS ASSIST (DELETED - SEE 86421),
81321,8,Integration/Engineering,SHIPYARD SFOMS ASSIST (DELETED - SEE 86421),
81330,8,Integration/Engineering,SARP PREPARATION,
81331,8,Integration/Engineering,SARP PREPARATION (DELETED - SEE 86281),
8200,8,Integration/Engineering,"SUPPORT EQUIPMENT (FORMERLY SPRT AND TEST EQPT, SEE INCLS)",
82000,8,Integration/Engineering,SPECIAL DRAWINGS FOR NUCLEAR PROPULSION SYSTEMS,
8210,8,Integration/Engineering,GENERAL AND SPECIAL PURPOSE SUPPORT EQUIPMENT,
8211,8,Integration/Engineering,GENERAL PURPOSE SUPPORT EQUIPMENT,
8212,8,Integration/Engineering,SPECIAL PURPOSE SUPPORT EQUIPMENT,
8220,8,Integration/Engineering,GENERAL AND SPECIAL PURPOSE TEST EQUIPMENT,
8221,8,Integration/Engineering,"TEST EQUIPMENT, GENERAL AND SPECIAL PURPOSE",
8230,8,Integration/Engineering,GENERAL AND SPECIAL PURPOSE TOOLS,
8231,8,Integration/Engineering,"TOOLS, GENERAL AND SPECIAL PURPOSE",
8300,8,Integration/Engineering,SUPPLY SUPPORT,
83000,8,Integration/Engineering,DESIGN SUPPORT,
83010,8,Integration/Engineering,"SERVICES, DESIGN (NOT CHARGEABLE TO OVERHEAD)",
83011,8,Integration/Engineering,"SERVICES, DESIGN (NOT CHARGEABLE TO OVERHEAD)",
83020,8,Integration/Engineering,SHIP'S SELECTED RECORDS,
83021,8,Integration/Engineering,SHIP'S SELECTED RECORDS (DELETED - SEE 86131),
83030,8,Integration/Engineering,"SERVICES, REPRODUCTION",
83031,8,Integration/Engineering,"SERVICES, REPRODUCTION (DELETED - SEE 8614)",
83100,8,Integration/Engineering,CONSTRUCTION DRAWINGS,
83200,8,Integration/Engineering,SPECIFICATIONS,
83300,8,Integration/Engineering,MASS PROPERTIES ENGINEERING,
83400,8,Integration/Engineering,COMPUTER PROGRAMS,
83500,8,Integration/Engineering,ENGINEERING CALCULATIONS,
83600,8,Integration/Engineering,MODELS AND MOCKUPS,
83700,8,Integration/Engineering,PHOTOGRAPHS,
83710,8,Integration/Engineering,"SERVICES, SPECIAL PHOTOGRAPHIC",
83711,8,Integration/Engineering,"SERVICES, SPECIAL PHOTOGRAPHIC (DELETED - SEE 86171)",
83800,8,Integration/Engineering,DESIGN/ENGINEERING LIAISON (DELETED - SEE 8612 & 8613),
83810,8,Integration/Engineering,WATERFRONT LIAISON ENGINEERING SERVICE,
83811,8,Integration/Engineering,WATERFRONT LIAISON ENGINEERING SERVICE (SEE 8612),
83900,8,Integration/Engineering,LOFTING,
8400,8,Integration/Engineering,"PACKAGING, HANDLING, STORAGE AND TRANSPORTATION",
84000,8,Integration/Engineering,QUALITY ASSURANCE,
8410,8,Integration/Engineering,TRANSPORTATION MODES,
84100,8,Integration/Engineering,"TESTS AND INSPECTION, CRITERIA, AND PROCEDURES",
8411,8,Integration/Engineering,TRANSPORTATION MODES,
84110,8,Integration/Engineering,TEST PREPARATION AND TEST COORDINATION,
84111,8,Integration/Engineering,TEST PREPARATION AND TEST COORDINATION,
8420,8,Integration/Engineering,SPECIAL HANDING EQUIPMENT,
84200,8,Integration/Engineering,"TRIALS AGENDA PREPARATION, DATA COLLECTION AND ANAL.",
8421,8,Integration/Engineering,SPECIAL HANDING EQUIPMENT,
8430,8,Integration/Engineering,"HANDLING, PACKAGING AND STORAGE",
84300,8,Integration/Engineering,INCLINING EXPERIMENT AND TRIM DIVE (DELETED - SEE 86861),
8431,8,Integration/Engineering,"HANDLING, PACKAGING AND STORAGE",
84310,8,Integration/Engineering,"INCLINING EXPERIMENT, WEIGHT, STABILITY, AND REBALLASTING",
84311,8,Integration/Engineering,"INCLINING EXPERIMENT, WEIGHT, STABILITY, AND REBALLASTING",
84400,8,Integration/Engineering,COMBAT SYSTEMS CHECKOUT CRITERIA AND PROCEDURES,
84410,8,Integration/Engineering,"COMBAT SYSTEMS LIAISON SERVICES, WATERFRONT",
84411,8,Integration/Engineering,COMBAT SYSTEMS TEST PLANNING SERVICES,
84412,8,Integration/Engineering,COMBAT SYSTEMS WATERFRONT LIAISON SERVICES,
84420,8,Integration/Engineering,COMBAT SYSTEMS ALIGNMENT,
84421,8,Integration/Engineering,COMBAT SYSTEMS ALIGNMENT (DELETED - SEE 86113),
84430,8,Integration/Engineering,"TEST, INTEGRATED COMBAT SYSTEMS",
84431,8,Integration/Engineering,"TEST, INTEGRATED COMBAT SYSTEMS (DELETED - SEE 86721)",
84500,8,Integration/Engineering,CERTIFICATION STANDARDS,
8500,8,Integration/Engineering,ENGINEERING DRAWINGS,
85000,8,Integration/Engineering,INTEGRATED LOGISTIC SUPPORT ENGINEERING,
85100,8,Integration/Engineering,MAINTENANCE,
85200,8,Integration/Engineering,SUPPORT AND TEST EQUIPMENT,
85300,8,Integration/Engineering,SUPPLY SUPPORT (DELETED - SEE 8643),
85310,8,Integration/Engineering,"SUPPLY OPERATION (OVERHAUL) ASSTN PRGM (SOAP), SY ASSTN TO",
85311,8,Integration/Engineering,"SUPPLY OPERATION (OVERHAUL) ASSTN PRGM (SOAP), SY ASSTN TO",
85320,8,Integration/Engineering,CONSOLIDATED SHIP'S ALLOWANCE LIST (COSAL),
85321,8,Integration/Engineering,CONSOLIDATED SHIP'S ALLOWANCE LIST (COSAL),
85330,8,Integration/Engineering,"SUPPLIES, CONSUMABLE SHIPS FORCE",
85331,8,Integration/Engineering,"SUPPLIES, CONSUMABLE SHIPS FORCE",
85400,8,Integration/Engineering,TRANSPORTATION,
85500,8,Integration/Engineering,ENGINEERING DRAWINGS AND SPECIFICATIONS,
85600,8,Integration/Engineering,TECHNICAL MANUALS AND OTHER DATA,
85700,8,Integration/Engineering,FACILITIES (DELETED - SEE 8637),
85710,8,Integration/Engineering,FACILITIES SUPPORT,
85711,8,Integration/Engineering,FACILITIES SUPPORT (DELETED - SEE 8637),
85800,8,Integration/Engineering,PERSONNEL AND TRAINING,
85900,8,Integration/Engineering,TRAINING EQUIPMENT,
8600,8,Integration/Engineering,TECHNICAL MANUALS AND OTHER DATA,
86000,8,Integration/Engineering,SUPPORT SERVICES,
86010,8,Integration/Engineering,GUARANTEE ENGINEER SERVICES,
86011,8,Integration/Engineering,GUARANTEE ENGINEER SERVICES,
86020,8,Integration/Engineering,MAINTENANCE PROGRAMS AND STANDARDS,
86021,8,Integration/Engineering,MAINTENANCE PROGRAMS AND STANDARDS,
86030,8,Integration/Engineering,MANAGEMENT REPORTS,
86031,8,Integration/Engineering,MANAGEMENT REPORTS,
86040,8,Integration/Engineering,MATERIAL MANAGEMENT,
86041,8,Integration/Engineering,MATERIAL MANAGEMENT,
86050,8,Integration/Engineering,OPEN AND INSPECT REQUIREMENTS (FORMERLY 984),
86051,8,Integration/Engineering,OPEN AND INSPECT REQUIREMENTS,
86060,8,Integration/Engineering,QUALITY ASSURANCE REQUIREMENTS,
86061,8,Integration/Engineering,QUALITY ASSURANCE REQUIREMENTS,
86070,8,Integration/Engineering,TECHNICAL REQUIREMENTS,
86071,8,Integration/Engineering,TECHNICAL REQUIREMENTS,
86080,8,Integration/Engineering,WORK REQUIREMENTS COMMON TO ALL SHIP SYSTEMS,
86081,8,Integration/Engineering,WORK REQUIREMENTS COMMON TO ALL SHIP SYSTEMS,
86100,8,Integration/Engineering,ENGINEERING AND DESIGN SUPPORT,
86110,8,Integration/Engineering,COMBAT SYSTEMS OFFICE SERVICES (FORMERLY 844),
86111,8,Integration/Engineering,COMBAT SYSTEMS OFFICE SERVICES (TYCOM),
86112,8,Integration/Engineering,COMBAT SYSTEMS OFFICE SERVICES (NAVSEA),
86113,8,Integration/Engineering,COMBAT SYSTEMS ALIGNMENT,
86120,8,Integration/Engineering,DESIGN DIVISION SERVICES (FORMERLY IN 811),
86121,8,Integration/Engineering,DESIGN DIVISION SERVICES (TYCOM),
86122,8,Integration/Engineering,DESIGN DIVISION SERVICES (NAVSEA),
86130,8,Integration/Engineering,DESIGN DIVISION SERVICES (DSA),
86131,8,Integration/Engineering,DESIGN DIVISION SERVICES (DSA),
86140,8,Integration/Engineering,REPRODUCTION SERVICES,
86141,8,Integration/Engineering,REPRODUCTION SERVICES (TYCOM) (FORMERLY IN 83031),
86142,8,Integration/Engineering,REPRODUCTION SERVICES (NAVSEA) (FORMERLY IN 83031),
86150,8,Integration/Engineering,PRODUCTION ENGINEERING SERVICES,
86151,8,Integration/Engineering,PRODUCTION ENGINEERING SERVICES,
86160,8,Integration/Engineering,WELDING ENGINEERING SERVICES,
86161,8,Integration/Engineering,WELDING ENGINEERING SERVICES,
86170,8,Integration/Engineering,SPECIAL PHOTOGRAPHIC SERVICES,
86171,8,Integration/Engineering,SPECIAL PHOTOGRAPHIC SERVICES (FORMERLY IN 83711),
86200,8,Integration/Engineering,PRE-AVAILABILITY PLANNING,
86210,8,Integration/Engineering,SHIPCHECKS (PLANNER AND ESTIMATOR),
86211,8,Integration/Engineering,SHIPCHECKS (PLANNER AND ESTIMATOR) (TYCOM),
86212,8,Integration/Engineering,SHIPCHECKS (PLANNER AND ESTIMATOR) (NAVSEA),
86220,8,Integration/Engineering,ARRIVAL INSPECTION OF SHIPS,
86221,8,Integration/Engineering,ARRIVAL INSPECTION OF SHIPS,
86230,8,Integration/Engineering,PLANNING AND ESTIMATING SERVICES NOT CHARGEABLE TO OVHD,
86231,8,Integration/Engineering,PLANNING AND ESTIMATING SERVICES NOT CHARGEABLE TO OVHD,
86240,8,Integration/Engineering,PRE-AVAILABILITY TESTING,
86241,8,Integration/Engineering,PRE-OVERHAUL TESTS AND INSPECTIONS (POT&I) (FORMERLY 9861),
86242,8,Integration/Engineering,PRE-AVAILABILITY ACOUSTIC SURVEYS,
86243,8,Integration/Engineering,HULL VIBRATION SURVEY (FORMERLY 98251),
86250,8,Integration/Engineering,PRE-AVAILABILITY ORDNANCE & ELECTRONICS INSPECTIONS,
86251,8,Integration/Engineering,PRE-AVAILABILITY ORDNANCE & ELECTRONICS INSPECTIONS,
86280,8,Integration/Engineering,SARP PREPARATION,
86281,8,Integration/Engineering,SARP PREPARATION (FORMERLY IN 81331),
86300,8,Integration/Engineering,SHIP HANDLING AND WORKSITE PREPARATION,
86310,8,Integration/Engineering,BERTHING AND MOORING SERVICES,
86311,8,Integration/Engineering,BERTHING AND MOORING SERVICES,
86320,8,Integration/Engineering,WEIGHT CONTROL DURING OFFLOAD,
86321,8,Integration/Engineering,WEIGHT CONTROL DURING OFFLOAD (FORMERLY IN 987),
86330,8,Integration/Engineering,PREPARING SHIP FOR AVAILABILITY,
86331,8,Integration/Engineering,PREPARING SHIP FOR AVAILABILITY,
86340,8,Integration/Engineering,DOCKING AND UNDOCKING,
86341,8,Integration/Engineering,DOCKING AND UNDOCKING (FORMERLY IN 997),
86350,8,Integration/Engineering,TEMPORARY SERVICES,
86351,8,Integration/Engineering,TEMPORARY SHIP SYSTEMS (FORMERLY IN 992),
86352,8,Integration/Engineering,TEMPORARY PRODUCTION UTILITIES (PRORATED),
86360,8,Integration/Engineering,TEMPORARY ACCESS OPENINGS,
86361,8,Integration/Engineering,TEMPORARY ACCESS OPENINGS (FORMERLY IN 1001),
86370,8,Integration/Engineering,FACILITIES SUPPORT,
86371,8,Integration/Engineering,FACILITIES SUPPORT (FORMERLY 857),
86400,8,Integration/Engineering,SHIP SUPPORT (FORMERLY IN 980),
86410,8,Integration/Engineering,ASSIST SHIP'S FORCE,
86411,8,Integration/Engineering,ASSIST SHIP'S FORCE (FORMERLY 98011),
86420,8,Integration/Engineering,ASSISTANCE TO FLEET MANAGEMENT SYSTEM - REAL TIME (FMS-RT),
86421,8,Integration/Engineering,ASSISTANCE TO FLEET MANAGEMENT SYSTEM - REAL TIME (FMS-RT),
86430,8,Integration/Engineering,SUPPLY SUPPORT (FORMERLY 853),
86431,8,Integration/Engineering,INTEGRATED LOGISTICS OVERHAUL (FORMERLY SOAP),
86432,8,Integration/Engineering,CONSOLIDATED SHIP'S ALLOWANCE LIST (FORMERLY 85321),
86440,8,Integration/Engineering,CLEANING SERVICES (FORMERLY 994),
86441,8,Integration/Engineering,CLEANING SHIP SERVICES,
86442,8,Integration/Engineering,BILGE CLEANING AND GAS FREEING ENGINEERING SPACES,
86450,8,Integration/Engineering,PREVENTIVE MAINTENANCE (FORMERLY 9941),
86451,8,Integration/Engineering,PREVENTIVE MAINTENANCE,
86460,8,Integration/Engineering,INTEGRATED AVAILABILITY MANAGEMENT,
